TF,0+28+29+32+53+54+55
TF073063,32
TF073064,32
TF073065,32
TF073066,32
TF073067,32+53
TF074060,32
TF074061,32
TF074062,32
TF074063,32
TF074064,32
TF074065,32
TF074066,32
TF074067,32+53
TF074068,32+53
TF075060,32
TF075061,32
TF075062,32
TF075063,32
TF075064,32
TF075065,32
TF075066,32
TF075067,32+53
TF076060,32
TF076061,32
TF076062,32
TF076063,32
TF076064,32
TF076065,32
TF076066,32
TF076067,32+53
TF077060,32
TF077061,32
TF077062,32
TF077063,32
TF077064,32
TF077065,32
TF077066,32
TF077067,32+53
TF078060,32
TF078061,32
TF078062,32
TF078063,32
TF078064,32
TF078065,32
TF078066,32
TF078067,32+53
TF079060,32
TF079061,32
TF079062,32
TF079063,32
TF079064,32
TF079065,32
TF079066,32
TF079067,32+53
TF079068,32+53
TF00V,32
TF00W,32
TF00X,32
TF00Y,32+53
TF0806,32+53
TF080060,32
TF080061,32
TF080062,32
TF080063,32
TF080064,32
TF080065,32
TF080066,32
TF080067,32
TF080068,32+53
TF081060,32
TF081061,32
TF081062,32
TF081063,32
TF081064,32
TF081065,32
TF081066,32
TF081067,32
TF081068,32+53
TF081069,32+53
TF082060,32
TF082061,32
TF082062,32
TF082063,32
TF082064,32
TF082065,32
TF082066,32
TF082067,32
TF082068,32
TF082069,32+53
TF083060,32
TF083061,32
TF083062,32
TF083063,32
TF083064,32
TF083065,32
TF083066,32
TF083067,32
TF083068,32
TF083069,32+53
TF084060,32
TF084061,32
TF084062,32
TF084063,32
TF084064,32
TF084065,32
TF084066,32
TF084067,32
TF084068,32
TF084069,32
TF085060,32
TF085061,32
TF085062,32
TF085063,32
TF085064,32
TF085065,32
TF085066,32
TF085067,32
TF085068,32
TF085069,32
TF086060,32
TF086061,32
TF086062,32
TF086063,32
TF086064,32
TF086065,32
TF086066,32
TF086067,32
TF086068,32
TF086069,32
TF087060,32
TF087061,32
TF087062,32
TF087063,32
TF087064,32
TF087065,32
TF087066,32
TF087067,32
TF087068,32
TF087069,32
TF088060,32
TF088061,32
TF088062,32
TF088063,32
TF088064,32
TF088065,32
TF088066,32
TF088067,32
TF088068,32
TF088069,32
TF089060,32
TF089061,32
TF089062,32
TF089063,32
TF089064,32
TF089065,32
TF089066,32
TF089067,32
TF089068,32
TF089069,32
TF0807,32+53
TF083070,32+53
TF084070,32+53
TF084071,32+53
TF085070,32
TF085071,32+53
TF085072,32+53
TF086070,32
TF086071,32
TF086072,32+53
TF086073,32+53
TF086074,32+53
TF087070,32
TF087071,32
TF087072,32
TF087073,32
TF087074,32+53
TF088070,32
TF088071,32
TF088072,32
TF088073,32
TF088074,32+53
TF089070,32
TF089071,32
TF089072,32
TF089073,32
TF089074,32+53
TF0906,32
TF0907,32+53
TF090070,32
TF090071,32
TF090072,32
TF090073,32
TF090074,32+53
TF091070,32
TF091071,32
TF091072,32
TF091073,32
TF091074,32+53
TF091075,32+53
TF092070,32
TF092071,32
TF092072,32
TF092073,32
TF092074,32
TF092075,32+53
TF093070,32
TF093071,32
TF093072,32
TF093073,32
TF093074,32
TF093075,32+53
TF093076,32+53
TF094070,32
TF094071,32
TF094072,32
TF094073,32
TF094074,32
TF094075,32
TF094076,32+53
TF094077,32+53
TF095070,32
TF095071,32
TF095072,32
TF095073,32
TF095074,32
TF095075,32
TF095076,32+53
TF095077,32+53
TF096070,32
TF096071,32
TF096072,32
TF096073,32
TF096074,32
TF096075,32
TF096076,32+53
TF096077,32+53
TF097070,32
TF097071,32
TF097072,32
TF097073,32
TF097074,32
TF097075,32
TF097076,32+53
TF097077,32+53
TF098070,32
TF098071,32
TF098072,32
TF098073,32
TF098074,32
TF098075,32
TF098076,32+53
TF098077,32+53
TF099070,32
TF099071,32
TF099072,32
TF099073,32
TF099074,32
TF099075,32
TF099076,32
TF099077,32+53
TF099078,32+53
TF099079,32+53
TF10,32+53
TF10SW,32
TF10NW,32+53
TF10SE,32
TF10NE,32+53
TF10A,32
TF10B,32
TF10C,32
TF10D,32+53
TF1006,32
TF1007,32+53
TF100070,32
TF100071,32
TF100072,32
TF100073,32
TF100074,32
TF100075,32
TF100076,32
TF100077,32
TF100078,32+53
TF100079,32+53
TF101070,32
TF101071,32
TF101072,32
TF101073,32
TF101074,32
TF101075,32
TF101076,32
TF101077,32
TF101078,32+53
TF101079,32+53
TF102070,32
TF102071,32
TF102072,32
TF102073,32
TF102074,32
TF102075,32
TF102076,32
TF102077,32
TF102078,32
TF102079,32+53
TF103070,32
TF103071,32
TF103072,32
TF103073,32
TF103074,32
TF103075,32
TF103076,32
TF103077,32
TF103078,32
TF103079,32+53
TF104070,32
TF104071,32
TF104072,32
TF104073,32
TF104074,32
TF104075,32
TF104076,32
TF104077,32
TF104078,32
TF104079,32
TF105070,32
TF105071,32
TF105072,32
TF105073,32
TF105074,32
TF105075,32
TF105076,32
TF105077,32
TF105078,32
TF105079,32
TF106070,32
TF106071,32
TF106072,32
TF106073,32
TF106074,32
TF106075,32
TF106076,32
TF106077,32
TF106078,32
TF106079,32
TF107070,32
TF107071,32
TF107072,32
TF107073,32
TF107074,32
TF107075,32
TF107076,32
TF107077,32
TF107078,32
TF107079,32
TF108070,32
TF108071,32
TF108072,32
TF108073,32
TF108074,32
TF108075,32
TF108076,32
TF108077,32
TF108078,32
TF108079,32
TF109070,32
TF109071,32
TF109072,32
TF109073,32
TF109074,32
TF109075,32
TF109076,32
TF109077,32
TF109078,32
TF109079,32
TF1106,32
TF1107,32
TF10E,32+53
TF1008,32+53
TF103080,32+53
TF104080,32+53
TF104081,32+53
TF105080,32
TF105081,32+53
TF106080,32
TF106081,32+53
TF107080,32
TF107081,32+53
TF107082,32+53
TF108080,32
TF108081,32+53
TF109080,32
TF109081,32+53
TF1108,32+53
TF110080,32
TF110081,32+53
TF111080,32
TF111081,32+53
TF112080,32
TF112081,32+53
TF112082,32+53
TF113080,32
TF113081,32
TF113082,32+53
TF114080,32
TF114081,32
TF114082,32+53
TF114083,32+53
TF115080,32
TF115081,32
TF115082,32
TF115083,32+53
TF116080,32
TF116081,32
TF116082,32
TF116083,32+53
TF116084,32+53
TF116085,32+53
TF117080,32
TF117081,32
TF117082,32
TF117083,32
TF117084,32+53
TF117085,32+53
TF118080,32
TF118081,32
TF118082,32
TF118083,32
TF118084,32
TF118085,32+53
TF119080,32
TF119081,32
TF119082,32
TF119083,32
TF119084,32
TF119085,32+53
TF119086,32+53
TF10F,32
TF10G,32
TF10H,32
TF10I,32
TF10J,32+53
TF1208,32+53
TF120080,32
TF120081,32
TF120082,32
TF120083,32
TF120084,32
TF120085,32
TF120086,32+53
TF120087,32+53
TF120088,32+53
TF121080,32
TF121081,32
TF121082,32
TF121083,32
TF121084,32
TF121085,32
TF121086,32
TF121087,32+53
TF121088,32+53
TF122080,32
TF122081,32
TF122082,32
TF122083,32
TF122084,32
TF122085,32
TF122086,32
TF122087,32
TF122088,32+53
TF123080,32
TF123081,32
TF123082,32
TF123083,32
TF123084,32
TF123085,32
TF123086,32
TF123087,32
TF123088,32+53
TF123089,32+53
TF124080,32
TF124081,32
TF124082,32
TF124083,32
TF124084,32
TF124085,32
TF124086,32
TF124087,32
TF124088,32
TF124089,32
TF125080,32
TF125081,32
TF125082,32
TF125083,32
TF125084,32
TF125085,32
TF125086,32
TF125087,32
TF125088,32
TF125089,32
TF126080,32
TF126081,32
TF126082,32
TF126083,32
TF126084,32
TF126085,32
TF126086,32
TF126087,32
TF126088,32
TF126089,32
TF127080,32
TF127081,32
TF127082,32
TF127083,32
TF127084,32
TF127085,32
TF127086,32
TF127087,32
TF127088,32
TF127089,32
TF128080,32
TF128081,32
TF128082,32
TF128083,32
TF128084,32
TF128085,32
TF128086,32
TF128087,32
TF128088,32
TF128089,32
TF129080,32
TF129081,32
TF129082,32
TF129083,32
TF129084,32
TF129085,32
TF129086,32
TF129087,32
TF129088,32
TF129089,32
TF1209,32+53
TF123090,32+53
TF124090,32+53
TF124091,32+53
TF125090,32
TF125091,32+53
TF125092,32+53
TF125093,32+53
TF125094,32+53
TF125095,32+53
TF125096,32+53
TF125097,32+53
TF125098,32+53
TF126090,32
TF126091,32+53
TF126092,32+53
TF126093,32
TF126094,32+53
TF126095,32+53
TF126096,32+53
TF126097,32+53
TF126098,32+53
TF127090,32
TF127091,32
TF127092,32
TF127093,32
TF127094,32
TF127095,32
TF127096,32
TF127097,32
TF127098,32+53
TF128090,32
TF128091,32
TF128092,32
TF128093,32
TF128094,32
TF128095,32
TF128096,32
TF128097,32+53
TF128098,32+53
TF129090,32
TF129091,32
TF129092,32
TF129093,32
TF129094,32
TF129095,32
TF129096,32
TF129097,32+53
TF129098,32+53
TF1308,32
TF1309,32+53
TF130090,32
TF130091,32
TF130092,32
TF130093,32
TF130094,32
TF130095,32
TF130096,32
TF130097,32+53
TF131090,32
TF131091,32
TF131092,32
TF131093,32
TF131094,32
TF131095,32
TF131096,32
TF131097,32+53
TF131098,32+53
TF132090,32
TF132091,32
TF132092,32
TF132093,32
TF132094,32
TF132095,32
TF132096,32
TF132097,32+53
TF132098,32+53
TF133090,32
TF133091,32
TF133092,32
TF133093,32
TF133094,32
TF133095,32
TF133096,32
TF133097,32
TF133098,32+53
TF134090,32
TF134091,32
TF134092,32
TF134093,32
TF134094,32
TF134095,32
TF134096,32
TF134097,32
TF134098,32+53
TF135090,32
TF135091,32
TF135092,32
TF135093,32
TF135094,32
TF135095,32
TF135096,32
TF135097,32+53
TF135098,32+53
TF136090,32
TF136091,32
TF136092,32
TF136093,32
TF136094,32
TF136095,32
TF136096,32
TF136097,32+53
TF136098,32+53
TF136099,32+53
TF137090,32
TF137091,32
TF137092,32
TF137093,32
TF137094,32
TF137095,32
TF137096,32
TF137097,32
TF137098,32+53
TF137099,32+53
TF138090,32
TF138091,32
TF138092,32
TF138093,32
TF138094,32
TF138095,32
TF138096,32
TF138097,32
TF138098,32+53
TF138099,32+53
TF139090,32
TF139091,32
TF139092,32
TF139093,32
TF139094,32
TF139095,32
TF139096,32
TF139097,32
TF139098,32+53
TF10K,32
TF10L,32
TF10M,32
TF10N,32
TF10P,32+53
TF1408,32
TF1409,32+53
TF140090,32
TF140091,32
TF140092,32
TF140093,32
TF140094,32
TF140095,32
TF140096,32
TF140097,32
TF140098,32+53
TF141090,32
TF141091,32
TF141092,32
TF141093,32
TF141094,32
TF141095,32
TF141096,32
TF141097,32
TF141098,32+53
TF142090,32
TF142091,32
TF142092,32
TF142093,32
TF142094,32
TF142095,32
TF142096,32
TF142097,32+53
TF142098,32+53
TF143090,32
TF143091,32
TF143092,32
TF143093,32
TF143094,32
TF143095,32
TF143096,32
TF143097,32+53
TF144090,32
TF144091,32
TF144092,32
TF144093,32
TF144094,32
TF144095,32
TF144096,32
TF144097,32+53
TF145090,32
TF145091,32
TF145092,32
TF145093,32
TF145094,32
TF145095,32
TF145096,32+53
TF145097,32+53
TF146090,32
TF146091,32
TF146092,32
TF146093,32
TF146094,32
TF146095,32
TF146096,32+53
TF147090,32
TF147091,32
TF147092,32
TF147093,32
TF147094,32
TF147095,32+53
TF147096,32+53
TF148090,32
TF148091,32
TF148092,32
TF148093,32
TF148094,32
TF148095,32+53
TF149090,32
TF149091,32
TF149092,32
TF149093,32
TF149094,32
TF149095,32+53
TF1508,32
TF1509,32+53
TF150090,32
TF150091,32
TF150092,32
TF150093,32
TF150094,32+53
TF150095,32+53
TF151090,32
TF151091,32
TF151092,32
TF151093,32
TF151094,32+53
TF152090,32
TF152091,32
TF152092,32
TF152093,32
TF152094,32+53
TF153090,32
TF153091,32
TF153092,32
TF153093,32+53
TF153094,32+53
TF154090,32
TF154091,32
TF154092,32
TF154093,32+53
TF155090,32
TF155091,32
TF155092,32
TF155093,32+53
TF155094,32+53
TF156090,32
TF156091,32
TF156092,32
TF156093,32
TF156094,32+53
TF157090,32
TF157091,32
TF157092,32
TF157093,32
TF157094,32+53
TF158090,32
TF158091,32
TF158092,32+53
TF158093,32+53
TF158094,32+53
TF159090,32
TF159091,32+53
TF159092,32+53
TF10Q,32
TF10R,32
TF10S,32
TF10T,32+53
TF1606,32
TF1607,32
TF1706,32
TF1707,32+53
TF170070,32
TF170071,32
TF170072,32
TF170073,32
TF170074,32
TF170075,32
TF170076,32
TF170077,32
TF170078,32
TF170079,32
TF171070,32
TF171071,32
TF171072,32
TF171073,32
TF171074,32
TF171075,32
TF171076,32
TF171077,32
TF171078,32
TF171079,32+53
TF172070,32
TF172071,32
TF172072,32
TF172073,32
TF172074,32
TF172075,32
TF172076,32
TF172077,32
TF172078,32+53
TF172079,32+53
TF173070,32
TF173071,32
TF173072,32
TF173073,32
TF173074,32
TF173075,32
TF173076,32
TF173077,32+53
TF173078,32+53
TF174070,32
TF174071,32
TF174072,32
TF174073,32
TF174074,32
TF174075,32
TF174076,32+53
TF174077,32+53
TF175070,32
TF175071,32
TF175072,32
TF175073,32
TF175074,32+53
TF175075,32+53
TF175076,32+53
TF176070,32
TF176071,32
TF176072,32
TF176073,32+53
TF176074,32+53
TF177070,32
TF177071,32
TF177072,32
TF177073,32+53
TF178070,32
TF178071,32
TF178072,32
TF178073,32+53
TF178074,32+53
TF179070,32
TF179071,32
TF179072,32
TF179073,32
TF179074,32+53
TF179075,32+53
TF10U,32+53
TF1608,32+53
TF160080,32
TF160081,32
TF160082,32
TF160083,32
TF160084,32
TF160085,32
TF160086,32
TF160087,32
TF160088,32
TF160089,32
TF161080,32
TF161081,32
TF161082,32
TF161083,32
TF161084,32
TF161085,32
TF161086,32
TF161087,32
TF161088,32
TF161089,32
TF162080,32
TF162081,32
TF162082,32
TF162083,32
TF162084,32
TF162085,32
TF162086,32
TF162087,32
TF162088,32
TF162089,32
TF163080,32
TF163081,32
TF163082,32
TF163083,32
TF163084,32
TF163085,32
TF163086,32
TF163087,32
TF163088,32
TF163089,32
TF164080,32
TF164081,32
TF164082,32
TF164083,32
TF164084,32
TF164085,32
TF164086,32
TF164087,32
TF164088,32+53
TF164089,32+53
TF165080,32
TF165081,32
TF165082,32
TF165083,32
TF165084,32
TF165085,32
TF165086,32+53
TF165087,32+53
TF165088,32+53
TF166080,32
TF166081,32
TF166082,32
TF166083,32
TF166084,32
TF166085,32+53
TF166086,32+53
TF167080,32
TF167081,32
TF167082,32
TF167083,32+53
TF167084,32+53
TF167085,32+53
TF168080,32
TF168081,32
TF168082,32+53
TF168083,32+53
TF169080,32
TF169081,32
TF169082,32+53
TF1609,32+53
TF160090,32
TF160091,32+53
TF161090,32
TF161091,32+53
TF162090,32+53
TF162091,32+53
TF163090,32+53
TF164090,32+53
TF1708,32+53
TF170080,32
TF170081,32
TF170082,32+53
TF171080,32+53
TF171081,32+53
TF171082,32+53
TF10V,32
TF10W,32
TF10X,32
TF10Y,32+53
TF1806,32
TF1807,32+53
TF180070,32
TF180071,32
TF180072,32
TF180073,32
TF180074,32
TF180075,32+53
TF180076,32+53
TF181070,32
TF181071,32
TF181072,32
TF181073,32
TF181074,32
TF181075,32
TF181076,32+53
TF181077,32+53
TF182070,32
TF182071,32
TF182072,32
TF182073,32
TF182074,32
TF182075,32
TF182076,32
TF182077,32+53
TF183070,32
TF183071,32
TF183072,32
TF183073,32
TF183074,32
TF183075,32
TF183076,32
TF183077,32+53
TF183078,32+53
TF184070,32
TF184071,32
TF184072,32
TF184073,32
TF184074,32
TF184075,32
TF184076,32
TF184077,32
TF184078,32+53
TF184079,32+53
TF185070,32
TF185071,32
TF185072,32
TF185073,32
TF185074,32
TF185075,32
TF185076,32
TF185077,32
TF185078,32
TF185079,32+53
TF186070,32
TF186071,32
TF186072,32
TF186073,32
TF186074,32
TF186075,32
TF186076,32
TF186077,32
TF186078,32
TF186079,32
TF187070,32
TF187071,32
TF187072,32
TF187073,32
TF187074,32
TF187075,32
TF187076,32
TF187077,32
TF187078,32
TF187079,32
TF188070,32
TF188071,32
TF188072,32
TF188073,32
TF188074,32
TF188075,32
TF188076,32
TF188077,32
TF188078,32
TF188079,32
TF189070,32
TF189071,32
TF189072,32
TF189073,32
TF189074,32
TF189075,32
TF189076,32
TF189077,32
TF189078,32
TF189079,32
TF1906,32
TF1907,32
TF10Z,32+53
TF1808,32+53
TF185080,32+53
TF186080,32+53
TF187080,32+53
TF187081,32+53
TF188080,32
TF188081,32+53
TF188082,32+53
TF189080,32
TF189081,32
TF189082,32+53
TF1908,32+53
TF190080,32
TF190081,32
TF190082,32+53
TF190083,32+53
TF191080,32
TF191081,32
TF191082,32
TF191083,32+53
TF191084,32+53
TF192080,32
TF192081,32
TF192082,32
TF192083,32+53
TF192084,32+53
