NT,0+67+68+72+77+78+79+80+81+82+83+84+85+87
NT01,72+77+78
NT01SW,72+77+78
NT01NW,77+78
NT01SE,72+77+78
NT01NE,78
NT01H,77+78
NT0315,77+78
NT036158,77+78
NT036159,77+78
NT037158,77+78
NT037159,78
NT038157,77+78
NT038158,77+78
NT038159,78
NT039155,77+78
NT039156,77+78
NT039157,77+78
NT039158,78
NT039159,78
NT01I,77+78
NT0216,77+78
NT027169,77+78
NT028167,77+78
NT028168,77+78
NT028169,77+78
NT029166,77+78
NT029167,77+78
NT029168,78
NT029169,78
NT0217,77+78
NT026172,77+78
NT026173,77+78
NT026174,77+78
NT026175,77+78
NT026176,77+78
NT027170,77+78
NT027171,77+78
NT027172,77+78
NT027173,78
NT027174,78
NT027175,78
NT027176,77+78
NT027177,77+78
NT028170,78
NT028171,78
NT028172,78
NT028173,78
NT028174,78
NT028175,78
NT028176,78
NT028177,77+78
NT028178,77+78
NT028179,77+78
NT029170,78
NT029171,78
NT029172,78
NT029173,78
NT029174,78
NT029175,78
NT029176,78
NT029177,78
NT029178,78
NT029179,78
NT0316,77+78
NT030166,77+78
NT030167,78
NT030168,78
NT030169,78
NT031166,77+78
NT031167,78
NT031168,78
NT031169,78
NT032165,77+78
NT032166,77+78
NT032167,78
NT032168,78
NT032169,78
NT033165,77+78
NT033166,78
NT033167,78
NT033168,78
NT033169,78
NT034165,77+78
NT034166,78
NT034167,78
NT034168,78
NT034169,78
NT035162,77+78
NT035163,77+78
NT035164,77+78
NT035165,77+78
NT035166,78
NT035167,78
NT035168,78
NT035169,78
NT036160,77+78
NT036161,77+78
NT036162,77+78
NT036163,77+78
NT036164,77+78
NT036165,78
NT036166,78
NT036167,78
NT036168,78
NT036169,78
NT037160,78
NT037161,78
NT037162,78
NT037163,78
NT037164,78
NT037165,78
NT037166,78
NT037167,78
NT037168,78
NT037169,78
NT038160,78
NT038161,78
NT038162,78
NT038163,78
NT038164,78
NT038165,78
NT038166,78
NT038167,78
NT038168,78
NT038169,78
NT039160,78
NT039161,78
NT039162,78
NT039163,78
NT039164,78
NT039165,78
NT039166,78
NT039167,78
NT039168,78
NT039169,78
NT0317,78
NT01J,77+78
NT0218,77+78
NT028180,77+78
NT028181,77+78
NT028182,77+78
NT029180,78
NT029181,78
NT029182,77+78
NT029183,77+78
NT029184,77+78
NT029185,77+78
NT029186,77+78
NT0318,77+78
NT030180,78
NT030181,78
NT030182,78
NT030183,78
NT030184,78
NT030185,78
NT030186,77+78
NT030187,77+78
NT031180,78
NT031181,78
NT031182,78
NT031183,78
NT031184,78
NT031185,78
NT031186,78
NT031187,77+78
NT031188,77+78
NT032180,78
NT032181,78
NT032182,78
NT032183,78
NT032184,78
NT032185,78
NT032186,78
NT032187,78
NT032188,77+78
NT032189,77+78
NT033180,78
NT033181,78
NT033182,78
NT033183,78
NT033184,78
NT033185,78
NT033186,78
NT033187,78
NT033188,78
NT033189,77+78
NT034180,78
NT034181,78
NT034182,78
NT034183,78
NT034184,78
NT034185,78
NT034186,78
NT034187,78
NT034188,78
NT034189,78
NT035180,78
NT035181,78
NT035182,78
NT035183,78
NT035184,78
NT035185,78
NT035186,78
NT035187,78
NT035188,78
NT035189,78
NT036180,78
NT036181,78
NT036182,78
NT036183,78
NT036184,78
NT036185,78
NT036186,78
NT036187,78
NT036188,78
NT036189,78
NT037180,78
NT037181,78
NT037182,78
NT037183,78
NT037184,78
NT037185,78
NT037186,78
NT037187,78
NT037188,78
NT037189,78
NT038180,78
NT038181,78
NT038182,78
NT038183,78
NT038184,78
NT038185,78
NT038186,78
NT038187,78
NT038188,78
NT038189,78
NT039180,78
NT039181,78
NT039182,78
NT039183,78
NT039184,78
NT039185,78
NT039186,78
NT039187,78
NT039188,78
NT039189,78
NT0319,77+78
NT032195,77+78
NT032196,77+78
NT033190,77+78
NT033191,77+78
NT033192,77+78
NT033193,77+78
NT033194,77+78
NT033195,77+78
NT033196,77+78
NT033197,77+78
NT034190,78
NT034191,78
NT034192,78
NT034193,78
NT034194,78
NT034195,78
NT034196,78
NT034197,77+78
NT035190,78
NT035191,78
NT035192,78
NT035193,78
NT035194,78
NT035195,78
NT035196,78
NT035197,77+78
NT036190,78
NT036191,78
NT036192,78
NT036193,78
NT036194,78
NT036195,78
NT036196,78
NT036197,77+78
NT036198,77+78
NT036199,77+78
NT037190,78
NT037191,78
NT037192,78
NT037193,78
NT037194,78
NT037195,78
NT037196,78
NT037197,78
NT037198,78
NT037199,78
NT038190,78
NT038191,78
NT038192,78
NT038193,78
NT038194,78
NT038195,78
NT038196,78
NT038197,78
NT038198,78
NT038199,78
NT039190,78
NT039191,78
NT039192,78
NT039193,78
NT039194,78
NT039195,78
NT039196,78
NT039197,78
NT039198,78
NT039199,78
NT01L,72+77+78
NT0413,77+78
NT048138,77+78
NT048139,77+78
NT049137,77+78
NT049138,77+78
NT049139,78
NT0513,72+77+78
NT050137,77+78
NT050138,78
NT050139,78
NT051136,77+78
NT051137,77+78
NT051138,78
NT051139,78
NT052136,77+78
NT052137,77+78
NT052138,77+78
NT052139,78
NT053138,77+78
NT053139,78
NT054138,77+78
NT054139,78
NT055138,77+78
NT055139,78
NT056138,77+78
NT056139,77+78
NT057132,72+77+78
NT057133,77+78
NT057134,77+78
NT057135,77+78
NT057136,77+78
NT057137,77+78
NT057138,77+78
NT057139,77+78
NT058132,72+77+78
NT058133,78
NT058134,78
NT058135,78
NT058136,78
NT058137,78
NT058138,78
NT058139,78
NT059132,72+78
NT059133,72+78
NT059134,78
NT059135,78
NT059136,78
NT059137,78
NT059138,78
NT059139,78
NT01M,77+78
NT0414,77+78
NT043149,77+78
NT044143,77+78
NT044144,77+78
NT044145,77+78
NT044146,77+78
NT044148,77+78
NT044149,77+78
NT045142,77+78
NT045143,77+78
NT045144,78
NT045145,78
NT045146,77+78
NT045147,77+78
NT045148,77+78
NT045149,78
NT046141,77+78
NT046142,77+78
NT046143,78
NT046144,78
NT046145,78
NT046146,78
NT046147,78
NT046148,78
NT046149,78
NT047140,77+78
NT047141,77+78
NT047142,78
NT047143,78
NT047144,78
NT047145,78
NT047146,78
NT047147,78
NT047148,78
NT047149,78
NT048140,77+78
NT048141,78
NT048142,78
NT048143,78
NT048144,78
NT048145,78
NT048146,78
NT048147,78
NT048148,78
NT048149,78
NT049140,78
NT049141,78
NT049142,78
NT049143,78
NT049144,78
NT049145,78
NT049146,78
NT049147,78
NT049148,78
NT049149,78
NT0415,77+78
NT040151,77+78
NT040152,77+78
NT040153,77+78
NT040154,77+78
NT040155,77+78
NT040156,78
NT040157,78
NT040158,78
NT040159,78
NT041151,77+78
NT041152,78
NT041153,78
NT041154,78
NT041155,78
NT041156,78
NT041157,78
NT041158,78
NT041159,78
NT042151,77+78
NT042152,78
NT042153,78
NT042154,78
NT042155,78
NT042156,78
NT042157,78
NT042158,78
NT042159,78
NT043150,77+78
NT043151,77+78
NT043152,78
NT043153,78
NT043154,78
NT043155,78
NT043156,78
NT043157,78
NT043158,78
NT043159,78
NT044150,78
NT044151,78
NT044152,78
NT044153,78
NT044154,78
NT044155,78
NT044156,78
NT044157,78
NT044158,78
NT044159,78
NT045150,78
NT045151,78
NT045152,78
NT045153,78
NT045154,78
NT045155,78
NT045156,78
NT045157,78
NT045158,78
NT045159,78
NT046150,78
NT046151,78
NT046152,78
NT046153,78
NT046154,78
NT046155,78
NT046156,78
NT046157,78
NT046158,78
NT046159,78
NT047150,78
NT047151,78
NT047152,78
NT047153,78
NT047154,78
NT047155,78
NT047156,78
NT047157,78
NT047158,78
NT047159,78
NT048150,78
NT048151,78
NT048152,78
NT048153,78
NT048154,78
NT048155,78
NT048156,78
NT048157,78
NT048158,78
NT048159,78
NT049150,78
NT049151,78
NT049152,78
NT049153,78
NT049154,78
NT049155,78
NT049156,78
NT049157,78
NT049158,78
NT049159,78
NT0514,78
NT0515,78
NT01N,78
NT01P,78
NT01R,72+78
NT0613,72+78
NT060133,72+78
NT060134,72+78
NT060135,78
NT060136,78
NT060137,78
NT060138,78
NT060139,78
NT061134,72+78
NT061135,78
NT061136,78
NT061137,78
NT061138,78
NT061139,78
NT062134,72+78
NT062135,78
NT062136,78
NT062137,78
NT062138,78
NT062139,78
NT063134,72+78
NT063135,72+78
NT063136,78
NT063137,78
NT063138,78
NT063139,78
NT064135,72+78
NT064136,72+78
NT064137,78
NT064138,78
NT064139,78
NT065135,72+78
NT065136,72+78
NT065137,78
NT065138,78
NT065139,78
NT066134,72+78
NT066135,72+78
NT066136,78
NT066137,78
NT066138,78
NT066139,78
NT067131,72+78
NT067132,72+78
NT067133,72+78
NT067134,72+78
NT067135,78
NT067136,78
NT067137,78
NT067138,78
NT067139,78
NT068131,72+78
NT068132,78
NT068133,78
NT068134,78
NT068135,78
NT068136,78
NT068137,78
NT068138,78
NT068139,78
NT069131,72+78
NT069132,72+78
NT069133,78
NT069134,78
NT069135,78
NT069136,78
NT069137,78
NT069138,78
NT069139,78
NT0713,72+78
NT070132,72+78
NT070133,72+78
NT070134,72+78
NT070135,78
NT070136,78
NT070137,78
NT070138,78
NT070139,78
NT071133,72+78
NT071134,78
NT071135,78
NT071136,78
NT071137,78
NT071138,78
NT071139,78
NT072133,72+78
NT072134,78
NT072135,78
NT072136,78
NT072137,78
NT072138,78
NT072139,78
NT073133,72+78
NT073134,78
NT073135,78
NT073136,78
NT073137,78
NT073138,78
NT073139,78
NT074133,72+78
NT074134,72+78
NT074135,78
NT074136,78
NT074137,78
NT074138,78
NT074139,78
NT075134,72+78
NT075135,78
NT075136,78
NT075137,78
NT075138,78
NT075139,78
NT076134,72+78
NT076135,78
NT076136,78
NT076137,78
NT076138,78
NT076139,78
NT077134,72+78
NT077135,72+78
NT077136,78
NT077137,78
NT077138,78
NT077139,78
NT078135,72+78
NT078136,78
NT078137,78
NT078138,78
NT078139,78
NT079135,72+78
NT079136,72+78
NT079137,78
NT079138,78
NT079139,78
NT01S,78
NT01T,78
NT01U,78
NT01W,72+78
NT0813,72+78
NT080136,72+78
NT080137,78
NT080138,78
NT080139,78
NT081136,72+78
NT081137,72+78
NT081138,78
NT081139,78
NT082137,72+78
NT082138,72+78
NT082139,78
NT083138,72+78
NT083139,78
NT084138,72+78
NT084139,78
NT085137,72+78
NT085138,72+78
NT085139,78
NT086137,72+78
NT086138,78
NT086139,78
NT087137,72+78
NT087138,78
NT087139,78
NT088137,72+78
NT088138,78
NT088139,78
NT089137,72+78
NT089138,78
NT089139,78
NT0913,72+78
NT090137,72+78
NT090138,78
NT090139,78
NT091137,72+78
NT091138,72+78
NT091139,78
NT092137,72+78
NT092138,72+78
NT092139,78
NT093138,72+78
NT093139,78
NT094138,72+78
NT094139,78
NT095138,72+78
NT095139,72+78
NT096139,72+78
NT01X,72+78
NT0814,78
NT0815,78
NT0914,72+78
NT090140,78
NT090141,78
NT090142,78
NT090143,78
NT090144,78
NT090145,78
NT090146,78
NT090147,78
NT090148,78
NT090149,78
NT091140,78
NT091141,78
NT091142,78
NT091143,78
NT091144,78
NT091145,78
NT091146,78
NT091147,78
NT091148,78
NT091149,78
NT092140,78
NT092141,78
NT092142,78
NT092143,78
NT092144,78
NT092145,78
NT092146,78
NT092147,78
NT092148,78
NT092149,78
NT093140,78
NT093141,78
NT093142,78
NT093143,78
NT093144,78
NT093145,78
NT093146,78
NT093147,78
NT093148,78
NT093149,78
NT094140,78
NT094141,78
NT094142,78
NT094143,78
NT094144,78
NT094145,78
NT094146,78
NT094147,78
NT094148,78
NT094149,78
NT095140,78
NT095141,78
NT095142,78
NT095143,78
NT095144,78
NT095145,78
NT095146,78
NT095147,78
NT095148,78
NT095149,78
NT096140,72+78
NT096141,72+78
NT096142,72+78
NT096143,78
NT096144,78
NT096145,78
NT096146,78
NT096147,78
NT096148,78
NT096149,78
NT097142,72+78
NT097143,72+78
NT097144,78
NT097145,78
NT097146,78
NT097147,78
NT097148,78
NT097149,78
NT098143,72+78
NT098144,78
NT098145,78
NT098146,78
NT098147,78
NT098148,78
NT098149,78
NT099143,72+78
NT099144,78
NT099145,78
NT099146,78
NT099147,78
NT099148,78
NT099149,78
NT0915,78
NT01Y,78
NT01Z,78
NT02,77+78
NT02SW,77+78
NT02NW,77+78
NT02SE,78
NT02NE,77+78
NT02F,77+78
NT0320,77+78
NT036200,77+78
NT036201,77+78
NT036202,77+78
NT036203,77+78
NT037200,78
NT037201,78
NT037202,78
NT037203,77+78
NT037204,77+78
NT037205,77+78
NT038200,78
NT038201,78
NT038202,78
NT038203,78
NT038204,78
NT038205,77+78
NT038206,77+78
NT038207,77+78
NT039200,78
NT039201,78
NT039202,78
NT039203,78
NT039204,78
NT039205,78
NT039206,78
NT039207,77+78
NT039208,77+78
NT02G,77+78
NT0322,77+78
NT038223,77+78
NT038224,77+78
NT038225,77+78
NT039222,77+78
NT039223,77+78
NT039224,78
NT039225,77+78
NT039226,77+78
NT039227,77+78
NT039228,77+78
NT039229,77+78
NT02K,77+78
NT0420,77+78
NT040200,78
NT040201,78
NT040202,78
NT040203,78
NT040204,78
NT040205,78
NT040206,78
NT040207,78
NT040208,77+78
NT040209,77+78
NT041200,78
NT041201,78
NT041202,78
NT041203,78
NT041204,78
NT041205,78
NT041206,78
NT041207,78
NT041208,78
NT041209,78
NT042200,78
NT042201,78
NT042202,78
NT042203,78
NT042204,78
NT042205,78
NT042206,78
NT042207,78
NT042208,78
NT042209,78
NT043200,78
NT043201,78
NT043202,78
NT043203,78
NT043204,78
NT043205,78
NT043206,78
NT043207,78
NT043208,78
NT043209,78
NT044200,78
NT044201,78
NT044202,78
NT044203,78
NT044204,78
NT044205,78
NT044206,78
NT044207,78
NT044208,78
NT044209,78
NT045200,78
NT045201,78
NT045202,78
NT045203,78
NT045204,78
NT045205,78
NT045206,78
NT045207,78
NT045208,78
NT045209,78
NT046200,78
NT046201,78
NT046202,78
NT046203,78
NT046204,78
NT046205,78
NT046206,78
NT046207,78
NT046208,78
NT046209,78
NT047200,78
NT047201,78
NT047202,78
NT047203,78
NT047204,78
NT047205,78
NT047206,78
NT047207,78
NT047208,78
NT047209,78
NT048200,78
NT048201,78
NT048202,78
NT048203,78
NT048204,78
NT048205,78
NT048206,78
NT048207,78
NT048208,78
NT048209,78
NT049200,78
NT049201,78
NT049202,78
NT049203,78
NT049204,78
NT049205,78
NT049206,78
NT049207,78
NT049208,78
NT049209,78
NT0421,77+78
NT040210,77+78
NT040211,77+78
NT040212,77+78
NT040213,77+78
NT040214,77+78
NT040215,77+78
NT041210,77+78
NT041211,77+78
NT041212,78
NT041213,78
NT041214,78
NT041215,77+78
NT041219,77+78
NT042210,78
NT042211,78
NT042212,78
NT042213,78
NT042214,78
NT042215,77+78
NT042216,77+78
NT042217,77+78
NT042218,77+78
NT042219,77+78
NT043210,78
NT043211,78
NT043212,78
NT043213,78
NT043214,78
NT043215,78
NT043216,78
NT043217,78
NT043218,78
NT043219,78
NT044210,78
NT044211,78
NT044212,78
NT044213,78
NT044214,78
NT044215,78
NT044216,78
NT044217,78
NT044218,78
NT044219,78
NT045210,78
NT045211,78
NT045212,78
NT045213,78
NT045214,78
NT045215,78
NT045216,78
NT045217,78
NT045218,78
NT045219,78
NT046210,78
NT046211,78
NT046212,78
NT046213,78
NT046214,78
NT046215,78
NT046216,78
NT046217,78
NT046218,78
NT046219,78
NT047210,78
NT047211,78
NT047212,78
NT047213,78
NT047214,78
NT047215,78
NT047216,78
NT047217,78
NT047218,78
NT047219,78
NT048210,78
NT048211,78
NT048212,78
NT048213,78
NT048214,78
NT048215,78
NT048216,78
NT048217,78
NT048218,78
NT048219,78
NT049210,78
NT049211,78
NT049212,78
NT049213,78
NT049214,78
NT049215,78
NT049216,78
NT049217,78
NT049218,78
NT049219,78
NT0520,78
NT0521,78
NT02L,77+78
NT0422,77+78
NT040221,77+78
NT040222,77+78
NT040223,78
NT040224,78
NT040225,78
NT040226,78
NT040227,78
NT040228,78
NT040229,77+78
NT041220,77+78
NT041221,77+78
NT041222,78
NT041223,78
NT041224,78
NT041225,78
NT041226,78
NT041227,78
NT041228,78
NT041229,77+78
NT042220,78
NT042221,78
NT042222,78
NT042223,78
NT042224,78
NT042225,78
NT042226,78
NT042227,78
NT042228,78
NT042229,78
NT043220,78
NT043221,78
NT043222,78
NT043223,78
NT043224,78
NT043225,78
NT043226,78
NT043227,78
NT043228,78
NT043229,78
NT044220,78
NT044221,78
NT044222,78
NT044223,78
NT044224,78
NT044225,78
NT044226,78
NT044227,78
NT044228,78
NT044229,78
NT045220,78
NT045221,78
NT045222,78
NT045223,78
NT045224,78
