NR,0+98+100+101+102
NR677397,101
NR677398,0+101
NR677399,0+101
NR678390,101
NR678391,101
NR678392,101
NR678393,101
NR678394,101
NR678395,101
NR678396,101
NR678397,101
NR678398,101
NR678399,0+101
NR679390,101
NR679391,101
NR679392,101
NR679393,101
NR679394,101
NR679395,101
NR679396,101
NR679397,101
NR679398,101
NR679399,101
NR63V,101
NR63W,101
NR63X,101
NR63Y,101
NR63Z,101
NR64,0+101
NR64SW,0+101
NR64NW,0+101
NR64SE,0+101
NR64NE,0+101
NR64G,0+101
NR6343,0+101
NR634433,0+101
NR634434,0+101
NR634435,0+101
NR634436,0+101
NR634437,0+101
NR634438,0+101
NR635433,0+101
NR635434,0+101
NR635435,101
NR635436,101
NR635437,101
NR635438,0+101
NR635439,0+101
NR636433,0+101
NR636434,0+101
NR636435,101
NR636436,101
NR636437,101
NR636438,101
NR636439,101
NR637432,0+101
NR637433,0+101
NR637434,101
NR637435,101
NR637436,101
NR637437,101
NR637438,101
NR637439,101
NR638432,0+101
NR638433,101
NR638434,101
NR638435,101
NR638436,101
NR638437,101
NR638438,101
NR638439,101
NR639432,0+101
NR639433,0+101
NR639434,101
NR639435,101
NR639436,101
NR639437,101
NR639438,101
NR639439,101
NR64H,0+101
NR6344,0+101
NR635440,0+101
NR636440,0+101
NR636441,0+101
NR637440,101
NR637441,0+101
NR637442,0+101
NR637443,0+101
NR637444,0+101
NR638440,101
NR638441,101
NR638442,0+101
NR638443,0+101
NR638444,0+101
NR638445,0+101
NR638446,0+101
NR639440,101
NR639441,101
NR639442,101
NR639443,101
NR639444,101
NR639445,0+101
NR639446,0+101
NR639447,0+101
NR6345,0+101
NR632455,0+101
NR632456,0+101
NR632457,0+101
NR632458,0+101
NR632459,0+101
NR633455,0+101
NR633456,101
NR633457,101
NR633458,101
NR633459,101
NR634455,0+101
NR634456,0+101
NR634457,101
NR634458,101
NR634459,101
NR635455,0+101
NR635456,0+101
NR635457,101
NR635458,101
NR635459,101
NR636456,0+101
NR636457,101
NR636458,101
NR636459,101
NR637456,0+101
NR637457,0+101
NR637458,101
NR637459,101
NR638457,0+101
NR638458,0+101
NR638459,0+101
NR639459,0+101
NR64I,0+101
NR6246,0+101
NR624468,0+101
NR624469,0+101
NR625468,0+101
NR625469,0+101
NR629463,0+101
NR629464,0+101
NR629465,0+101
NR6247,0+101
NR625470,0+101
NR625476,0+101
NR625477,0+101
NR625478,0+101
NR625479,0+101
NR626470,0+101
NR626471,0+101
NR626476,0+101
NR626477,0+101
NR626478,0+101
NR626479,0+101
NR627477,0+101
NR627478,0+101
NR627479,0+101
NR629479,0+101
NR6346,0+101
NR630463,0+101
NR630464,0+101
NR630465,0+101
NR630466,0+101
NR630467,0+101
NR630468,0+101
NR631463,0+101
NR631464,101
NR631465,101
NR631466,101
NR631467,101
NR631468,0+101
NR631469,0+101
NR632462,0+101
NR632463,0+101
NR632464,101
NR632465,101
NR632466,101
NR632467,101
NR632468,101
NR632469,101
NR633460,0+101
NR633461,0+101
NR633462,0+101
NR633463,0+101
NR633464,101
NR633465,101
NR633466,101
NR633467,101
NR633468,101
NR633469,101
NR634460,0+101
NR634461,0+101
NR634462,0+101
NR634463,101
NR634464,101
NR634465,101
NR634466,101
NR634467,101
NR634468,101
NR634469,101
NR635460,101
NR635461,101
NR635462,101
NR635463,101
NR635464,101
NR635465,101
NR635466,101
NR635467,101
NR635468,101
NR635469,101
NR636460,101
NR636461,101
NR636462,101
NR636463,101
NR636464,101
NR636465,101
NR636466,101
NR636467,101
NR636468,101
NR636469,101
NR637460,101
NR637461,101
NR637462,101
NR637463,101
NR637464,101
NR637465,101
NR637466,101
NR637467,101
NR637468,101
NR637469,101
NR638460,101
NR638461,101
NR638462,101
NR638463,101
NR638464,101
NR638465,101
NR638466,101
NR638467,101
NR638468,101
NR638469,101
NR639460,0+101
NR639461,0+101
NR639462,0+101
NR639463,101
NR639464,101
NR639465,101
NR639466,101
NR639467,101
NR639468,101
NR639469,101
NR6347,0+101
NR631470,0+101
NR631471,0+101
NR631479,0+101
NR632470,101
NR632471,0+101
NR632472,0+101
NR632479,0+101
NR633470,101
NR633471,101
NR633472,0+101
NR633473,0+101
NR633474,0+101
NR633475,0+101
NR633479,0+101
NR634470,101
NR634471,101
NR634472,101
NR634473,0+101
NR634474,0+101
NR634475,101
NR634476,0+101
NR634477,0+101
NR634479,0+101
NR635470,101
NR635471,101
NR635472,101
NR635473,101
NR635474,101
NR635475,101
NR635476,101
NR635477,0+101
NR635478,0+101
NR636470,101
NR636471,101
NR636472,101
NR636473,101
NR636474,101
NR636475,101
NR636476,101
NR636477,0+101
NR636478,0+101
NR636479,0+101
NR637470,101
NR637471,101
NR637472,101
NR637473,101
NR637474,101
NR637475,101
NR637476,101
NR637477,101
NR637478,101
NR637479,101
NR638470,101
NR638471,101
NR638472,101
NR638473,101
NR638474,101
NR638475,101
NR638476,101
NR638477,101
NR638478,101
NR638479,101
NR639470,101
NR639471,101
NR639472,101
NR639473,101
NR639474,101
NR639475,101
NR639476,101
NR639477,101
NR639478,101
NR639479,101
NR64J,0+101
NR6248,0+101
NR626481,0+101
NR626482,0+101
NR627481,0+101
NR627482,0+101
NR627483,0+101
NR627484,0+101
NR627485,0+101
NR627486,0+101
NR627487,0+101
NR627488,0+101
NR627489,0+101
NR628481,0+101
NR628482,0+101
NR628483,0+101
NR628484,0+101
NR628485,0+101
NR628486,101
NR628487,101
NR628488,0+101
NR628489,0+101
NR629480,0+101
NR629481,0+101
NR629482,0+101
NR629483,0+101
NR629484,0+101
NR629485,0+101
NR629486,101
NR629487,101
NR629488,101
NR629489,101
NR6249,0+101
NR627490,0+101
NR628490,0+101
NR628491,0+101
NR628492,0+101
NR629490,101
NR629491,101
NR629492,0+101
NR629493,0+101
NR6348,0+101
NR630480,0+101
NR630481,101
NR630482,101
NR630483,101
NR630484,101
NR630485,101
NR630486,101
NR630487,101
NR630488,101
NR630489,101
NR631480,0+101
NR631481,0+101
NR631482,101
NR631483,101
NR631484,101
NR631485,101
NR631486,101
NR631487,101
NR631488,101
NR631489,101
NR632480,0+101
NR632481,0+101
NR632482,0+101
NR632483,101
NR632484,101
NR632485,101
NR632486,101
NR632487,101
NR632488,101
NR632489,101
NR633480,0+101
NR633481,0+101
NR633482,0+101
NR633483,101
NR633484,101
NR633485,101
NR633486,101
NR633487,101
NR633488,101
NR633489,101
NR634480,0+101
NR634481,101
NR634482,101
NR634483,101
NR634484,101
NR634485,101
NR634486,101
NR634487,101
NR634488,101
NR634489,101
NR635480,0+101
NR635481,101
NR635482,101
NR635483,101
NR635484,101
NR635485,101
NR635486,101
NR635487,101
NR635488,101
NR635489,101
NR636480,0+101
NR636481,101
NR636482,101
NR636483,101
NR636484,101
NR636485,101
NR636486,101
NR636487,101
NR636488,101
NR636489,101
NR637480,101
NR637481,101
NR637482,101
NR637483,101
NR637484,101
NR637485,101
NR637486,101
NR637487,101
NR637488,101
NR637489,101
NR638480,101
NR638481,101
NR638482,101
NR638483,101
NR638484,101
NR638485,101
NR638486,101
NR638487,101
NR638488,101
NR638489,101
NR639480,101
NR639481,101
NR639482,101
NR639483,101
NR639484,101
NR639485,101
NR639486,101
NR639487,101
NR639488,101
NR639489,101
NR6349,0+101
NR630490,101
NR630491,101
NR630492,0+101
NR630493,0+101
NR631490,101
NR631491,101
NR631492,101
NR631493,0+101
NR631494,0+101
NR632490,101
NR632491,101
NR632492,101
NR632493,101
NR632494,0+101
NR632495,0+101
NR632496,0+101
NR633490,101
NR633491,101
NR633492,101
NR633493,101
NR633494,101
NR633495,101
NR633496,0+101
NR633497,0+101
NR633498,0+101
NR633499,0+101
NR634490,101
NR634491,101
NR634492,101
NR634493,101
NR634494,101
NR634495,101
NR634496,101
NR634497,101
NR634498,101
NR634499,0+101
NR635490,101
NR635491,101
NR635492,101
NR635493,101
NR635494,101
NR635495,101
NR635496,101
NR635497,101
NR635498,101
NR635499,101
NR636490,101
NR636491,101
NR636492,101
NR636493,101
NR636494,101
NR636495,101
NR636496,101
NR636497,101
NR636498,101
NR636499,101
NR637490,101
NR637491,101
NR637492,101
NR637493,101
NR637494,101
NR637495,101
NR637496,101
NR637497,101
NR637498,101
NR637499,101
NR638490,101
NR638491,101
NR638492,101
NR638493,101
NR638494,101
NR638495,101
NR638496,101
NR638497,101
NR638498,101
NR638499,101
NR639490,101
NR639491,101
NR639492,101
NR639493,101
NR639494,101
NR639495,101
NR639496,101
NR639497,101
NR639498,101
NR639499,101
NR64L,0+101
NR6443,0+101
NR640433,0+101
NR640434,0+101
NR640435,0+101
NR640436,101
NR640437,101
NR640438,101
NR640439,101
NR641434,0+101
NR641435,0+101
NR641436,0+101
NR641437,0+101
NR641438,101
NR641439,101
NR642435,0+101
NR642436,0+101
NR642437,0+101
NR642438,0+101
NR642439,0+101
NR643437,0+101
NR64M,0+101
NR6444,0+101
NR640440,101
NR640441,101
NR640442,101
NR640443,101
NR640444,101
NR640445,101
NR640446,0+101
NR640447,0+101
NR641440,0+101
NR641441,101
NR641442,101
NR641443,101
NR641444,101
NR641445,101
NR641446,101
NR641447,0+101
NR641448,0+101
NR642440,0+101
NR642441,0+101
NR642442,0+101
NR642443,101
NR642444,101
NR642445,101
NR642446,101
NR642447,0+101
NR642448,0+101
NR643442,0+101
NR643443,0+101
NR643444,0+101
NR643445,0+101
NR643446,0+101
NR643447,0+101
NR643448,0+101
NR644443,0+101
NR644445,0+101
NR644446,0+101
NR644447,0+101
NR6445,0+101
NR644456,0+101
NR644457,0+101
NR644458,0+101
NR645456,0+101
NR645457,0+101
NR645458,0+101
NR645459,0+101
NR646457,0+101
NR646458,101
NR646459,101
NR647457,0+101
NR647458,0+101
NR647459,101
NR648458,0+101
NR648459,0+101
NR649459,0+101
NR64N,0+101
NR6446,0+101
NR640462,0+101
NR640463,0+101
NR640464,101
NR640465,101
NR640466,101
NR640467,101
NR640468,101
NR640469,101
NR641463,0+101
NR641464,101
NR641465,101
NR641466,101
NR641467,101
NR641468,101
NR641469,101
NR642463,0+101
NR642464,0+101
NR642465,101
NR642466,101
NR642467,101
NR642468,101
NR642469,101
NR643463,0+101
NR643464,0+101
NR643465,0+101
NR643466,0+101
NR643467,101
NR643468,101
NR643469,101
NR644465,0+101
NR644466,0+101
NR644467,0+101
NR644468,101
NR644469,101
NR645460,0+101
NR645461,0+101
NR645462,0+101
NR645466,0+101
NR645467,0+101
NR645468,101
NR645469,101
NR646460,0+101
NR646461,0+101
NR646462,0+101
NR646466,0+101
NR646467,0+101
NR646468,0+101
NR646469,0+101
NR647460,101
NR647461,0+101
NR647462,0+101
NR647468,0+101
NR647469,0+101
NR648460,0+101
NR648461,0+101
NR648469,0+101
NR649460,0+101
NR649461,0+101
NR649462,0+101
NR649468,0+101
NR649469,0+101
NR6447,0+101
NR640470,101
NR640471,101
NR640472,101
NR640473,101
NR640474,101
NR640475,101
NR640476,101
NR640477,101
NR640478,101
NR640479,101
NR641470,101
NR641471,101
NR641472,101
NR641473,101
NR641474,101
NR641475,101
NR641476,101
NR641477,101
NR641478,101
NR641479,101
NR642470,101
NR642471,101
NR642472,101
NR642473,101
NR642474,101
NR642475,101
NR642476,101
NR642477,101
NR642478,101
NR642479,101
NR643470,101
NR643471,101
NR643472,101
NR643473,101
NR643474,101
NR643475,101
NR643476,101
NR643477,101
NR643478,101
NR643479,101
NR644470,101
NR644471,101
NR644472,101
NR644473,101
NR644474,101
NR644475,101
NR644476,101
NR644477,101
NR644478,101
NR644479,101
NR645470,101
NR645471,101
NR645472,101
NR645473,101
NR645474,101
NR645475,101
NR645476,101
NR645477,101
NR645478,101
NR645479,101
NR646470,101
NR646471,101
NR646472,101
NR646473,101
NR646474,101
NR646475,101
NR646476,101
NR646477,101
NR646478,101
NR646479,101
NR647470,101
NR647471,101
NR647472,101
NR647473,101
NR647474,101
NR647475,101
NR647476,101
NR647477,101
NR647478,101
NR647479,101
NR648470,0+101
NR648471,101
NR648472,101
NR648473,101
NR648474,101
NR648475,101
NR648476,101
NR648477,101
NR648478,101
NR648479,101
NR649470,0+101
NR649471,101
NR649472,101
NR649473,101
NR649474,101
NR649475,101
NR649476,101
NR649477,101
NR649478,101
NR649479,101
NR6546,0+101
NR650468,0+101
NR650469,0+101
NR651468,0+101
NR651469,0+101
NR652469,0+101
NR6547,0+101
NR650470,101
NR650471,101
NR650472,101
NR650473,101
NR650474,101
NR650475,101
NR650476,101
NR650477,101
NR650478,101
NR650479,101
NR651470,101
NR651471,101
NR651472,101
NR651473,101
NR651474,101
NR651475,101
NR651476,101
NR651477,101
NR651478,101
NR651479,101
NR652470,0+101
NR652471,0+101
NR652472,101
NR652473,101
NR652474,101
NR652475,101
NR652476,101
NR652477,101
NR652478,101
NR652479,101
NR653471,0+101
NR653472,0+101
NR653473,0+101
NR653474,101
NR653475,101
NR653476,101
NR653477,101
NR653478,101
NR653479,101
NR654473,0+101
NR654474,0+101
NR654475,0+101
NR654476,101
NR654477,101
NR654478,0+101
NR654479,0+101
NR655475,0+101
NR655476,0+101
NR655477,0+101
NR655478,0+101
NR64P,0+101
NR6448,101
NR6449,101
NR6548,0+101
NR650480,101
NR650481,101
NR650482,101
NR650483,101
NR650484,101
NR650485,101
NR650486,101
NR650487,101
NR650488,101
NR650489,101
NR651480,101
NR651481,101
NR651482,101
NR651483,0+101
NR651484,0+101
NR651485,0+101
NR651486,0+101
NR651487,0+101
NR651488,0+101
NR651489,0+101
NR652480,101
NR652481,101
NR652482,0+101
NR652483,0+101
NR652487,0+101
NR652488,0+101
NR652489,0+101
NR653480,0+101
NR653481,0+101
NR653482,0+101
NR653489,0+101
NR654480,0+101
NR654481,0+101
NR654482,0+101
NR654483,0+101
NR655481,0+101
NR655482,0+101
NR655483,0+101
NR6549,0+101
NR650490,101
NR650491,101
NR650492,101
NR650493,101
NR650494,101
NR650495,101
NR650496,101
NR650497,101
NR650498,101
NR650499,101
NR651490,101
NR651491,101
NR651492,101
NR651493,101
NR651494,101
NR651495,101
NR651496,101
NR651497,101
NR651498,101
NR651499,101
NR652490,0+101
NR652491,101
NR652492,101
NR652493,101
NR652494,101
NR652495,101
NR652496,101
NR652497,101
NR652498,101
NR652499,101
NR653490,0+101
NR653491,101
NR653492,101
NR653493,101
NR653494,101
NR653495,101
NR653496,101
NR653497,101
NR653498,101
NR653499,101
NR654490,0+101
NR654491,0+101
NR654492,101
NR654493,101
NR654494,101
NR654495,101
NR654496,101
NR654497,101
NR654498,101
NR654499,101
NR655491,0+101
NR655492,0+101
NR655493,101
NR655494,101
NR655495,101
NR655496,101
NR655497,101
NR655498,101
NR655499,101
NR656492,0+101
NR656493,101
NR656494,101
NR656495,101
NR656496,101
NR656497,101
NR656498,101
NR656499,0+101
NR657491,0+101
NR657492,0+101
NR657493,0+101
NR657494,101
NR657495,101
NR657496,101
NR657497,101
NR657498,0+101
NR657499,0+101
NR658493,0+101
NR658494,0+101
NR658495,0+101
NR658496,0+101
NR658497,101
NR658498,0+101
NR659491,0+101
NR659492,0+101
NR659493,0+101
NR659494,0+101
NR659495,0+101
NR659496,101
NR659497,101
NR659498,0+101
NR659499,0+101
NR64Q,0+101
NR6740,0+101
NR678400,0+101
NR678401,0+101
NR678402,0+101
NR679400,101
NR679401,101
NR679402,0+101
NR679403,0+101
NR679404,0+101
NR679405,0+101
NR679406,0+101
NR679407,0+101
NR6741,0+101
NR679418,0+101
NR679419,0+101
NR64U,0+101
NR6649,0+101
NR660492,0+101
NR660493,0+101
NR660495,0+101
NR660496,101
NR660497,101
NR660498,0+101
NR660499,0+101
NR661495,0+101
NR661496,0+101
NR661497,101
NR661498,0+101
NR661499,0+101
NR662495,0+101
NR662496,0+101
NR662497,101
NR662498,0+101
NR662499,0+101
NR663496,0+101
NR663497,0+101
NR663498,0+101
NR663499,0+101
NR664498,0+101
NR664499,0+101
NR64V,0+101
NR6840,0+101
NR680400,101
NR680401,101
NR680402,101
NR680403,101
NR680404,101
NR680405,101
NR680406,101
NR680407,0+101
NR680408,0+101
NR680409,0+101
NR681400,101
NR681401,101
NR681402,101
NR681403,101
NR681404,101
NR681405,101
NR681406,101
NR681407,101
NR681408,101
NR681409,101
NR682400,101
NR682401,101
NR682402,101
NR682403,101
NR682404,101
NR682405,101
NR682406,101
NR682407,101
NR682408,101
NR682409,101
NR683400,101
NR683401,101
NR683402,101
NR683403,101
NR683404,101
NR683405,101
NR683406,101
NR683407,101
NR683408,101
NR683409,101
NR684400,101
NR684401,101
NR684402,101
NR684403,101
NR684404,101
NR684405,101
NR684406,101
NR684407,101
NR684408,101
NR684409,101
NR685400,101
NR685401,101
NR685402,101
NR685403,101
NR685404,101
NR685405,101
NR685406,101
NR685407,101
NR685408,101
NR685409,101
NR686400,101
NR686401,101
NR686402,101
NR686403,101
NR686404,101
NR686405,101
NR686406,101
NR686407,101
NR686408,101
NR686409,101
NR687400,101
NR687401,101
NR687402,101
NR687403,101
NR687404,101
NR687405,101
NR687406,101
NR687407,101
NR687408,101
NR687409,101
NR688400,101
NR688401,101
NR688402,101
NR688403,101
NR688404,101
NR688405,101
NR688406,101
NR688407,101
NR688408,101
NR688409,101
NR689400,101
NR689401,101
NR689402,101
NR689403,101
NR689404,101
NR689405,101
NR689406,101
NR689407,101
NR689408,101
NR689409,101
NR6841,0+101
NR680410,0+101
NR680411,0+101
NR680412,0+101
NR680413,0+101
NR680414,0+101
NR680415,0+101
NR680416,0+101
NR680417,0+101
NR680418,0+101
NR680419,0+101
NR681410,101
NR681411,101
NR681412,101
NR681413,101
NR681414,101
NR681415,101
NR681416,101
NR681417,101
NR681418,0+101
NR681419,0+101
NR682410,101
NR682411,101
NR682412,101
NR682413,101
NR682414,101
NR682415,101
NR682416,101
NR682417,101
NR682418,101
NR682419,0+101
NR683410,101
NR683411,101
NR683412,101
NR683413,101
NR683414,101
NR683415,101
NR683416,101
NR683417,101
NR683418,101
NR683419,101
NR684410,101
NR684411,101
NR684412,101
NR684413,101
NR684414,101
NR684415,101
NR684416,101
NR684417,101
NR684418,101
NR684419,101
NR685410,101
NR685411,101
NR685412,101
NR685413,101
NR685414,101
NR685415,101
NR685416,101
NR685417,101
NR685418,101
NR685419,101
NR686410,101
NR686411,101
NR686412,101
NR686413,101
NR686414,101
NR686415,101
NR686416,101
NR686417,101
NR686418,101
NR686419,101
NR687410,101
NR687411,101
NR687412,101
NR687413,101
NR687414,101
NR687415,101
NR687416,101
NR687417,101
NR687418,101
NR687419,101
NR688410,101
NR688411,101
NR688412,101
NR688413,101
NR688414,101
NR688415,101
NR688416,101
NR688417,101
NR688418,101
NR688419,101
NR689410,101
NR689411,101
NR689412,101
NR689413,101
NR689414,101
NR689415,101
NR689416,101
NR689417,101
NR689418,101
NR689419,101
NR6940,101
NR6941,101
NR64W,0+101
NR6842,0+101
NR683420,0+101
NR683421,0+101
NR683422,0+101
NR683429,0+101
NR684420,101
NR684421,0+101
NR684422,0+101
NR684423,0+101
NR684424,0+101
NR684425,0+101
NR684426,0+101
NR684427,0+101
NR684428,0+101
NR684429,0+101
NR685420,101
NR685421,101
NR685422,101
NR685423,101
NR685424,101
NR685425,101
NR685426,101
NR685427,101
NR685428,101
NR685429,101
NR686420,101
NR686421,101
NR686422,101
NR686423,101
NR686424,101
NR686425,101
NR686426,101
NR686427,101
NR686428,101
NR686429,101
NR687420,101
NR687421,101
NR687422,101
NR687423,101
NR687424,101
NR687425,101
NR687426,101
NR687427,101
NR687428,101
NR687429,101
NR688420,101
NR688421,101
NR688422,101
NR688423,101
NR688424,101
NR688425,101
NR688426,101
NR688427,101
NR688428,101
NR688429,101
NR689420,101
NR689421,101
NR689422,101
NR689423,101
NR689424,101
NR689425,101
NR689426,101
NR689427,101
NR689428,101
NR689429,101
NR6843,0+101
NR683432,0+101
NR684430,0+101
NR684431,0+101
NR684432,0+101
NR684433,0+101
NR685430,101
NR685431,0+101
NR685432,0+101
NR685433,0+101
NR686430,101
NR686431,101
NR686432,101
NR686433,0+101
NR686434,0+101
NR686435,0+101
NR687430,101
NR687431,101
NR687432,101
NR687433,101
NR687434,101
NR687435,0+101
NR687436,0+101
NR687437,0+101
NR688430,101
NR688431,101
NR688432,101
NR688433,101
NR688434,101
NR688435,101
NR688436,0+101
NR688437,0+101
NR688438,0+101
NR688439,0+101
NR689430,101
NR689431,101
NR689432,101
NR689433,101
NR689434,101
NR689435,101
NR689436,101
NR689437,101
NR689438,101
NR689439,101
NR6942,101
NR6943,101
NR64X,0+101
NR6844,0+101
NR688440,0+101
NR688441,0+101
NR688442,0+101
NR688443,0+101
NR688444,0+101
NR688445,0+101
NR688446,0+101
NR688447,0+101
NR688449,0+101
NR689440,0+101
NR689441,101
NR689442,101
NR689443,101
NR689444,101
NR689445,101
NR689446,101
NR689447,101
NR689448,0+101
NR689449,0+101
NR6845,0+101
NR687452,0+101
NR688452,0+101
NR688453,0+101
NR688454,0+101
NR688455,0+101
NR689450,0+101
NR689451,0+101
NR689452,0+101
NR689453,101
NR689454,101
NR689455,0+101
NR689456,0+101
NR689457,0+101
NR689458,0+101
NR6944,101
NR6945,0+101
NR690450,101
NR690451,101
NR690452,101
NR690453,101
NR690454,101
NR690455,101
NR690456,101
NR690457,101
NR690458,0+101
NR690459,0+101
NR691450,101
NR691451,101
NR691452,101
NR691453,101
NR691454,101
NR691455,101
NR691456,101
NR691457,101
NR691458,101
NR691459,0+101
NR692450,101
NR692451,101
NR692452,101
NR692453,101
NR692454,101
NR692455,101
NR692456,101
NR692457,101
NR692458,101
NR692459,0+101
NR693450,101
NR693451,101
NR693452,101
NR693453,101
NR693454,101
NR693455,101
NR693456,101
NR693457,101
NR693458,101
NR693459,101
NR694450,101
NR694451,101
NR694452,101
NR694453,101
NR694454,101
NR694455,101
NR694456,101
NR694457,101
NR694458,101
NR694459,101
NR695450,101
NR695451,101
NR695452,101
NR695453,101
NR695454,101
NR695455,101
NR695456,101
NR695457,101
NR695458,101
NR695459,101
NR696450,101
NR696451,101
NR696452,101
NR696453,101
NR696454,101
NR696455,101
NR696456,101
NR696457,101
NR696458,101
NR696459,101
NR697450,101
NR697451,101
NR697452,101
NR697453,101
NR697454,101
NR697455,101
NR697456,101
NR697457,101
NR697458,101
NR697459,101
NR698450,101
NR698451,101
NR698452,101
NR698453,101
NR698454,101
NR698455,101
NR698456,101
NR698457,101
NR698458,101
NR698459,101
NR699450,101
NR699451,101
NR699452,101
NR699453,101
NR699454,101
NR699455,101
NR699456,101
NR699457,101
NR699458,101
NR699459,101
NR64Y,0+101
NR6946,0+101
NR691460,0+101
NR691461,0+101
NR691462,0+101
NR691463,0+101
NR691464,0+101
NR692460,101
NR692461,101
NR692462,0+101
NR692463,0+101
NR692464,0+101
NR692465,0+101
NR692466,0+101
NR693460,101
NR693461,101
NR693462,101
NR693463,101
NR693464,101
NR693465,101
NR693466,0+101
NR693467,0+101
NR693468,0+101
NR693469,0+101
NR694460,101
NR694461,101
NR694462,101
NR694463,101
NR694464,101
NR694465,101
NR694466,101
NR694467,0+101
NR694468,0+101
NR694469,101
NR695460,101
NR695461,101
NR695462,101
NR695463,101
NR695464,101
NR695465,101
NR695466,101
NR695467,101
NR695468,101
NR695469,101
NR696460,101
NR696461,101
NR696462,101
NR696463,101
NR696464,101
NR696465,101
NR696466,101
NR696467,101
NR696468,101
NR696469,101
NR697460,101
NR697461,101
NR697462,101
NR697463,101
NR697464,101
NR697465,101
NR697466,101
NR697467,101
NR697468,101
NR697469,101
NR698460,101
NR698461,101
NR698462,101
NR698463,101
NR698464,101
NR698465,101
NR698466,101
NR698467,101
NR698468,101
NR698469,101
NR699460,101
NR699461,101
NR699462,101
NR699463,101
NR699464,101
NR699465,101
NR699466,101
NR699467,101
NR699468,101
NR699469,101
NR6947,0+101
NR692471,0+101
NR693470,0+101
NR693471,0+101
NR693472,0+101
NR693473,0+101
NR694470,101
NR694471,101
NR694472,101
NR694473,0+101
NR694474,0+101
NR695470,101
NR695471,101
NR695472,101
NR695473,101
NR695474,0+101
NR695475,0+101
NR695476,0+101
NR695477,0+101
NR695478,0+101
NR695479,0+101
NR696470,101
NR696471,101
NR696472,101
NR696473,101
NR696474,101
NR696475,101
NR696476,101
NR696477,101
NR696478,101
NR696479,101
NR697470,101
NR697471,101
NR697472,101
NR697473,101
NR697474,101
NR697475,101
NR697476,101
NR697477,101
NR697478,101
NR697479,101
NR698470,101
NR698471,101
NR698472,101
NR698473,101
NR698474,101
NR698475,101
NR698476,101
NR698477,101
NR698478,101
NR698479,101
NR699470,101
NR699471,101
NR699472,101
NR699473,101
NR699474,101
NR699475,101
NR699476,101
NR699477,101
NR699478,101
NR699479,101
NR64Z,0+101
NR6849,0+101
NR689491,0+101
NR689492,0+101
NR689493,0+101
NR689494,0+101
NR6948,0+101
NR690488,0+101
NR690489,0+101
NR691488,0+101
NR691489,0+101
NR692487,0+101
NR692488,0+101
NR692489,101
NR693485,0+101
NR693486,0+101
NR693487,0+101
NR693488,101
NR693489,101
NR694482,0+101
NR694483,0+101
NR694484,0+101
NR694485,0+101
NR694486,101
NR694487,101
NR694488,101
NR694489,101
NR695480,0+101
NR695481,0+101
NR695482,0+101
NR695483,101
NR695484,101
NR695485,101
NR695486,101
NR695487,101
NR695488,101
NR695489,101
NR696480,101
NR696481,101
NR696482,101
NR696483,101
NR696484,101
NR696485,101
NR696486,101
NR696487,101
NR696488,101
NR696489,101
NR697480,101
NR697481,101
NR697482,101
NR697483,101
NR697484,101
NR697485,101
NR697486,101
NR697487,101
NR697488,101
NR697489,101
NR698480,101
NR698481,101
NR698482,101
NR698483,101
NR698484,101
NR698485,101
NR698486,101
NR698487,101
NR698488,101
NR698489,101
NR699480,101
NR699481,101
NR699482,101
NR699483,101
NR699484,101
NR699485,101
NR699486,101
NR699487,101
NR699488,101
NR699489,101
NR6949,0+101
NR690490,0+101
NR690491,0+101
NR690492,101
NR690493,101
NR690494,0+101
NR691490,101
NR691491,101
NR691492,101
NR691493,101
NR691494,0+101
NR692490,101
NR692491,101
NR692492,101
NR692493,101
NR692494,0+101
NR692495,0+101
NR693490,101
NR693491,101
NR693492,101
NR693493,101
NR693494,101
NR693495,0+101
NR694490,101
NR694491,101
NR694492,101
NR694493,101
NR694494,101
NR694495,0+101
NR694496,0+101
NR695490,101
NR695491,101
NR695492,101
NR695493,101
NR695494,101
NR695495,101
NR695496,0+101
NR696490,101
NR696491,101
NR696492,101
NR696493,101
NR696494,101
NR696495,101
NR696496,0+101
NR696497,0+101
NR697490,101
NR697491,101
NR697492,101
NR697493,101
NR697494,101
NR697495,101
NR697496,101
NR697497,0+101
NR697498,0+101
NR698490,101
NR698491,101
NR698492,101
NR698493,101
NR698494,101
NR698495,101
NR698496,101
NR698497,101
NR698498,0+101
NR699490,101
NR699491,101
NR699492,101
NR699493,101
NR699494,101
NR699495,101
NR699496,101
NR699497,101
NR699498,0+101
NR699499,0+101
NR65,0+101
NR65SW,0+101
NR65SE,0+101
NR65NE,0+101
NR65F,0+101
NR6350,0+101
NR634500,0+101
NR634501,0+101
NR635500,101
NR635501,101
NR635502,0+101
NR636500,101
NR636501,101
NR636502,0+101
NR636503,0+101
NR636504,0+101
NR636505,0+101
NR637500,101
NR637501,101
NR637502,101
NR637503,101
NR637504,101
NR637505,0+101
NR637506,0+101
NR638500,101
NR638501,101
NR638502,101
NR638503,101
NR638504,101
NR638505,101
NR638506,0+101
NR639500,101
NR639501,101
NR639502,101
NR639503,101
NR639504,101
NR639505,101
NR639506,0+101
NR639507,0+101
NR65K,0+101
NR6450,0+101
NR640500,101
NR640501,101
NR640502,101
NR640503,101
NR640504,101
NR640505,101
NR640506,101
NR640507,0+101
NR641500,101
NR641501,101
NR641502,101
NR641503,101
NR641504,101
NR641505,101
