NT,0+67+68+72+77+78+79+80+81+82+83+84+85+87
NT06,83+84
NT06SW,83+84
NT06NW,83+84
NT06NE,83+84
NT06B,83+84
NT0063,83+84
NT000630,83+84
NT000631,83+84
NT000632,84
NT000633,84
NT000634,84
NT000635,84
NT000636,84
NT000637,84
NT000638,84
NT000639,84
NT001631,83+84
NT001632,84
NT001633,84
NT001634,84
NT001635,84
NT001636,84
NT001637,84
NT001638,84
NT001639,84
NT002631,83+84
NT002632,83+84
NT002633,84
NT002634,84
NT002635,84
NT002636,84
NT002637,84
NT002638,84
NT002639,84
NT003631,83+84
NT003632,83+84
NT003633,84
NT003634,84
NT003635,84
NT003636,84
NT003637,84
NT003638,84
NT003639,84
NT004632,83+84
NT004633,84
NT004634,84
NT004635,84
NT004636,84
NT004637,84
NT004638,84
NT004639,84
NT005632,83+84
NT005633,84
NT005634,84
NT005635,84
NT005636,84
NT005637,84
NT005638,84
NT005639,84
NT006632,83+84
NT006633,83+84
NT006634,84
NT006635,84
NT006636,84
NT006637,84
NT006638,84
NT006639,84
NT007633,83+84
NT007634,84
NT007635,84
NT007636,84
NT007637,84
NT007638,84
NT007639,84
NT008633,83+84
NT008634,83+84
NT008635,84
NT008636,84
NT008637,84
NT008638,84
NT008639,84
NT009634,83+84
NT009635,84
NT009636,84
NT009637,84
NT009638,84
NT009639,84
NT0163,83+84
NT010634,83+84
NT010635,83+84
NT010636,83+84
NT010637,84
NT010638,84
NT010639,84
NT011636,83+84
NT011637,84
NT011638,84
NT011639,84
NT012636,83+84
NT012637,83+84
NT012638,84
NT012639,84
NT013637,83+84
NT013638,83+84
NT013639,83+84
NT014639,83+84
NT015639,83+84
NT06C,83+84
NT0064,84
NT0065,84
NT0164,83+84
NT010640,84
NT010641,84
NT010642,84
NT010643,84
NT010644,84
NT010645,84
NT010646,84
NT010647,84
NT010648,84
NT010649,84
NT011640,84
NT011641,84
NT011642,84
NT011643,84
NT011644,84
NT011645,84
NT011646,84
NT011647,84
NT011648,84
NT011649,84
NT012640,84
NT012641,84
NT012642,84
NT012643,84
NT012644,84
NT012645,84
NT012646,84
NT012647,84
NT012648,84
NT012649,84
NT013640,84
NT013641,84
NT013642,84
NT013643,84
NT013644,84
NT013645,84
NT013646,84
NT013647,84
NT013648,84
NT013649,84
NT014640,84
NT014641,84
NT014642,84
NT014643,84
NT014644,84
NT014645,84
NT014646,84
NT014647,84
NT014648,84
NT014649,84
NT015640,83+84
NT015641,84
