TA,0+54+61+62
TA021256,61
TA021257,61
TA021258,61
TA021259,61
TA022251,0+61
TA022252,61
TA022253,61
TA022254,61
TA022255,61
TA022256,61
TA022257,61
TA022258,61
TA022259,61
TA023251,0+61
TA023252,61
TA023253,61
TA023254,61
TA023255,61
TA023256,61
TA023257,61
TA023258,61
TA023259,61
TA024251,0+61
TA024252,0+61
TA024253,61
TA024254,61
TA024255,61
TA024256,61
TA024257,61
TA024258,61
TA024259,61
TA025252,0+61
TA025253,61
TA025254,61
TA025255,61
TA025256,61
TA025257,61
TA025258,61
TA025259,61
TA026252,0+61
TA026253,61
TA026254,61
TA026255,61
TA026256,61
TA026257,61
TA026258,61
TA026259,61
TA027252,0+61
TA027253,61
TA027254,61
TA027255,61
TA027256,61
TA027257,61
TA027258,61
TA027259,61
TA028253,0+61
TA028254,61
TA028255,61
TA028256,61
TA028257,61
TA028258,61
TA028259,61
TA029253,0+61
TA029254,61
TA029255,61
TA029256,61
TA029257,61
TA029258,61
TA029259,61
TA0325,0+61
TA030253,0+61
TA030254,61
TA030255,61
TA030256,61
TA030257,61
TA030258,61
TA030259,61
TA031253,0+61
TA031254,0+61
TA031255,61
TA031256,61
TA031257,61
TA031258,61
TA031259,61
TA032254,0+61
TA032255,61
TA032256,61
TA032257,61
TA032258,61
TA032259,61
TA033254,0+61
TA033255,0+61
TA033256,61
TA033257,61
TA033258,61
TA033259,61
TA034255,0+61
TA034256,61
TA034257,61
TA034258,61
TA034259,61
TA035255,0+61
TA035256,61
TA035257,61
TA035258,61
TA035259,61
TA036255,0+61
TA036256,0+61
TA036257,61
TA036258,61
TA036259,61
TA037256,0+61
TA037257,61
TA037258,61
TA037259,61
TA038256,0+61
TA038257,61
TA038258,61
TA038259,61
TA039256,0+61
TA039257,0+61
TA039258,61
TA039259,61
TA02I,61
TA02J,61
TA02M,0+61
TA0425,0+61
TA040257,0+61
TA040258,61
TA040259,61
TA041257,0+61
TA041258,0+61
TA041259,61
TA042258,0+61
TA042259,61
TA043258,0+61
TA043259,61
TA044258,0+61
TA044259,0+61
TA045259,0+61
TA046259,0+61
TA047259,0+61
TA02N,0+61
TA0426,0+61
TA040260,61
TA040261,61
TA040262,61
TA040263,61
TA040264,61
TA040265,61
TA040266,61
TA040267,61
TA040268,61
TA040269,61
TA041260,61
TA041261,61
TA041262,61
TA041263,61
TA041264,61
TA041265,61
TA041266,61
TA041267,61
TA041268,61
TA041269,61
TA042260,61
TA042261,61
TA042262,61
TA042263,61
TA042264,61
TA042265,61
TA042266,61
TA042267,61
TA042268,61
TA042269,61
TA043260,61
TA043261,61
TA043262,61
TA043263,61
TA043264,61
TA043265,61
TA043266,61
TA043267,61
TA043268,61
TA043269,61
TA044260,61
TA044261,61
TA044262,61
TA044263,61
TA044264,61
TA044265,61
TA044266,61
TA044267,61
TA044268,61
TA044269,61
TA045260,61
TA045261,61
TA045262,61
TA045263,61
TA045264,61
TA045265,61
TA045266,61
TA045267,61
TA045268,61
TA045269,61
TA046260,61
TA046261,61
TA046262,61
TA046263,61
TA046264,61
TA046265,61
TA046266,61
TA046267,61
TA046268,61
TA046269,61
TA047260,0+61
TA047261,61
TA047262,61
TA047263,61
TA047264,61
TA047265,61
TA047266,61
TA047267,61
TA047268,61
TA047269,61
TA048260,0+61
TA048261,61
TA048262,61
TA048263,61
TA048264,61
TA048265,61
TA048266,61
TA048267,61
TA048268,61
TA048269,61
TA049260,0+61
TA049261,61
TA049262,61
TA049263,61
TA049264,61
TA049265,61
TA049266,61
TA049267,61
TA049268,61
TA049269,61
TA0427,61
TA0526,0+61
TA050260,0+61
TA050261,61
TA050262,61
TA050263,61
TA050264,61
TA050265,61
TA050266,61
TA050267,61
TA050268,61
TA050269,61
TA051261,0+61
TA051262,61
TA051263,61
TA051264,61
TA051265,61
TA051266,61
TA051267,61
TA051268,61
TA051269,61
TA052261,0+61
TA052262,61
TA052263,61
TA052264,61
TA052265,61
TA052266,61
TA052267,61
TA052268,61
TA052269,61
TA053261,0+61
TA053262,61
TA053263,61
TA053264,61
TA053265,61
TA053266,61
TA053267,61
TA053268,61
TA053269,61
TA054261,0+61
TA054262,61
TA054263,61
TA054264,61
TA054265,61
TA054266,61
TA054267,61
TA054268,61
TA054269,61
TA055261,0+61
TA055262,0+61
TA055263,61
TA055264,61
TA055265,61
TA055266,61
TA055267,61
TA055268,61
TA055269,61
TA056262,0+61
TA056263,61
TA056264,61
TA056265,61
TA056266,61
TA056267,61
TA056268,61
TA056269,61
TA057262,0+61
TA057263,61
TA057264,61
TA057265,61
TA057266,61
TA057267,61
TA057268,61
TA057269,61
TA058262,0+61
TA058263,61
TA058264,61
TA058265,61
TA058266,61
TA058267,61
TA058268,61
TA058269,61
TA059262,0+61
TA059263,0+61
TA059264,61
TA059265,61
TA059266,61
TA059267,61
TA059268,61
TA059269,61
TA0527,61
TA02P,61
TA02T,0+61
TA0626,0+61
TA060263,0+61
TA060264,61
TA060265,61
TA060266,61
TA060267,61
TA060268,61
TA060269,61
TA061263,0+61
TA061264,61
TA061265,61
TA061266,61
TA061267,61
TA061268,61
TA061269,61
TA062263,0+61
TA062264,0+61
TA062265,61
TA062266,61
TA062267,61
TA062268,61
TA062269,61
TA063264,0+61
TA063265,61
TA063266,61
TA063267,61
TA063268,61
TA063269,61
TA064264,0+61
TA064265,61
TA064266,61
TA064267,61
TA064268,61
TA064269,61
TA065264,0+61
TA065265,0+61
TA065266,61
TA065267,61
TA065268,61
TA065269,61
TA066265,0+61
TA066266,61
TA066267,61
TA066268,61
TA066269,61
TA067265,0+61
TA067266,61
TA067267,61
TA067268,61
TA067269,61
TA068265,0+61
TA068266,0+61
TA068267,61
TA068268,61
TA068269,61
TA069266,0+61
TA069267,61
TA069268,61
TA069269,61
TA0627,61
TA0726,0+61
TA070266,0+61
TA070267,61
TA070268,61
TA070269,61
TA071266,0+61
TA071267,0+61
TA071268,61
TA071269,61
TA072267,0+61
TA072268,61
TA072269,61
TA073267,0+61
TA073268,0+61
TA073269,61
TA074268,0+61
TA074269,61
TA075268,0+61
TA075269,0+61
TA076269,0+61
TA077269,0+61
TA0727,0+61
TA070270,61
TA070271,61
TA070272,61
TA070273,61
TA070274,61
TA070275,61
TA070276,61
TA070277,61
TA070278,61
TA070279,61
TA071270,61
TA071271,61
TA071272,61
TA071273,61
TA071274,61
TA071275,61
TA071276,61
TA071277,61
TA071278,61
TA071279,61
TA072270,61
TA072271,61
TA072272,61
TA072273,61
TA072274,61
TA072275,61
TA072276,61
TA072277,61
TA072278,61
TA072279,61
TA073270,61
TA073271,61
TA073272,61
TA073273,61
TA073274,61
TA073275,61
TA073276,61
TA073277,61
TA073278,61
TA073279,61
TA074270,61
TA074271,61
TA074272,61
TA074273,61
TA074274,61
TA074275,61
TA074276,61
TA074277,61
TA074278,61
TA074279,61
TA075270,61
TA075271,61
TA075272,61
TA075273,61
TA075274,61
TA075275,61
TA075276,61
TA075277,61
TA075278,61
TA075279,61
TA076270,61
TA076271,61
TA076272,61
TA076273,61
TA076274,61
TA076275,61
TA076276,61
TA076277,61
TA076278,61
TA076279,61
TA077270,0+61
TA077271,61
TA077272,61
TA077273,61
TA077274,61
TA077275,61
TA077276,61
TA077277,61
TA077278,61
TA077279,61
TA078270,0+61
TA078271,61
TA078272,61
TA078273,61
TA078274,61
TA078275,61
TA078276,61
TA078277,61
TA078278,61
TA078279,61
TA079270,0+61
TA079271,0+61
TA079272,61
TA079273,61
TA079274,61
TA079275,61
TA079276,61
TA079277,61
TA079278,61
TA079279,61
TA02U,61
TA02Y,0+61
TA0827,0+61
TA080271,0+61
TA080272,61
TA080273,61
TA080274,61
TA080275,61
TA080276,61
TA080277,61
TA080278,61
TA080279,61
TA081271,0+61
TA081272,61
TA081273,61
TA081274,61
TA081275,61
TA081276,61
TA081277,61
TA081278,61
TA081279,61
TA082271,0+61
TA082272,0+61
TA082273,61
TA082274,61
TA082275,61
TA082276,61
TA082277,61
TA082278,61
TA082279,61
TA083272,0+61
TA083273,61
TA083274,61
TA083275,61
TA083276,61
TA083277,61
TA083278,61
TA083279,61
TA084272,0+61
TA084273,0+61
TA084274,61
TA084275,61
TA084276,61
TA084277,61
TA084278,61
TA084279,61
TA085273,0+61
TA085274,61
TA085275,61
TA085276,61
TA085277,61
TA085278,61
TA085279,61
TA086273,0+61
TA086274,0+61
TA086275,61
TA086276,61
TA086277,61
TA086278,61
TA086279,61
TA087274,0+61
TA087275,61
TA087276,61
TA087277,61
TA087278,61
TA087279,61
TA088274,0+61
TA088275,0+61
TA088276,61
TA088277,61
TA088278,61
TA088279,61
TA089275,0+61
TA089276,61
TA089277,61
TA089278,61
TA089279,61
TA0927,0+61
TA090275,0+61
TA090276,0+61
TA090277,61
TA090278,61
TA090279,61
TA091276,0+61
TA091277,61
TA091278,61
TA091279,61
TA092276,0+61
TA092277,0+61
TA092278,61
TA092279,61
TA093277,0+61
TA093278,61
TA093279,61
TA094277,0+61
TA094278,0+61
TA094279,61
TA095278,0+61
TA095279,0+61
TA096278,0+61
TA096279,0+61
TA02Z,0+61
TA0828,61
TA0829,61
TA0928,0+61
TA090280,61
TA090281,61
TA090282,61
TA090283,61
TA090284,61
TA090285,61
TA090286,61
TA090287,61
TA090288,61
TA090289,61
TA091280,61
TA091281,61
TA091282,61
TA091283,61
TA091284,61
TA091285,61
TA091286,61
TA091287,61
TA091288,61
TA091289,61
TA092280,61
TA092281,61
TA092282,61
TA092283,61
TA092284,61
TA092285,61
TA092286,61
TA092287,61
TA092288,61
TA092289,61
TA093280,61
TA093281,61
TA093282,61
TA093283,61
TA093284,61
TA093285,61
TA093286,61
TA093287,61
TA093288,61
TA093289,61
TA094280,61
TA094281,61
TA094282,61
TA094283,61
TA094284,61
TA094285,61
TA094286,61
TA094287,61
TA094288,61
TA094289,61
TA095280,0+61
TA095281,61
TA095282,61
TA095283,61
TA095284,61
TA095285,61
TA095286,61
TA095287,61
TA095288,61
TA095289,61
TA096280,0+61
TA096281,61
TA096282,61
TA096283,61
TA096284,61
TA096285,61
TA096286,61
TA096287,61
TA096288,61
TA096289,61
TA097280,0+61
TA097281,61
TA097282,61
TA097283,61
TA097284,61
TA097285,61
TA097286,61
TA097287,61
TA097288,61
TA097289,61
TA098280,0+61
TA098281,61
TA098282,61
TA098283,61
TA098284,61
TA098285,61
TA098286,61
TA098287,61
TA098288,61
TA098289,61
TA099280,0+61
TA099281,61
TA099282,61
TA099283,61
TA099284,61
TA099285,61
TA099286,61
TA099287,61
TA099288,61
TA099289,61
TA0929,61
TA03,61
TA04,61
TA05,61
TA06,61
TA07,61
TA08,0+61+62
TA08SW,61+62
TA08SE,0+61+62
TA08A,61+62
TA0080,61+62
TA000800,61
TA000801,61
TA000802,61
TA000803,61
TA000804,61
TA000805,61
TA000806,61+62
TA001800,61
TA001801,61
TA001802,61
TA001803,61
TA001804,61
TA001805,61
TA001806,61+62
TA001807,61+62
TA002800,61
TA002801,61
TA002802,61
TA002803,61
TA002804,61
TA002805,61
TA002806,61
TA002807,61+62
TA003800,61
TA003801,61
TA003802,61
TA003803,61
TA003804,61
TA003805,61
TA003806,61
TA003807,61+62
TA003808,61+62
TA004800,61
TA004801,61
TA004802,61
TA004803,61
TA004804,61
TA004805,61
TA004806,61
TA004807,61
TA004808,61+62
TA005800,61
TA005801,61
TA005802,61
TA005803,61
TA005804,61
TA005805,61
TA005806,61
TA005807,61
TA005808,61+62
TA006800,61
TA006801,61
TA006802,61
TA006803,61
TA006804,61
TA006805,61
TA006806,61
TA006807,61
TA006808,61+62
TA006809,61+62
TA007800,61
TA007801,61
TA007802,61
TA007803,61
TA007804,61
TA007805,61
TA007806,61
TA007807,61
TA007808,61
TA007809,61+62
TA008800,61
TA008801,61
TA008802,61
TA008803,61
TA008804,61
TA008805,61
TA008806,61
TA008807,61
TA008808,61
TA008809,61+62
TA009800,61
TA009801,61
TA009802,61
TA009803,61
TA009804,61
TA009805,61
TA009806,61
TA009807,61
TA009808,61
TA009809,61+62
TA0180,61+62
TA010800,61
TA010801,61
TA010802,61
TA010803,61
TA010804,61
TA010805,61
TA010806,61
TA010807,61
TA010808,61
TA010809,61+62
TA011800,61
TA011801,61
TA011802,61
TA011803,61
TA011804,61
TA011805,61
TA011806,61
TA011807,61
TA011808,61
TA011809,61+62
TA012800,61
TA012801,61
TA012802,61
TA012803,61
TA012804,61
TA012805,61
TA012806,61
TA012807,61
TA012808,61
TA012809,61+62
TA013800,61
TA013801,61
TA013802,61
TA013803,61
TA013804,61
TA013805,61
TA013806,61
TA013807,61
TA013808,61
TA013809,61+62
TA014800,61
TA014801,61
TA014802,61
TA014803,61
TA014804,61
TA014805,61
TA014806,61
TA014807,61
TA014808,61
TA014809,61+62
TA015800,61
TA015801,61
TA015802,61
TA015803,61
TA015804,61
TA015805,61
TA015806,61
TA015807,61
TA015808,61
TA015809,61+62
TA016800,61
TA016801,61
TA016802,61
TA016803,61
TA016804,61
TA016805,61
TA016806,61
TA016807,61
TA016808,61
TA016809,61
TA017800,61
TA017801,61
TA017802,61
TA017803,61
TA017804,61
TA017805,61
TA017806,61
TA017807,61
TA017808,61
TA017809,61
TA018800,61
TA018801,61
TA018802,61
TA018803,61
TA018804,61
TA018805,61
TA018806,61
TA018807,61
TA018808,61
TA018809,61
TA019800,61
TA019801,61
TA019802,61
TA019803,61
TA019804,61
TA019805,61
TA019806,61
TA019807,61
TA019808,61
TA019809,61
TA0181,61+62
TA012810,61+62
TA015810,61+62
TA016810,61+62
TA016811,61+62
TA017810,61
TA017811,61+62
TA018810,61+62
TA018811,61+62
TA019810,61+62
TA08F,61+62
TA0280,61+62
TA020800,61
TA020801,61
TA020802,61
TA020803,61
TA020804,61
TA020805,61
TA020806,61
TA020807,61
TA020808,61
TA020809,61
TA021800,61
TA021801,61
TA021802,61
TA021803,61
TA021804,61
TA021805,61
TA021806,61
TA021807,61
TA021808,61
TA021809,61+62
TA022800,61
TA022801,61
TA022802,61
TA022803,61
TA022804,61
TA022805,61
TA022806,61
TA022807,61
TA022808,61
TA022809,61+62
TA023800,61
TA023801,61
TA023802,61
TA023803,61
TA023804,61
TA023805,61
TA023806,61
TA023807,61
TA023808,61+62
TA023809,61+62
TA024800,61
TA024801,61
TA024802,61
TA024803,61
TA024804,61
TA024805,61
TA024806,61
TA024807,61
TA024808,61+62
TA025800,61
TA025801,61
TA025802,61
TA025803,61
TA025804,61
TA025805,61
TA025806,61
TA025807,61+62
TA025808,61+62
TA026800,61
TA026801,61
TA026802,61
TA026803,61
TA026804,61
TA026805,61
TA026806,61
TA026807,61+62
TA026808,61+62
TA027800,61
TA027801,61
TA027802,61
TA027803,61
TA027804,61
TA027805,61
TA027806,61
TA027807,61
TA027808,61+62
TA028800,61
TA028801,61
TA028802,61
TA028803,61
TA028804,61
TA028805,61
TA028806,61
TA028807,61
TA028808,61+62
TA029800,61
TA029801,61
TA029802,61
TA029803,61
TA029804,61
TA029805,61
TA029806,61
TA029807,61+62
TA029808,61+62
TA0281,61+62
TA020810,61+62
TA021810,61+62
TA0380,61+62
TA030800,61
TA030801,61
TA030802,61
TA030803,61
TA030804,61
TA030805,61
TA030806,61
TA030807,61+62
TA030808,61+62
TA031800,61
TA031801,61
TA031802,61
TA031803,61
TA031804,61
TA031805,61
TA031806,61
TA031807,61
TA031808,61+62
TA032800,61
TA032801,61
TA032802,61
TA032803,61
TA032804,61
TA032805,61
TA032806,61
TA032807,61
TA032808,61+62
TA032809,61+62
TA033800,61
TA033801,61
TA033802,61
TA033803,61
TA033804,61
TA033805,61
TA033806,61
TA033807,61
TA033808,61
TA033809,61+62
TA034800,61
TA034801,61
TA034802,61
TA034803,61
TA034804,61
TA034805,61
TA034806,61
TA034807,61
TA034808,61
TA034809,61
TA035800,61
TA035801,61
TA035802,61
TA035803,61
TA035804,61
TA035805,61
TA035806,61
TA035807,61
TA035808,61
TA035809,61
TA036800,61
TA036801,61
TA036802,61
TA036803,61
TA036804,61
TA036805,61
TA036806,61
TA036807,61
TA036808,61
TA036809,61
TA037800,61
TA037801,61
TA037802,61
TA037803,61
TA037804,61
TA037805,61
TA037806,61
TA037807,61
TA037808,61
TA037809,61
TA038800,61
TA038801,61
TA038802,61
TA038803,61
TA038804,61
TA038805,61
TA038806,61
TA038807,61
TA038808,61
TA038809,61
TA039800,61
TA039801,61
TA039802,61
TA039803,61
TA039804,61
TA039805,61
TA039806,61
TA039807,61
TA039808,61
TA039809,61
TA0381,61+62
TA033810,61+62
TA033811,61+62
TA034810,61+62
TA034811,61+62
TA034812,61+62
TA035810,61
TA035811,61
TA035812,61+62
TA035813,61+62
TA036810,61
TA036811,61
TA036812,61
TA036813,61+62
TA036814,61+62
TA037810,61
TA037811,61
TA037812,61
TA037813,61
TA037814,61+62
TA038810,61
TA038811,61
TA038812,61
TA038813,61
TA038814,61+62
TA039810,61
TA039811,61
TA039812,61
TA039813,61
TA039814,61+62
TA039815,61+62
TA08K,61+62
TA0480,61+62
TA040800,61
TA040801,61
TA040802,61
TA040803,61
TA040804,61
TA040805,61
TA040806,61
TA040807,61
TA040808,61
TA040809,61
TA041800,61
TA041801,61
TA041802,61
TA041803,61
TA041804,61
TA041805,61
TA041806,61
TA041807,61
TA041808,61
TA041809,61
TA042800,61
TA042801,61
TA042802,61
TA042803,61
TA042804,61
TA042805,61
TA042806,61
TA042807,61
TA042808,61
TA042809,61
TA043800,61
TA043801,61
TA043802,61
TA043803,61
TA043804,61
TA043805,61
TA043806,61
TA043807,61
TA043808,61
TA043809,61
TA044800,61
TA044801,61
TA044802,61
TA044803,61
TA044804,61
TA044805,61
TA044806,61
TA044807,61
TA044808,61
TA044809,61
TA045800,61
TA045801,61
TA045802,61
TA045803,61
TA045804,61
TA045805,61
TA045806,61
TA045807,61
TA045808,61
TA045809,61
TA046800,61
TA046801,61
TA046802,61
TA046803,61
TA046804,61
TA046805,61
TA046806,61
TA046807,61
TA046808,61
TA046809,61
TA047800,61
TA047801,61
TA047802,61
TA047803,61
TA047804,61
TA047805,61
TA047806,61
TA047807,61
TA047808,61
TA047809,61+62
TA048800,61
TA048801,61
TA048802,61
TA048803,61
TA048804,61
TA048805,61
TA048806,61
TA048807,61
TA048808,61
TA048809,61+62
TA049800,61
TA049801,61
TA049802,61
TA049803,61
TA049804,61
TA049805,61
TA049806,61
TA049807,61
TA049808,61
TA049809,61+62
TA0481,61+62
TA040810,61
TA040811,61
TA040812,61
TA040813,61
TA040814,61+62
TA041810,61
TA041811,61
TA041812,61
TA041813,61
TA041814,61+62
TA042810,61
TA042811,61
TA042812,61
TA042813,61
TA042814,61+62
TA043810,61
TA043811,61
TA043812,61
TA043813,61+62
TA043814,61+62
TA044810,61
TA044811,61
TA044812,61
TA044813,61+62
TA045810,61
TA045811,61
TA045812,61+62
TA045813,61+62
TA046810,61
TA046811,61+62
TA046812,61+62
TA047810,61+62
TA047811,61+62
TA0580,61+62
TA050800,61
TA050801,61
TA050802,61
TA050803,61
TA050804,61
TA050805,61
TA050806,61
TA050807,61
TA050808,61
TA050809,61+62
TA051800,61
TA051801,61
TA051802,61
TA051803,61
TA051804,61
TA051805,61
TA051806,61
TA051807,61
TA051808,61
TA051809,61+62
TA052800,61
TA052801,61
TA052802,61
TA052803,61
TA052804,61
TA052805,61
TA052806,61
TA052807,61
TA052808,61
TA052809,61+62
TA053800,61
TA053801,61
TA053802,61
TA053803,61
TA053804,61
TA053805,61
TA053806,61
TA053807,61
TA053808,61
TA053809,61+62
TA054800,61
TA054801,61
TA054802,61
TA054803,61
TA054804,61
TA054805,61
TA054806,61
TA054807,61
TA054808,61
TA054809,61+62
TA055800,61
TA055801,61
TA055802,61
TA055803,61
TA055804,61
TA055805,61
TA055806,61
TA055807,61
TA055808,61
TA055809,61+62
TA056800,61
TA056801,61
TA056802,61
TA056803,61
TA056804,61
TA056805,61
TA056806,61+62
TA056807,61+62
TA056808,61+62
TA056809,61+62
TA057800,61
TA057801,61
TA057802,61
TA057803,61
TA057804,61
TA057805,61
TA057806,61+62
TA057807,61+62
TA058800,61
TA058801,61
TA058802,61
TA058803,61
TA058804,61
TA058805,61
TA058806,61+62
TA058807,61+62
TA059800,61
TA059801,61
TA059802,61
TA059803,61
TA059804,61
TA059805,61
TA059806,61+62
TA08Q,61+62
TA0680,61+62
TA060800,61
TA060801,61
TA060802,61
TA060803,61
TA060804,61
TA060805,61
TA060806,61+62
TA061800,61
TA061801,61
TA061802,61
TA061803,61
TA061804,61
TA061805,61
TA061806,61+62
TA062800,61
TA062801,61
TA062802,61
TA062803,61
TA062804,61
TA062805,61
TA062806,61+62
TA062807,61+62
TA063800,61
TA063801,61
TA063802,61
TA063803,61
TA063804,61
TA063805,61
TA063806,61+62
TA063807,61+62
TA064800,61
TA064801,61
TA064802,61
TA064803,61
TA064804,61
TA064805,61
TA064806,61+62
TA064807,61+62
TA065800,61
TA065801,61
TA065802,61
TA065803,61
TA065804,61
TA065805,61
TA065806,61
TA065807,61+62
TA066800,61
TA066801,61
TA066802,61
TA066803,61
TA066804,61
TA066805,61
TA066806,61+62
TA066807,61+62
TA067800,61
TA067801,61
TA067802,61
TA067803,61
TA067804,61
TA067805,61
TA067806,61+62
TA068800,61
TA068801,61
TA068802,61
TA068803,61
TA068804,61
TA068805,61
TA068806,61+62
TA069800,61
TA069801,61
TA069802,61
TA069803,61
TA069804,61
TA069805,61+62
TA069806,61+62
TA0780,61+62
TA070800,61
TA070801,61
TA070802,61
TA070803,61
TA070804,61
TA070805,61+62
TA071800,61
TA071801,61
TA071802,61
TA071803,61
TA071804,61
TA071805,61+62
TA072800,61
TA072801,61
TA072802,61
TA072803,61
TA072804,61+62
TA072805,61+62
TA073800,61
TA073801,61
TA073802,61
TA073803,61
TA073804,61
TA073805,61+62
TA074800,61
TA074801,61
TA074802,61
TA074803,61
TA074804,61
TA074805,61+62
TA075800,61
TA075801,61
TA075802,61
TA075803,61
TA075804,61
TA075805,61+62
TA076800,61
TA076801,61
TA076802,61
TA076803,61
TA076804,61
TA076805,61+62
TA077800,61
TA077801,61
TA077802,61
TA077803,61
TA077804,61
TA077805,61+62
TA077806,61+62
TA078800,61
TA078801,61
TA078802,61
TA078803,61
TA078804,61
TA078805,61
TA078806,61+62
TA079800,61
TA079801,61
TA079802,61
TA079803,61
TA079804,61
TA079805,61
TA079806,61+62
TA08V,61+62
TA0880,61+62
TA080800,61
TA080801,61
TA080802,61
TA080803,61
TA080804,61
TA080805,61
TA080806,61+62
TA081800,61
TA081801,61
TA081802,61
TA081803,61
TA081804,61
TA081805,61
TA081806,61+62
TA082800,61
TA082801,61
TA082802,61
TA082803,61
TA082804,61
TA082805,61
TA082806,61+62
TA082807,61+62
TA083800,61
TA083801,61
TA083802,61
TA083803,61
TA083804,61
TA083805,61
TA083806,61
TA083807,61+62
TA083808,61+62
TA084800,61
TA084801,61
TA084802,61
TA084803,61
TA084804,61
TA084805,61
TA084806,61
TA084807,61
TA084808,61+62
TA084809,61+62
TA085800,61
TA085801,61
TA085802,61
TA085803,61
TA085804,61
TA085805,61
TA085806,61
TA085807,61
TA085808,61
TA085809,61
TA086800,61
TA086801,61
TA086802,61
TA086803,61
TA086804,61
TA086805,61
TA086806,61
TA086807,61
TA086808,61
TA086809,61
TA087800,61
TA087801,61
TA087802,61
TA087803,61
TA087804,61
TA087805,61
TA087806,61
TA087807,61
TA087808,61
TA087809,61
TA088800,61
TA088801,61
TA088802,61
TA088803,61
TA088804,61
TA088805,61
TA088806,61
TA088807,61
TA088808,61
TA088809,61
TA089800,61
TA089801,61
TA089802,61
TA089803,61
TA089804,61
TA089805,61
TA089806,61
TA089807,61
TA089808,61
TA089809,61
TA0881,61+62
TA084810,61+62
TA085810,61+62
TA086810,61+62
TA086811,61+62
TA087810,61
TA087811,61+62
TA087812,61+62
TA088810,61
TA088811,61
TA088812,61+62
TA089810,61
TA089811,61
TA089812,61+62
TA089813,61+62
TA0980,61
TA0981,61+62
TA090810,61
TA090811,61
TA090812,61
TA090813,61+62
TA090814,61+62
TA091810,61
TA091811,61
TA091812,61
TA091813,61
TA091814,61+62
TA092810,61
TA092811,61
TA092812,61
TA092813,61
TA092814,61+62
TA092815,61+62
TA093810,61
TA093811,61
TA093812,61
TA093813,61
TA093814,61
TA093815,61+62
TA094810,61
TA094811,61
TA094812,61
TA094813,61
TA094814,61
TA094815,61+62
TA095810,61
TA095811,61
TA095812,61
TA095813,61
TA095814,61
TA095815,61+62
TA096810,61
TA096811,61
TA096812,61
TA096813,61
TA096814,61+62
TA096815,61+62
TA097810,61
TA097811,61
TA097812,61
TA097813,61
TA097814,61+62
TA098810,61
TA098811,61
TA098812,61
TA098813,61
TA098814,61+62
TA098815,61+62
TA099810,61
TA099811,61
TA099812,61
TA099813,61
TA099814,61
TA099815,61+62
TA12,0+54+61
TA12NW,0+54+61
TA12SE,0+54+61
TA12NE,0+61
TA12E,0+61
TA1028,0+61
TA100280,0+61
TA100281,0+61
TA100282,0+61
TA100283,61
TA100284,61
TA100285,61
TA100286,61
TA100287,61
TA100288,61
TA100289,61
TA101281,0+61
TA101282,0+61
TA101283,0+61
TA101284,0+61
TA101285,0+61
TA101286,61
TA101287,61
TA101288,61
TA101289,61
TA102281,0+61
TA102282,61
TA102283,0+61
TA102284,0+61
TA102285,0+61
TA102286,0+61
TA102287,0+61
TA102288,0+61
TA102289,61
TA103281,0+61
