NT,0+67+68+72+77+78+79+80+81+82+83+84+85+87
NT311044,80
NT311045,80
NT311046,80
NT311047,80
NT311048,80
NT311049,80
NT312040,80
NT312041,80
NT312042,80
NT312043,80
NT312044,80
NT312045,80
NT312046,80
NT312047,80
NT312048,80
NT312049,80
NT313040,80
NT313041,80
NT313042,80
NT313043,80
NT313044,80
NT313045,80
NT313046,80
NT313047,80
NT313048,80
NT313049,80
NT314040,80
NT314041,80
NT314042,80
NT314043,80
NT314044,80
NT314045,80
NT314046,80
NT314047,80
NT314048,80
NT314049,80
NT315040,80
NT315041,80
NT315042,80
NT315043,80
NT315044,80
NT315045,80
NT315046,80
NT315047,80
NT315048,80
NT315049,80
NT316040,80
NT316041,80
NT316042,80
NT316043,80
NT316044,80
NT316045,80
NT316046,80
NT316047,80
NT316048,80
NT316049,80
NT317040,80
NT317041,80
NT317042,80
NT317043,80
NT317044,80
NT317045,80
NT317046,80
NT317047,80
NT317048,80
NT317049,80
NT318040,80
NT318041,80
NT318042,80
NT318043,80
NT318044,80
NT318045,80
NT318046,80
NT318047,80
NT318048,80
NT318049,80
NT319040,80
NT319041,80
NT319042,80
NT319043,80
NT319044,80
NT319045,80
NT319046,80
NT319047,80
NT319048,80
NT319049,80
NT3105,80
NT30D,72+79+80
NT3006,72+80
NT300067,72+80
NT300068,72+80
NT300069,80
NT301068,72+80
NT301069,72+80
NT302065,72+80
NT302066,72+80
NT302067,72+80
NT302068,72+80
NT302069,72+80
NT303062,72+80
NT303063,72+80
NT303064,72+80
NT303065,72+80
NT303066,80
NT303067,80
NT303068,80
NT303069,80
NT304060,72+80
NT304061,72+80
NT304062,72+80
NT304063,80
NT304064,80
NT304065,80
NT304066,80
NT304067,80
NT304068,80
NT304069,80
NT305060,80
NT305061,80
NT305062,80
NT305063,80
NT305064,80
NT305065,80
NT305066,80
NT305067,80
NT305068,80
NT305069,80
NT306060,80
NT306061,80
NT306062,80
NT306063,80
NT306064,80
NT306065,80
NT306066,80
NT306067,80
NT306068,80
NT306069,80
NT307060,80
NT307061,80
NT307062,80
NT307063,80
NT307064,80
NT307065,80
NT307066,80
NT307067,80
NT307068,80
NT307069,80
NT308060,80
NT308061,80
NT308062,80
NT308063,80
NT308064,80
NT308065,80
NT308066,80
NT308067,80
NT308068,80
NT308069,80
NT309060,80
NT309061,80
NT309062,80
NT309063,80
NT309064,80
NT309065,80
NT309066,80
NT309067,80
NT309068,80
NT309069,80
NT3007,79+80
NT300070,80
NT300071,80
NT300072,80
NT300073,80
NT300074,80
NT300075,80
NT300076,80
NT300077,79+80
NT301070,80
NT301071,80
NT301072,80
NT301073,80
NT301074,80
NT301075,80
NT301076,80
NT301077,79+80
NT301078,79+80
NT302070,80
NT302071,80
NT302072,80
NT302073,80
NT302074,80
NT302075,80
NT302076,80
NT302077,80
NT302078,79+80
NT303070,80
NT303071,80
NT303072,80
NT303073,80
NT303074,80
NT303075,80
NT303076,80
NT303077,80
NT303078,79+80
NT303079,79+80
NT304070,80
NT304071,80
NT304072,80
NT304073,80
NT304074,80
NT304075,80
NT304076,80
NT304077,80
NT304078,80
NT304079,79+80
NT305070,80
NT305071,80
NT305072,80
NT305073,80
NT305074,80
NT305075,80
NT305076,80
NT305077,80
NT305078,80
NT305079,79+80
NT306070,80
NT306071,80
NT306072,80
NT306073,80
NT306074,80
NT306075,80
NT306076,80
NT306077,80
NT306078,80
NT306079,80
NT307070,80
NT307071,80
NT307072,80
NT307073,80
NT307074,80
NT307075,80
NT307076,80
NT307077,80
NT307078,80
NT307079,80
NT308070,80
NT308071,80
NT308072,80
NT308073,80
NT308074,80
NT308075,80
NT308076,80
NT308077,80
NT308078,80
NT308079,80
NT309070,80
NT309071,80
NT309072,80
NT309073,80
NT309074,80
NT309075,80
NT309076,80
NT309077,80
NT309078,80
NT309079,80
NT3106,80
NT3107,80
NT30E,79+80
NT3008,79+80
NT305080,79+80
NT306080,79+80
NT306081,79+80
NT307080,80
NT307081,79+80
NT307082,79+80
NT307083,79+80
NT307084,79+80
NT307085,79+80
NT307086,79+80
NT308080,80
NT308081,80
NT308082,79+80
NT308083,79+80
NT308084,79+80
NT308085,79+80
NT308086,79+80
NT309080,80
NT309081,80
NT309082,80
NT309083,80
NT309084,80
NT309085,80
NT309086,79+80
NT3108,79+80
NT310080,80
NT310081,80
NT310082,80
NT310083,80
NT310084,80
NT310085,80
NT310086,79+80
NT311080,80
NT311081,80
NT311082,80
NT311083,80
NT311084,80
NT311085,79+80
NT311086,79+80
NT312080,80
NT312081,80
NT312082,80
NT312083,80
NT312084,80
NT312085,79+80
NT313080,80
NT313081,80
NT313082,80
NT313083,80
NT313084,80
NT313085,79+80
NT314080,80
NT314081,80
NT314082,80
NT314083,80
NT314084,80
NT314085,79+80
NT315080,80
NT315081,80
NT315082,80
NT315083,80
NT315084,80
NT315085,79+80
NT316080,80
NT316081,80
NT316082,80
NT316083,80
NT316084,80
NT316085,79+80
NT317080,80
NT317081,80
NT317082,80
NT317083,80
NT317084,80
NT317085,79+80
NT318080,80
NT318081,80
NT318082,80
NT318083,80
NT318084,80
NT318085,79+80
NT318086,79+80
NT319080,80
NT319081,80
NT319082,80
NT319083,80
NT319084,80
NT319085,80
NT319086,79+80
NT30F,72+80
NT3201,72+80
NT325017,72+80
NT326016,72+80
NT326017,72+80
NT326018,72+80
NT326019,72+80
NT327015,72+80
NT327016,72+80
NT327017,80
NT327018,80
NT327019,72+80
NT328014,72+80
NT328015,72+80
NT328016,80
NT328017,80
NT328018,80
NT328019,80
NT329013,72+80
NT329014,72+80
NT329015,80
NT329016,80
NT329017,80
NT329018,80
NT329019,80
NT3300,72+80
NT331000,72+80
NT332000,72+80
NT332001,72+80
NT332002,72+80
NT332008,72+80
NT332009,72+80
NT333000,80
NT333001,80
NT333002,72+80
NT333003,72+80
NT333007,72+80
NT333008,72+80
NT333009,80
NT334000,80
NT334001,80
NT334002,80
NT334003,72+80
NT334004,72+80
NT334005,72+80
NT334007,72+80
NT334008,80
NT334009,80
NT335000,80
NT335001,80
NT335002,80
NT335003,80
NT335004,80
NT335005,72+80
NT335006,72+80
NT335007,72+80
NT335008,80
NT335009,80
NT336000,80
NT336001,80
NT336002,80
NT336003,80
NT336004,80
NT336005,80
NT336006,72+80
NT336007,80
NT336008,80
NT336009,80
NT337000,80
NT337001,80
NT337002,80
NT337003,80
NT337004,80
NT337005,80
NT337006,80
NT337007,80
NT337008,80
NT337009,80
NT338000,80
NT338001,80
NT338002,80
NT338003,80
NT338004,80
NT338005,80
NT338006,80
NT338007,80
NT338008,80
NT338009,80
NT339000,80
NT339001,80
NT339002,80
NT339003,80
NT339004,80
NT339005,80
NT339006,80
NT339007,80
NT339008,80
NT339009,80
NT3301,72+80
NT330012,72+80
NT330013,72+80
NT330014,80
NT330015,80
NT330016,80
NT330017,80
NT330018,80
NT330019,80
NT331010,72+80
NT331011,72+80
NT331012,72+80
NT331013,80
NT331014,80
NT331015,80
NT331016,80
NT331017,80
NT331018,80
NT331019,80
NT332010,72+80
NT332011,80
NT332012,80
NT332013,80
NT332014,80
NT332015,80
NT332016,80
NT332017,80
NT332018,80
NT332019,80
NT333010,80
NT333011,80
NT333012,80
NT333013,80
NT333014,80
NT333015,80
NT333016,80
NT333017,80
NT333018,80
NT333019,80
NT334010,80
NT334011,80
NT334012,80
NT334013,80
NT334014,80
NT334015,80
NT334016,80
NT334017,80
NT334018,80
NT334019,80
NT335010,80
NT335011,80
NT335012,80
NT335013,80
NT335014,80
NT335015,80
NT335016,80
NT335017,80
NT335018,80
NT335019,80
NT336010,80
NT336011,80
NT336012,80
NT336013,80
NT336014,80
NT336015,80
NT336016,80
NT336017,80
NT336018,80
NT336019,80
NT337010,80
NT337011,80
NT337012,80
NT337013,80
NT337014,80
NT337015,80
NT337016,80
NT337017,80
NT337018,80
NT337019,80
NT338010,80
NT338011,80
NT338012,80
NT338013,80
NT338014,80
NT338015,80
NT338016,80
NT338017,80
NT338018,80
NT338019,80
NT339010,80
NT339011,80
NT339012,80
NT339013,80
NT339014,80
NT339015,80
NT339016,80
NT339017,80
NT339018,80
NT339019,80
NT30G,72+80
NT3202,72+80
NT320029,72+80
NT321029,72+80
NT322025,72+80
NT322026,72+80
NT322027,72+80
NT322028,72+80
NT322029,72+80
NT323024,72+80
NT323025,72+80
NT323026,80
NT323027,80
NT323028,80
NT323029,80
NT324023,72+80
NT324024,72+80
NT324025,80
NT324026,80
NT324027,80
NT324028,80
NT324029,80
NT325021,72+80
NT325022,72+80
NT325023,72+80
NT325024,80
NT325025,80
NT325026,80
NT325027,80
NT325028,80
NT325029,80
NT326020,72+80
NT326021,72+80
NT326022,80
NT326023,80
NT326024,80
NT326025,80
NT326026,80
NT326027,80
NT326028,80
NT326029,80
NT327020,80
NT327021,80
NT327022,80
NT327023,80
NT327024,80
NT327025,80
NT327026,80
NT327027,80
NT327028,80
NT327029,80
NT328020,80
NT328021,80
NT328022,80
NT328023,80
NT328024,80
NT328025,80
NT328026,80
NT328027,80
NT328028,80
NT328029,80
NT329020,80
NT329021,80
NT329022,80
NT329023,80
NT329024,80
NT329025,80
NT329026,80
NT329027,80
NT329028,80
NT329029,80
NT3203,72+80
NT320030,80
NT320031,80
NT320032,80
NT320033,80
NT320034,80
NT320035,80
NT320036,80
NT320037,80
NT320038,80
NT320039,80
NT321030,72+80
NT321031,80
NT321032,80
NT321033,80
NT321034,80
NT321035,80
NT321036,80
NT321037,80
NT321038,80
NT321039,80
NT322030,72+80
NT322031,80
NT322032,80
NT322033,80
NT322034,80
NT322035,80
NT322036,80
NT322037,80
NT322038,80
NT322039,80
NT323030,80
NT323031,80
NT323032,80
NT323033,80
NT323034,80
NT323035,80
NT323036,80
NT323037,80
NT323038,80
NT323039,80
NT324030,80
NT324031,80
NT324032,80
NT324033,80
NT324034,80
NT324035,80
NT324036,80
NT324037,80
NT324038,80
NT324039,80
NT325030,80
NT325031,80
NT325032,80
NT325033,80
NT325034,80
NT325035,80
NT325036,80
NT325037,80
NT325038,80
NT325039,80
NT326030,80
NT326031,80
NT326032,80
NT326033,80
NT326034,80
NT326035,80
NT326036,80
NT326037,80
NT326038,80
NT326039,80
NT327030,80
NT327031,80
NT327032,80
NT327033,80
NT327034,80
NT327035,80
NT327036,80
NT327037,80
NT327038,80
NT327039,80
NT328030,80
NT328031,80
NT328032,80
NT328033,80
NT328034,80
NT328035,80
NT328036,80
NT328037,80
NT328038,80
NT328039,80
NT329030,80
NT329031,80
NT329032,80
NT329033,80
NT329034,80
NT329035,80
NT329036,80
NT329037,80
NT329038,80
NT329039,80
NT3302,80
NT3303,80
NT30H,80
NT30I,79+80
NT3206,80
NT3207,80
NT3306,80
NT3307,79+80
NT330070,80
NT330071,80
NT330072,80
NT330073,80
NT330074,80
NT330075,80
NT330076,80
NT330077,80
NT330078,80
NT330079,80
NT331070,80
NT331071,80
NT331072,80
NT331073,80
NT331074,80
NT331075,80
NT331076,80
NT331077,80
NT331078,80
NT331079,80
NT332070,80
NT332071,80
NT332072,80
NT332073,80
NT332074,80
NT332075,80
NT332076,80
NT332077,80
NT332078,80
NT332079,80
NT333070,80
NT333071,80
NT333072,80
NT333073,80
NT333074,80
NT333075,80
NT333076,80
NT333077,80
NT333078,80
NT333079,79+80
NT334070,80
NT334071,80
NT334072,80
NT334073,80
NT334074,80
NT334075,80
NT334076,80
NT334077,79+80
NT334078,79+80
NT334079,79+80
NT335070,80
NT335071,80
NT335072,80
NT335073,80
NT335074,80
NT335075,80
NT335076,80
NT335077,79+80
NT336070,80
NT336071,80
NT336072,80
NT336073,80
NT336074,80
NT336075,80
NT336076,80
NT336077,79+80
NT337070,80
NT337071,80
NT337072,80
NT337073,80
NT337074,80
NT337075,80
NT337076,80
NT337077,79+80
NT338070,80
NT338071,80
NT338072,80
NT338073,80
NT338074,80
NT338075,80
NT338076,80
NT338077,79+80
NT339070,80
NT339071,80
NT339072,80
NT339073,80
NT339074,80
NT339075,80
NT339076,80
NT339077,79+80
NT30J,79+80
NT3208,79+80
NT320080,80
NT320081,80
NT320082,80
NT320083,80
NT320084,80
NT320085,80
NT320086,79+80
NT321080,80
NT321081,80
NT321082,80
NT321083,80
NT321084,80
NT321085,80
NT321086,79+80
NT322080,80
NT322081,80
NT322082,80
NT322083,80
NT322084,80
NT322085,80
NT322086,79+80
NT323080,80
NT323081,80
NT323082,80
NT323083,80
NT323084,80
NT323085,80
NT323086,79+80
NT323087,79+80
NT324080,80
NT324081,80
NT324082,80
NT324083,80
NT324084,80
NT324085,79+80
NT324086,79+80
NT324087,79+80
NT325080,80
NT325081,80
NT325082,80
NT325083,80
NT325084,80
NT325085,79+80
NT326080,80
NT326081,80
NT326082,80
NT326083,80
NT326084,79+80
NT326085,79+80
NT327080,80
NT327081,80
NT327082,80
NT327083,80
NT327084,79+80
NT328080,80
NT328081,80
NT328082,80
NT328083,79+80
NT328084,79+80
NT329080,80
NT329081,80
NT329082,80
NT329083,79+80
NT3308,79+80
NT330080,80
NT330081,80
NT330082,79+80
NT330083,79+80
NT331080,80
NT331081,79+80
NT331082,79+80
NT332080,79+80
NT332081,79+80
NT333080,79+80
NT30K,80
NT30L,80
NT30M,80
NT30N,79+80
NT3406,80
NT3407,79+80
NT340070,80
NT340071,80
NT340072,80
NT340073,80
NT340074,80
NT340075,80
NT340076,80
NT340077,79+80
NT341070,80
NT341071,80
NT341072,80
NT341073,80
NT341074,80
NT341075,80
NT341076,80
NT341077,79+80
NT342070,80
NT342071,80
NT342072,80
NT342073,80
NT342074,80
NT342075,80
NT342076,80
NT342077,79+80
NT343070,80
NT343071,80
NT343072,80
NT343073,80
NT343074,80
NT343075,80
NT343076,80
NT343077,79+80
NT343078,79+80
NT344070,80
NT344071,80
NT344072,80
NT344073,80
NT344074,80
NT344075,80
NT344076,80
NT344077,79+80
NT344078,79+80
NT345070,80
NT345071,80
NT345072,80
NT345073,80
NT345074,80
NT345075,80
NT345076,80
NT345077,80
NT345078,79+80
NT346070,80
NT346071,80
NT346072,80
NT346073,80
NT346074,80
NT346075,80
NT346076,80
NT346077,80
NT346078,79+80
NT346079,79+80
NT347070,80
NT347071,80
NT347072,80
NT347073,80
NT347074,80
NT347075,80
NT347076,80
NT347077,80
NT347078,80
NT347079,79+80
NT348070,80
NT348071,80
NT348072,80
NT348073,80
NT348074,80
NT348075,80
NT348076,80
NT348077,80
NT348078,80
NT348079,79+80
NT349070,80
NT349071,80
NT349072,80
NT349073,80
NT349074,80
NT349075,80
NT349076,80
NT349077,80
NT349078,80
NT349079,80
NT3506,80
NT3507,80
NT30P,79+80
NT3408,79+80
NT348080,79+80
NT349080,79+80
NT3508,79+80
NT350080,79+80
NT351080,79+80
NT352080,79+80
NT352081,79+80
NT352082,79+80
NT352083,79+80
NT352084,79+80
NT353080,80
NT353081,80
NT353082,80
NT353083,80
NT353084,79+80
NT354080,80
NT354081,80
NT354082,80
NT354083,79+80
NT354084,79+80
NT355080,80
NT355081,80
NT355082,80
NT355083,79+80
NT355084,79+80
NT355085,79+80
NT356080,80
NT356081,80
NT356082,80
NT356083,80
NT356084,80
NT356085,79+80
NT356086,79+80
NT357080,80
NT357081,80
NT357082,80
NT357083,80
NT357084,80
NT357085,80
NT357086,79+80
NT357087,79+80
NT358080,80
NT358081,80
NT358082,80
NT358083,80
NT358084,80
NT358085,80
NT358086,80
NT358087,79+80
NT358088,79+80
NT359080,80
NT359081,80
NT359082,80
NT359083,80
NT359084,80
NT359085,80
NT359086,80
NT359087,80
NT359088,79+80
NT30Q,80
NT30R,80
NT30S,80
NT30T,79+80
NT3606,80
NT3607,80
NT3706,80
NT3707,79+80
NT370070,80
NT370071,80
NT370072,80
NT370073,80
NT370074,80
NT370075,80
NT370076,80
NT370077,80
NT370078,80
NT370079,80
NT371070,80
NT371071,80
NT371072,80
NT371073,80
NT371074,80
NT371075,80
NT371076,80
NT371077,79+80
NT371078,79+80
NT371079,79+80
NT372070,80
NT372071,80
NT372072,80
NT372073,80
NT372074,80
NT372075,80
NT372076,80
NT372077,79+80
NT372078,79+80
NT372079,79+80
NT373070,80
NT373071,80
NT373072,80
NT373073,80
NT373074,80
NT373075,80
NT373076,79+80
NT373077,79+80
NT374070,80
NT374071,80
NT374072,79+80
NT374073,79+80
NT374074,79+80
NT374075,79+80
NT374076,79+80
NT375070,80
NT375071,80
NT375072,79+80
NT375074,79+80
NT375075,79+80
NT376070,80
NT376071,79+80
NT376072,79+80
NT377070,79+80
NT377071,79+80
NT378070,79+80
NT379070,79+80
NT379071,79+80
NT30U,79+80
NT3608,79+80
NT360080,80
NT360081,80
NT360082,80
NT360083,80
NT360084,80
NT360085,80
NT360086,80
NT360087,80
NT360088,79+80
NT361080,80
NT361081,80
NT361082,80
NT361083,80
NT361084,80
NT361085,80
NT361086,80
NT361087,80
NT361088,79+80
NT361089,79+80
NT362080,80
NT362081,80
NT362082,80
NT362083,80
NT362084,80
NT362085,80
NT362086,80
NT362087,80
NT362088,80
NT362089,79+80
NT363080,80
NT363081,80
NT363082,80
NT363083,80
NT363084,80
NT363085,80
NT363086,80
NT363087,80
NT363088,80
NT363089,79+80
NT364080,80
NT364081,80
NT364082,80
NT364083,80
NT364084,80
NT364085,80
NT364086,80
NT364087,80
NT364088,80
NT364089,80
NT365080,80
NT365081,80
NT365082,80
NT365083,80
NT365084,80
NT365085,80
NT365086,80
NT365087,80
NT365088,80
NT365089,80
NT366080,80
NT366081,80
NT366082,80
NT366083,80
NT366084,80
NT366085,80
NT366086,80
NT366087,80
NT366088,80
NT366089,80
NT367080,80
NT367081,80
NT367082,80
NT367083,80
NT367084,80
NT367085,80
NT367086,80
NT367087,80
NT367088,80
NT367089,80
NT368080,80
NT368081,80
NT368082,80
NT368083,80
NT368084,80
NT368085,80
NT368086,80
NT368087,80
NT368088,80
NT368089,80
NT369080,80
NT369081,80
NT369082,80
NT369083,80
NT369084,80
NT369085,80
NT369086,80
NT369087,80
NT369088,80
NT369089,80
NT3609,79+80
NT363090,79+80
NT363091,79+80
NT363092,79+80
NT363093,79+80
NT364090,80
NT364091,80
NT364092,79+80
NT364093,79+80
NT365090,80
NT365091,80
NT365092,79+80
NT365093,79+80
NT366090,80
NT366091,80
NT366092,79+80
NT367090,80
NT367091,80
NT367092,79+80
NT368090,80
NT368091,80
NT368092,79+80
NT369090,80
NT369091,80
NT369092,79+80
NT369093,79+80
NT369094,79+80
NT369095,79+80
NT3708,79+80
NT370080,80
NT370081,80
NT370082,80
NT370083,80
NT370084,80
NT370085,80
NT370086,80
NT370087,80
NT370088,80
NT370089,80
NT371080,80
NT371081,79+80
NT371082,79+80
NT371083,80
NT371084,80
NT371085,80
NT371086,80
NT371087,80
NT371088,80
NT371089,80
NT372080,79+80
NT372081,79+80
NT372082,79+80
NT372083,79+80
NT372084,79+80
NT372085,79+80
NT372086,80
NT372087,80
NT372088,80
NT372089,80
NT373084,79+80
NT373085,79+80
NT373086,79+80
NT373087,80
NT373088,80
NT373089,80
NT374086,79+80
NT374087,79+80
NT374088,79+80
NT374089,80
NT375088,79+80
NT375089,80
NT376088,79+80
NT376089,79+80
NT377089,79+80
NT3709,79+80
NT370090,80
NT370091,80
NT370092,80
NT370093,80
NT370094,80
NT370095,79+80
NT370096,79+80
NT371090,80
NT371091,80
NT371092,80
NT371093,80
NT371094,80
NT371095,79+80
NT371096,79+80
NT372090,80
NT372091,80
NT372092,80
NT372093,80
NT372094,80
NT372095,79+80
NT373090,80
NT373091,80
NT373092,80
NT373093,80
NT373094,80
NT373095,79+80
NT373096,79+80
NT374090,80
NT374091,80
NT374092,80
NT374093,80
NT374094,80
NT374095,80
NT374096,79+80
NT374097,79+80
NT375090,80
NT375091,80
NT375092,80
NT375093,80
NT375094,80
NT375095,80
NT375096,79+80
NT375097,79+80
NT376090,80
NT376091,80
NT376092,80
NT376093,80
NT376094,80
NT376095,80
NT376096,79+80
NT376097,79+80
NT377090,79+80
NT377091,79+80
NT377092,79+80
NT377093,80
NT377094,80
NT377095,79+80
NT377096,79+80
NT377097,79+80
NT378092,79+80
NT378093,79+80
NT378094,79+80
NT378095,79+80
NT378096,79+80
NT30V,80
NT30W,80
NT30X,80
NT30Y,79+80
NT3806,80
NT3807,79+80
NT380070,80
NT380071,79+80
NT381070,80
NT381071,79+80
NT382070,80
NT382071,79+80
NT382072,79+80
NT383070,80
NT383071,80
NT383072,79+80
NT384070,80
NT384071,80
NT384072,79+80
NT384073,79+80
NT385070,80
NT385071,80
NT385072,80
NT385073,79+80
NT385074,79+80
NT385075,79+80
NT386070,80
NT386071,80
NT386072,80
NT386073,80
NT386074,80
NT386075,79+80
NT386076,79+80
NT387070,80
NT387071,80
NT387072,80
NT387073,80
NT387074,80
NT387075,80
NT387076,79+80
NT387077,79+80
NT388070,80
NT388071,80
NT388072,80
NT388073,80
NT388074,80
NT388075,80
NT388076,80
NT388077,79+80
NT388078,79+80
NT389070,80
NT389071,80
NT389072,80
NT389073,80
NT389074,80
NT389075,80
NT389076,80
NT389077,80
NT389078,79+80
NT3906,80
NT3907,79+80
NT390070,80
NT390071,80
NT390072,80
NT390073,80
NT390074,80
NT390075,80
NT390076,80
NT390077,80
NT390078,79+80
NT391070,80
NT391071,80
NT391072,80
NT391073,80
NT391074,80
NT391075,80
NT391076,80
NT391077,80
NT391078,79+80
NT392070,80
NT392071,80
NT392072,80
NT392073,80
NT392074,80
NT392075,80
NT392076,80
NT392077,80
NT392078,79+80
NT392079,79+80
NT393070,80
NT393071,80
NT393072,80
NT393073,80
NT393074,80
NT393075,80
NT393076,80
NT393077,80
NT393078,80
NT393079,79+80
NT394070,80
NT394071,80
NT394072,80
NT394073,80
NT394074,80
NT394075,80
NT394076,80
NT394077,80
NT394078,80
NT394079,79+80
NT395070,80
NT395071,80
NT395072,80
NT395073,80
NT395074,80
NT395075,80
NT395076,80
NT395077,80
NT395078,80
NT395079,79+80
NT396070,80
NT396071,80
NT396072,80
NT396073,80
NT396074,80
NT396075,80
NT396076,80
NT396077,80
NT396078,80
NT396079,79+80
NT397070,80
NT397071,80
NT397072,80
NT397073,80
NT397074,80
NT397075,80
NT397076,80
NT397077,80
NT397078,80
NT397079,80
NT398070,80
NT398071,80
NT398072,80
NT398073,80
NT398074,80
NT398075,80
NT398076,80
NT398077,80
NT398078,80
NT398079,80
NT399070,80
NT399071,80
NT399072,80
NT399073,80
NT399074,80
NT399075,80
NT399076,80
NT399077,80
NT399078,80
NT399079,80
NT30Z,79+80
NT3809,79+80
NT386099,79+80
NT387098,79+80
NT387099,79+80
NT388097,79+80
NT388098,79+80
NT388099,80
NT389096,79+80
NT389097,79+80
NT389098,80
NT389099,80
NT3908,79+80
NT393088,79+80
NT393089,79+80
NT394086,79+80
NT394087,79+80
NT394088,79+80
NT394089,80
NT395085,79+80
NT395086,79+80
NT395087,80
NT395088,80
NT395089,80
NT396080,79+80
NT396084,79+80
NT396085,79+80
NT396086,80
NT396087,80
NT396088,80
NT396089,80
NT397080,79+80
NT397081,79+80
NT397082,79+80
NT397083,79+80
NT397084,79+80
NT397085,80
NT397086,80
NT397087,80
NT397088,80
NT397089,80
NT398080,80
NT398081,80
NT398082,80
NT398083,79+80
NT398084,79+80
NT398085,80
NT398086,80
NT398087,80
NT398088,80
NT398089,80
NT399080,80
NT399081,80
NT399082,80
NT399083,80
NT399084,80
NT399085,80
