TF,0+28+29+32+53+54+55
TF499055,28
TF499056,28
TF499057,28
TF499058,28
TF499059,28+29
TF40Y,28+29
TF4806,28+29
TF480068,28+29
TF480069,28+29
TF481064,28+29
TF481065,28+29
TF481066,28+29
TF481067,28+29
TF481068,28+29
TF481069,28
TF482063,28+29
TF482064,28+29
TF482065,28
TF482066,28
TF482067,28
TF482068,28
TF482069,28
TF483063,28+29
TF483064,28
TF483065,28
TF483066,28
TF483067,28
TF483068,28
TF483069,28
TF484063,28+29
TF484064,28+29
TF484065,28
TF484066,28
TF484067,28
TF484068,28
TF484069,28
TF485063,28+29
TF485064,28
TF485065,28
TF485066,28
TF485067,28
TF485068,28
TF485069,28
TF486063,28+29
TF486064,28
TF486065,28
TF486066,28
TF486067,28
TF486068,28
TF486069,28
TF487063,28+29
TF487064,28
TF487065,28
TF487066,28
TF487067,28
TF487068,28
TF487069,28
TF488063,28+29
TF488064,28+29
TF488065,28
TF488066,28
TF488067,28
TF488068,28
TF488069,28
TF489064,28+29
TF489065,28+29
TF489066,28+29
TF489067,28
TF489068,28
TF489069,28
TF4807,28+29
TF480070,28
TF480071,28
TF480072,28+29
TF480073,28+29
TF480076,28+29
TF480077,28
TF480078,28
TF480079,28
TF481070,28
TF481071,28
TF481072,28
TF481073,28+29
TF481074,28+29
TF481075,28+29
TF481076,28+29
TF481077,28
TF481078,28
TF481079,28
TF482070,28
TF482071,28
TF482072,28
TF482073,28
TF482074,28
TF482075,28
TF482076,28
TF482077,28
TF482078,28
TF482079,28
TF483070,28
TF483071,28
TF483072,28
TF483073,28
TF483074,28
TF483075,28
TF483076,28
TF483077,28
TF483078,28
TF483079,28
TF484070,28
TF484071,28
TF484072,28
TF484073,28
TF484074,28
TF484075,28
TF484076,28
TF484077,28
TF484078,28
TF484079,28
TF485070,28
TF485071,28
TF485072,28
TF485073,28
TF485074,28
TF485075,28
TF485076,28
TF485077,28
TF485078,28
TF485079,28
TF486070,28
TF486071,28
TF486072,28
TF486073,28
TF486074,28
TF486075,28
TF486076,28
TF486077,28
TF486078,28
TF486079,28
TF487070,28
TF487071,28
TF487072,28
TF487073,28
TF487074,28
TF487075,28
TF487076,28
TF487077,28
TF487078,28
TF487079,28
TF488070,28
TF488071,28
TF488072,28
TF488073,28
TF488074,28
TF488075,28
TF488076,28
TF488077,28
TF488078,28
TF488079,28
TF489070,28
TF489071,28
TF489072,28
TF489073,28
TF489074,28
TF489075,28
TF489076,28
TF489077,28
TF489078,28
TF489079,28
TF4906,28+29
TF490066,28+29
TF490067,28+29
TF490068,28
TF490069,28
TF491066,28+29
TF491067,28+29
TF491068,28+29
TF491069,28+29
TF492065,28+29
TF492066,28+29
TF492067,28+29
TF492068,28+29
TF493065,28+29
TF493066,28+29
TF493067,28+29
TF495069,28+29
TF496066,28+29
TF496067,28+29
TF496068,28+29
TF496069,28+29
TF497065,28+29
TF497066,28+29
TF497067,28
TF497068,28
TF497069,28
TF498063,28+29
TF498064,28+29
TF498065,28+29
TF498066,28
TF498067,28
TF498068,28
TF498069,28
TF499060,28+29
TF499061,28+29
TF499062,28+29
TF499063,28+29
TF499064,28
TF499065,28
TF499066,28
TF499067,28
TF499068,28
TF499069,28
TF4907,28+29
TF490070,28
TF490071,28
TF490072,28
TF490073,28
TF490074,28
TF490075,28
TF490076,28
TF490077,28
TF490078,28
TF490079,28
TF491070,28+29
TF491071,28
TF491072,28
TF491073,28
TF491074,28
TF491075,28
TF491076,28
TF491077,28
TF491078,28
TF491079,28
TF492070,28+29
TF492071,28
TF492072,28
TF492073,28
TF492074,28
TF492075,28
TF492076,28
TF492077,28
TF492078,28
TF492079,28
TF493070,28+29
TF493071,28
TF493072,28
TF493073,28
TF493074,28
TF493075,28
TF493076,28
TF493077,28
TF493078,28
TF493079,28
TF494070,28+29
TF494071,28
TF494072,28
TF494073,28
TF494074,28
TF494075,28
TF494076,28
TF494077,28
TF494078,28
TF494079,28
TF495070,28+29
TF495071,28
TF495072,28
TF495073,28
TF495074,28
TF495075,28
TF495076,28
TF495077,28
TF495078,28
TF495079,28
TF496070,28
TF496071,28
TF496072,28
TF496073,28
TF496074,28
TF496075,28
TF496076,28
TF496077,28
TF496078,28
TF496079,28
TF497070,28
TF497071,28
TF497072,28
TF497073,28
TF497074,28
TF497075,28
TF497076,28
TF497077,28
TF497078,28
TF497079,28
TF498070,28
TF498071,28
TF498072,28
TF498073,28
TF498074,28
TF498075,28
TF498076,28
TF498077,28
TF498078,28
TF498079,28
TF499070,28
TF499071,28
TF499072,28
TF499073,28
TF499074,28
TF499075,28
TF499076,28
TF499077,28
TF499078,28
TF499079,28
TF40Z,28
TF41,28+29+53
TF41SW,28+29
TF41SE,28+29
TF41NE,28+29+53
TF41K,28+29
TF4511,28+29
TF452116,28+29
TF452117,28+29
TF453114,28+29
TF453115,28+29
TF453116,28+29
TF453117,28+29
TF453118,28+29
TF453119,28+29
TF454112,28+29
TF454113,28+29
TF454114,28+29
TF454115,28
TF454116,28
TF454117,28
TF454118,28
TF454119,28
TF455112,28+29
TF455113,28+29
TF455114,28+29
TF455115,28
TF455116,28
TF455117,28
TF455118,28
TF455119,28
TF456113,28+29
TF456114,28+29
TF456115,28
TF456116,28
TF456117,28
TF456118,28
TF456119,28
TF457113,28+29
TF457114,28
TF457115,28
TF457116,28
TF457117,28
TF457118,28
TF457119,28
TF458112,28+29
TF458113,28+29
TF458114,28
TF458115,28
TF458116,28
TF458117,28
TF458118,28
TF458119,28
TF459112,28+29
TF459113,28+29
TF459114,28
TF459115,28
TF459116,28
TF459117,28
TF459118,28
TF459119,28
TF41L,28+29
TF4413,28+29
TF449133,28+29
TF449134,28+29
TF449135,28+29
TF449137,28+29
TF449138,28+29
TF4512,28+29
TF451124,28+29
TF451125,28+29
TF451126,28+29
TF451127,28+29
TF451128,28+29
TF451129,28+29
TF452120,28+29
TF452121,28+29
TF452122,28+29
TF452123,28+29
TF452124,28+29
TF452125,28
TF452126,28
TF452127,28
TF452128,28
TF452129,28
TF453120,28+29
TF453121,28
TF453122,28
TF453123,28
TF453124,28
TF453125,28
TF453126,28
TF453127,28
TF453128,28
TF453129,28
TF454120,28
TF454121,28
TF454122,28
TF454123,28
TF454124,28
TF454125,28
TF454126,28
TF454127,28
TF454128,28
TF454129,28
TF455120,28
TF455121,28
TF455122,28
TF455123,28
TF455124,28
TF455125,28
TF455126,28
TF455127,28
TF455128,28
TF455129,28
TF456120,28
TF456121,28
TF456122,28
TF456123,28
TF456124,28
TF456125,28
TF456126,28
TF456127,28
TF456128,28
TF456129,28
TF457120,28
TF457121,28
TF457122,28
TF457123,28
TF457124,28
TF457125,28
TF457126,28
TF457127,28
TF457128,28
TF457129,28
TF458120,28
TF458121,28
TF458122,28
TF458123,28
TF458124,28
TF458125,28
TF458126,28
TF458127,28
TF458128,28
TF458129,28
TF459120,28
TF459121,28
TF459122,28
TF459123,28
TF459124,28
TF459125,28
TF459126,28
TF459127,28
TF459128,28
TF459129,28
TF4513,28+29
TF450130,28+29
TF450132,28+29
TF450133,28+29
TF450134,28+29
TF450135,28+29
TF450136,28+29
TF450137,28+29
TF450138,28+29
TF451130,28+29
TF451131,28+29
TF451132,28+29
TF451133,28
TF451134,28
TF451135,28+29
TF451136,28+29
TF451137,28
TF451138,28+29
TF451139,28+29
TF452130,28
TF452131,28+29
TF452132,28+29
TF452133,28
TF452134,28
TF452135,28
TF452136,28
TF452137,28
TF452138,28
TF452139,28
TF453130,28
TF453131,28
TF453132,28
TF453133,28
TF453134,28
TF453135,28
TF453136,28
TF453137,28
TF453138,28
TF453139,28
TF454130,28
TF454131,28
TF454132,28
TF454133,28
TF454134,28
TF454135,28
TF454136,28
TF454137,28
TF454138,28
TF454139,28
TF455130,28
TF455131,28
TF455132,28
TF455133,28
TF455134,28
TF455135,28
TF455136,28
TF455137,28
TF455138,28
TF455139,28
TF456130,28
TF456131,28
TF456132,28
TF456133,28
TF456134,28
TF456135,28
TF456136,28
TF456137,28
TF456138,28
TF456139,28
TF457130,28
TF457131,28
TF457132,28
TF457133,28
TF457134,28
TF457135,28
TF457136,28
TF457137,28
TF457138,28
TF457139,28
TF458130,28
TF458131,28
TF458132,28
TF458133,28
TF458134,28
TF458135,28
TF458136,28
TF458137,28
TF458138,28
TF458139,28
TF459130,28
TF459131,28
TF459132,28
TF459133,28
TF459134,28
TF459135,28
TF459136,28
TF459137,28
TF459138,28
TF459139,28
TF41M,28+29
TF4514,28+29
TF451140,28+29
TF451141,28+29
TF451146,28+29
TF451147,28+29
TF452140,28
TF452141,28+29
TF452142,28+29
TF452145,28+29
TF452146,28+29
TF452147,28+29
TF453140,28
TF453141,28+29
TF453142,28+29
TF453143,28+29
TF453144,28+29
TF453145,28+29
TF453146,28
TF453147,28+29
TF453148,28+29
TF453149,28+29
TF454140,28
TF454141,28
TF454142,28
TF454143,28
TF454144,28
TF454145,28
TF454146,28
TF454147,28
TF454148,28
TF454149,28+29
TF455140,28
TF455141,28
TF455142,28
TF455143,28
TF455144,28
TF455145,28
TF455146,28
TF455147,28
TF455148,28
TF455149,28
TF456140,28
TF456141,28
TF456142,28
TF456143,28
TF456144,28
TF456145,28
TF456146,28
TF456147,28
TF456148,28
TF456149,28
TF457140,28
TF457141,28
TF457142,28
TF457143,28
TF457144,28
TF457145,28
TF457146,28
TF457147,28
TF457148,28
TF457149,28
TF458140,28
TF458141,28
TF458142,28
TF458143,28
TF458144,28
TF458145,28
TF458146,28
TF458147,28
TF458148,28
TF458149,28
TF459140,28
TF459141,28
TF459142,28
TF459143,28
TF459144,28
TF459145,28
TF459146,28
TF459147,28
TF459148,28
TF459149,28
TF4515,28+29
TF450155,28+29
TF450156,28+29
TF450159,28+29
TF451152,28+29
TF451153,28+29
TF451154,28+29
TF451155,28+29
TF451156,28+29
TF451157,28+29
TF451158,28+29
TF451159,28+29
TF452152,28+29
TF452153,28
TF452154,28
TF452155,28
TF452156,28
TF452157,28
TF452158,28
TF452159,28
TF453151,28+29
TF453152,28+29
TF453153,28
TF453154,28
TF453155,28
TF453156,28
TF453157,28
TF453158,28
TF453159,28
TF454150,28+29
TF454151,28+29
TF454152,28
TF454153,28
TF454154,28
TF454155,28
TF454156,28
TF454157,28
TF454158,28
TF454159,28
TF455150,28
TF455151,28
TF455152,28
TF455153,28
TF455154,28
TF455155,28
TF455156,28
TF455157,28
TF455158,28
TF455159,28
TF456150,28
TF456151,28
TF456152,28
TF456153,28
TF456154,28
TF456155,28
TF456156,28
TF456157,28
TF456158,28
TF456159,28
TF457150,28
TF457151,28
TF457152,28
TF457153,28
TF457154,28
TF457155,28
TF457156,28
TF457157,28
TF457158,28
TF457159,28
TF458150,28
TF458151,28
TF458152,28
TF458153,28
TF458154,28
TF458155,28
TF458156,28
TF458157,28
TF458158,28
TF458159,28
TF459150,28
TF459151,28
TF459152,28
TF459153,28
TF459154,28
TF459155,28
TF459156,28
TF459157,28
TF459158,28
TF459159,28
TF41N,28+29+53
TF4516,28+29
TF450160,28+29
TF450161,28+29
TF450162,28+29
TF451160,28
TF451161,28
TF451162,28+29
TF451163,28+29
TF452160,28
TF452161,28
TF452162,28
TF452163,28+29
TF452164,28+29
TF453160,28
TF453161,28
TF453162,28
TF453163,28
TF453164,28+29
TF454160,28
TF454161,28
TF454162,28
TF454163,28
TF454164,28+29
TF454165,28+29
TF455160,28
TF455161,28
TF455162,28
TF455163,28+29
TF455164,28+29
TF456160,28
TF456161,28
TF456162,28
TF456163,28+29
TF457160,28
TF457161,28
TF457162,28
TF457163,28+29
TF457164,28+29
TF458160,28
TF458161,28
TF458162,28
TF458163,28+29
TF458164,28+29
TF459160,28
TF459161,28
TF459162,28
TF459163,28+29
TF459164,28+29
TF41Q,28+29
TF4610,28+29
TF467102,28+29
TF467103,28+29
TF468102,28+29
TF468103,28+29
TF468106,28+29
TF468107,28+29
TF468108,28+29
TF468109,28+29
TF469102,28+29
TF469103,28+29
TF469104,28+29
TF469105,28+29
TF469106,28+29
TF469107,28
TF469108,28
TF469109,28
TF4611,28+29
TF460113,28+29
TF460114,28+29
TF460115,28
TF460116,28
TF460117,28
TF460118,28
TF460119,28
TF461114,28+29
TF461115,28+29
TF461116,28
TF461117,28
TF461118,28
TF461119,28
TF462114,28+29
TF462115,28+29
TF462116,28
TF462117,28
TF462118,28
TF462119,28
TF463114,28+29
TF463115,28+29
TF463116,28
TF463117,28
TF463118,28
TF463119,28
TF464112,28+29
TF464113,28+29
TF464114,28+29
TF464115,28+29
TF464116,28
TF464117,28
TF464118,28
TF464119,28
TF465112,28+29
TF465113,28
TF465114,28
TF465115,28
TF465116,28
TF465117,28
TF465118,28
TF465119,28
TF466112,28+29
TF466113,28+29
TF466114,28
TF466115,28
TF466116,28
TF466117,28
TF466118,28
TF466119,28
TF467112,28+29
TF467113,28
TF467114,28
TF467115,28
TF467116,28
TF467117,28
TF467118,28
TF467119,28
TF468110,28+29
TF468111,28+29
TF468112,28+29
TF468113,28
TF468114,28
TF468115,28
TF468116,28
TF468117,28
TF468118,28
TF468119,28
TF469110,28
TF469111,28
TF469112,28
TF469113,28
TF469114,28
TF469115,28
TF469116,28
TF469117,28
TF469118,28
TF469119,28
TF4710,28+29
TF470100,28+29
TF470101,28+29
TF470102,28+29
TF470103,28
TF470104,28+29
TF470105,28+29
TF470106,28
TF470107,28
TF470108,28
TF470109,28
TF471100,28+29
TF471101,28
TF471102,28
TF471103,28
TF471104,28
TF471105,28
TF471106,28
TF471107,28
TF471108,28
TF471109,28
TF472100,28
TF472101,28
TF472102,28
TF472103,28
TF472104,28
TF472105,28
TF472106,28
TF472107,28
TF472108,28
TF472109,28
TF473100,28
TF473101,28
TF473102,28
TF473103,28
TF473104,28
TF473105,28
TF473106,28
TF473107,28
TF473108,28
TF473109,28
TF474100,28
TF474101,28
TF474102,28
TF474103,28
TF474104,28
TF474105,28
TF474106,28
TF474107,28
TF474108,28
TF474109,28
TF475100,28
TF475101,28
TF475102,28
TF475103,28
TF475104,28
TF475105,28
TF475106,28
TF475107,28
TF475108,28
TF475109,28
TF476100,28
TF476101,28
TF476102,28
TF476103,28
TF476104,28
TF476105,28
TF476106,28
TF476107,28
TF476108,28
TF476109,28
TF477100,28
TF477101,28
TF477102,28
TF477103,28
TF477104,28
TF477105,28
TF477106,28
TF477107,28
TF477108,28
TF477109,28
TF478100,28
TF478101,28
TF478102,28
TF478103,28
TF478104,28
TF478105,28
TF478106,28
TF478107,28
TF478108,28
TF478109,28
TF479100,28
TF479101,28
TF479102,28
TF479103,28
TF479104,28
TF479105,28
TF479106,28
TF479107,28
TF479108,28
TF479109,28
TF4711,28
TF41R,28
TF41S,28
TF41T,28+29+53
TF4616,28+29
TF460160,28
TF460161,28
TF460162,28
TF460163,28
TF460164,28+29
TF460165,28+29
TF461160,28
TF461161,28
TF461162,28
TF461163,28
TF461164,28
TF461165,28+29
TF462160,28
TF462161,28
TF462162,28
TF462163,28
TF462164,28
TF462165,28+29
TF463160,28
TF463161,28
TF463162,28
TF463163,28
TF463164,28
TF463165,28+29
TF463166,28+29
TF464160,28
TF464161,28
TF464162,28
TF464163,28
TF464164,28
TF464165,28+29
TF464166,28+29
TF465160,28
TF465161,28
TF465162,28
TF465163,28+29
TF465164,28+29
TF465165,28+29
TF466160,28
TF466161,28
TF466162,28+29
TF466163,28+29
TF467160,28
TF467161,28
TF467162,28+29
TF468160,28
TF468161,28
TF468162,28+29
TF468163,28+29
TF469160,28
TF469161,28
TF469162,28
TF469163,28+29
TF469164,28+29
TF4716,28+29
TF470160,28
TF470161,28
TF470162,28
TF470163,28
TF470164,28+29
TF470165,28+29
TF471160,28
TF471161,28
TF471162,28
TF471163,28+29
TF471164,28+29
TF471165,28+29
TF472160,28
TF472161,28
TF472162,28
TF472163,28
TF472164,28+29
TF472165,28+29
TF473160,28
TF473161,28
TF473162,28
TF473163,28
TF473164,28
TF473165,28+29
TF473166,28+29
TF474160,28
TF474161,28
TF474162,28
TF474163,28
TF474164,28
TF474165,28
TF474166,28+29
TF474167,28+29
TF475160,28
TF475161,28
TF475162,28
TF475163,28
TF475164,28
TF475165,28
TF475166,28
TF475167,28+29
TF475168,28+29
TF475169,28+29
TF476160,28
TF476161,28
TF476162,28
TF476163,28
TF476164,28
TF476165,28
TF476166,28
TF476167,28
TF476168,28
TF476169,28+29
TF477160,28
TF477161,28
TF477162,28
TF477163,28
TF477164,28
TF477165,28
TF477166,28
TF477167,28
TF477168,28
TF477169,28
TF478160,28
TF478161,28
TF478162,28
TF478163,28
TF478164,28
TF478165,28
TF478166,28
TF478167,28
TF478168,28
TF478169,28
TF479160,28
TF479161,28
TF479162,28
TF479163,28
TF479164,28
TF479165,28
TF479166,28
TF479167,28
TF479168,28
TF479169,28
TF4717,28+29+53
TF476170,28+29
TF477170,28+29
TF477171,28+29
TF478170,28
TF478171,28+29
TF478172,28+29
TF478173,28+29
TF478174,28+29
TF478175,28+29
TF478176,28+29+53
TF478177,28+53
TF479170,28
TF479171,28
TF479172,28
TF479173,28+29
TF479174,28+29
TF479175,28
TF479176,28
TF479177,28+53
TF41U,28+29+53
TF4718,28+53
TF475181,28+53
TF475182,28+53
TF476180,28+53
TF476181,28+53
TF476182,28+53
TF476183,28+53
TF477180,28+53
TF477181,28
TF477182,28
TF477183,28+53
TF477184,28+53
TF478180,28+53
TF478181,28
TF478182,28
TF478183,28
TF478184,28+53
TF478185,28+53
TF479180,28+53
TF479181,28
TF479182,28
TF479183,28
TF479184,28
TF479185,28+53
TF479186,28+53
TF41V,28
TF41W,28
TF41X,28
TF41Y,28+53
TF4816,28
TF4817,28+53
TF480170,28
TF480171,28
TF480172,28
TF480173,28
TF480174,28
TF480175,28
TF480176,28
TF480177,28+53
TF480178,28+53
TF480179,28+53
TF481170,28
TF481171,28
TF481172,28
TF481173,28
TF481174,28
TF481175,28
TF481176,28
TF481177,28
TF481178,28+53
TF481179,28
TF482170,28
TF482171,28
TF482172,28
TF482173,28
TF482174,28
TF482175,28
TF482176,28
TF482177,28
TF482178,28
TF482179,28
TF483170,28
TF483171,28
TF483172,28
TF483173,28
TF483174,28
TF483175,28
TF483176,28
TF483177,28
TF483178,28
TF483179,28
TF484170,28
TF484171,28
TF484172,28
TF484173,28
TF484174,28
TF484175,28
TF484176,28
TF484177,28
TF484178,28
TF484179,28
TF485170,28
TF485171,28
TF485172,28
TF485173,28
TF485174,28
TF485175,28
TF485176,28
TF485177,28
TF485178,28
TF485179,28
TF486170,28
TF486171,28
TF486172,28
TF486173,28
TF486174,28
TF486175,28
TF486176,28
TF486177,28
TF486178,28
TF486179,28
TF487170,28
TF487171,28
TF487172,28
TF487173,28
TF487174,28
TF487175,28
TF487176,28
TF487177,28
TF487178,28
TF487179,28
TF488170,28
TF488171,28
TF488172,28
TF488173,28
TF488174,28
TF488175,28
TF488176,28
TF488177,28
TF488178,28
TF488179,28
TF489170,28
TF489171,28
TF489172,28
TF489173,28
TF489174,28
TF489175,28
TF489176,28
TF489177,28
TF489178,28
TF489179,28
TF4916,28
TF4917,28
TF41Z,28+53
TF4818,28+53
TF480180,28+53
TF480181,28
TF480182,28
TF480183,28
TF480184,28
TF480185,28
TF480186,28+53
TF480187,28+53
TF480188,28+53
TF481180,28
TF481181,28
TF481182,28
TF481183,28
TF481184,28
TF481185,28
TF481186,28
TF481187,28
TF481188,28+53
TF481189,28+53
TF482180,28
TF482181,28
TF482182,28
TF482183,28
TF482184,28
TF482185,28
TF482186,28
TF482187,28
TF482188,28
TF482189,28+53
TF483180,28
TF483181,28
TF483182,28
TF483183,28
TF483184,28
TF483185,28
TF483186,28
TF483187,28
TF483188,28
TF483189,28
TF484180,28
TF484181,28
TF484182,28
TF484183,28
TF484184,28
TF484185,28
TF484186,28
TF484187,28
TF484188,28
TF484189,28
TF485180,28
TF485181,28
TF485182,28
TF485183,28
TF485184,28
TF485185,28
TF485186,28
TF485187,28
TF485188,28
TF485189,28
TF486180,28
TF486181,28
TF486182,28
TF486183,28
TF486184,28
TF486185,28
TF486186,28
TF486187,28
TF486188,28
TF486189,28
TF487180,28
TF487181,28
TF487182,28
TF487183,28
TF487184,28
TF487185,28
TF487186,28
TF487187,28
TF487188,28
TF487189,28
TF488180,28
TF488181,28
TF488182,28
TF488183,28
TF488184,28
TF488185,28
TF488186,28
TF488187,28
TF488188,28
TF488189,28
TF489180,28
TF489181,28
TF489182,28
TF489183,28
TF489184,28
TF489185,28
TF489186,28
TF489187,28
TF489188,28
TF489189,28
TF4819,28+53
TF482190,28+53
TF482191,28+53
TF483190,28
TF483191,28+53
TF483192,28+53
TF484190,28
TF484191,28
TF484192,28+53
TF484193,28+53
TF484194,28+53
TF485190,28
TF485191,28
TF485192,28
TF485193,28
TF485194,28+53
TF485195,28+53
TF486190,28
TF486191,28
TF486192,28
TF486193,28
TF486194,28
TF486195,28+53
TF486196,28+53
TF486197,28+53
TF487190,28
TF487191,28
TF487192,28
TF487193,28
TF487194,28
TF487195,28
TF487196,28
TF487197,28+53
TF487198,28+53
TF488190,28
TF488191,28
TF488192,28
TF488193,28
TF488194,28
TF488195,28
TF488196,28
TF488197,28
TF488198,28+53
TF488199,28+53
TF489190,28
TF489191,28
TF489192,28
TF489193,28
TF489194,28
TF489195,28
TF489196,28
TF489197,28
TF489198,28
TF489199,28
TF4918,28
TF4919,28
TF42,0+28+53
TF42SE,28+53
TF42NE,0+28+53
TF42V,28+53
TF4820,28+53
TF483209,28+53
TF484209,28+53
TF485208,28+53
TF485209,28+53
TF486208,28+53
TF486209,28+53
TF487207,28+53
TF487208,28+53
TF487209,28+53
TF488200,28+53
TF488207,28+53
TF488208,28+53
TF489200,28+53
TF489201,28+53
TF489206,28+53
TF489207,28+53
TF489208,28+53
TF4821,28+53
TF483210,28+53
TF484210,28+53
TF485210,28+53
TF4920,28+53
TF490200,28
TF490201,28+53
TF490202,28+53
TF490205,28+53
TF490206,28+53
TF490207,28+53
TF491200,28
TF491201,28
TF491202,28+53
TF491203,28+53
TF491205,28+53
TF491206,28+53
TF491207,28+53
TF492200,28
TF492201,28
TF492202,28
TF492203,28+53
TF492204,28+53
TF492205,28+53
TF492206,28+53
TF493200,28
TF493201,28
TF493202,28
TF493203,28
TF493204,28
TF493205,28+53
TF493206,28+53
