NG,0+97+104+105+110
NG759911,105
NG759912,105
NG759913,105
NG759914,105
NG759915,105
NG759916,105
NG759917,105
NG759918,105
NG759919,0+105
NG79L,0+105
NG7492,0+105
NG740920,0+105
NG740921,0
NG740922,0
NG740923,0
NG740924,0
NG740925,0
NG740926,0
NG740927,0
NG740928,0
NG740929,0
NG741920,0+105
NG741921,0+105
NG741922,0
NG741923,0
NG741924,0
NG741925,0
NG741926,0
NG741927,0
NG741928,0
NG741929,0
NG742920,105
NG742921,0+105
NG742922,0
NG742923,0
NG742924,0
NG742925,0
NG742926,0
NG742927,0
NG742928,0
NG742929,0
NG743920,105
NG743921,0+105
NG743922,0
NG743923,0
NG743924,0
NG743925,0
NG743926,0
NG743927,0
NG743928,0
NG743929,0
NG744920,105
NG744921,0+105
NG744922,0
NG744923,0
NG744924,0
NG744925,0
NG744926,0
NG744927,0
NG744928,0
NG744929,0
NG745920,105
NG745921,0+105
NG745922,0
NG745923,0
NG745924,0
NG745925,0
NG745926,0
NG745927,0
NG745928,0
NG745929,0
NG746920,0+105
NG746921,0+105
NG746922,0
NG746923,0
NG746924,0
NG746925,0
NG746926,0
NG746927,0
NG746928,0
NG746929,0
NG747920,0+105
NG747921,0
NG747922,0
NG747923,0
NG747924,0
NG747925,0
NG747926,0
NG747927,0
NG747928,0
NG747929,0
NG748920,0+105
NG748921,0
NG748922,0
NG748923,0
NG748924,0
NG748925,0
NG748926,0
NG748927,0
NG748928,0
NG748929,0
NG749920,0
NG749921,0
NG749922,0
NG749923,0
NG749924,0
NG749925,0
NG749926,0
NG749927,0
NG749928,0
NG749929,0
NG7493,0
NG7592,0+105
NG750920,0
NG750921,0
NG750922,0
NG750923,0
NG750924,0
NG750925,0
NG750926,0
NG750927,0
NG750928,0
NG750929,0
NG751920,0
NG751921,0
NG751922,0
NG751923,0
NG751924,0
NG751925,0
NG751926,0
NG751927,0
NG751928,0
NG751929,0
NG752920,0
NG752921,0
NG752922,0
NG752923,0
NG752924,0
NG752925,0
NG752926,0
NG752927,0
NG752928,0
NG752929,0
NG753920,0+105
NG753921,0
NG753922,0
NG753923,0
NG753924,0
NG753925,0
NG753926,0
NG753927,0
NG753928,0
NG753929,0
NG754920,0+105
NG754921,0
NG754922,0
NG754923,0
NG754924,0
NG754925,0
NG754926,0
NG754927,0
NG754928,0
NG754929,0
NG755920,0
NG755921,0
NG755922,0
NG755923,0
NG755924,0
NG755925,0
NG755926,0
NG755927,0
NG755928,0
NG755929,0
NG756920,0
NG756921,0
NG756922,0
NG756923,0
NG756924,0
NG756925,0
NG756926,0
NG756927,0
NG756928,0
NG756929,0
NG757920,0
NG757921,0
NG757922,0
NG757923,0
NG757924,0
NG757925,0
NG757926,0
NG757927,0
NG757928,0
NG757929,0
NG758920,0
NG758921,0
NG758922,0
NG758923,0
NG758924,0
NG758925,0
NG758926,0
NG758927,0
NG758928,0
NG758929,0
NG759920,0+105
NG759921,0
NG759922,0
NG759923,0
NG759924,0
NG759925,0
NG759926,0
NG759927,0
NG759928,0
NG759929,0
NG7593,0
NG79M,0
NG79N,0
NG79P,0
NG79Q,105
NG79R,0+105
NG7692,0+105
NG760920,0+105
NG760921,0+105
NG760922,0
NG760923,0
NG760924,0
NG760925,0
NG760926,0
NG760927,0
NG760928,0
NG760929,0
NG761920,105
NG761921,0+105
NG761922,0+105
NG761923,0
NG761924,0
NG761925,0
NG761926,0
NG761927,0
NG761928,0
NG761929,0
NG762920,105
NG762921,105
NG762922,0+105
NG762923,0+105
NG762924,0+105
NG762925,0
NG762926,0
NG762927,0
NG762928,0
NG762929,0
NG763920,105
NG763921,105
NG763922,105
NG763923,105
NG763924,0+105
NG763925,0
NG763926,0
NG763927,0
NG763928,0
NG763929,0
NG764920,105
NG764921,105
NG764922,105
NG764923,105
NG764924,0+105
NG764925,0+105
NG764926,0
NG764927,0
NG764928,0
NG764929,0
NG765920,105
NG765921,105
NG765922,105
NG765923,105
NG765924,105
NG765925,0+105
NG765926,0
NG765927,0
NG765928,0
NG765929,0
NG766920,105
NG766921,105
NG766922,105
NG766923,105
NG766924,105
NG766925,0+105
NG766926,0+105
NG766927,0
NG766928,0
NG766929,0
NG767920,105
NG767921,105
NG767922,105
NG767923,105
NG767924,105
NG767925,105
NG767926,0+105
NG767927,0
NG767928,0
NG767929,0
NG768920,105
NG768921,105
NG768922,105
NG768923,105
NG768924,105
NG768925,105
NG768926,0+105
NG768927,0+105
NG768928,0
NG768929,0
NG769920,105
NG769921,105
NG769922,105
NG769923,105
NG769924,105
NG769925,105
NG769926,105
NG769927,0+105
NG769928,0+105
NG769929,0+105
NG7693,0
NG7792,0+105
NG770920,105
NG770921,105
NG770922,105
NG770923,105
NG770924,105
NG770925,105
NG770926,105
NG770927,105
NG770928,105
NG770929,0+105
NG771920,105
NG771921,105
NG771922,105
NG771923,105
NG771924,105
NG771925,105
NG771926,105
NG771927,105
NG771928,0+105
NG771929,0+105
NG772920,105
NG772921,105
NG772922,105
NG772923,105
NG772924,105
NG772925,105
NG772926,105
NG772927,105
NG772928,0+105
NG772929,0
NG773920,105
NG773921,105
NG773922,105
NG773923,105
NG773924,105
NG773925,105
NG773926,105
NG773927,0+105
NG773928,0+105
NG773929,0
NG774920,105
NG774921,105
NG774922,105
NG774923,105
NG774924,105
NG774925,105
NG774926,105
NG774927,105
NG774928,0+105
NG774929,0+105
NG775920,105
NG775921,105
NG775922,105
NG775923,105
NG775924,105
NG775925,105
NG775926,105
NG775927,0+105
NG775928,0+105
NG775929,0
NG776920,105
NG776921,105
NG776922,105
NG776923,105
NG776924,105
NG776925,105
NG776926,105
NG776927,0+105
NG776928,0+105
NG776929,0
NG777920,105
NG777921,105
NG777922,105
NG777923,105
NG777924,105
NG777925,105
NG777926,0+105
NG777927,0+105
NG777928,0
NG777929,0
NG778920,105
NG778921,105
NG778922,105
NG778923,105
NG778924,105
NG778925,0+105
NG778926,0+105
NG778927,0+105
NG778928,0
NG778929,0
NG779920,105
NG779921,105
NG779922,105
NG779923,105
NG779924,105
NG779925,0+105
NG779926,0
NG779927,0
NG779928,0
NG779929,0
NG7793,0
NG79S,0
NG79T,0
NG79U,0
NG79V,105
NG79W,0+105
NG7892,0+105
NG780920,105
NG780921,105
NG780922,105
NG780923,105
NG780924,0+105
NG780925,0+105
NG780926,0
NG780927,0
NG780928,0
NG780929,0
NG781920,105
NG781921,105
NG781922,105
NG781923,105
NG781924,0+105
NG781925,0
NG781926,0
NG781927,0
NG781928,0
NG781929,0
NG782920,105
NG782921,105
NG782922,105
NG782923,105
NG782924,0+105
NG782925,0
NG782926,0
NG782927,0
NG782928,0
NG782929,0
NG783920,105
NG783921,105
NG783922,105
NG783923,105
NG783924,0+105
NG783925,0+105
NG783926,0+105
NG783927,0+105
NG783928,0
NG783929,0
NG784920,105
NG784921,105
NG784922,105
NG784923,105
NG784924,105
NG784925,0+105
NG784926,0+105
NG784927,0+105
NG784928,0
NG784929,0
NG785920,105
NG785921,105
NG785922,105
NG785923,105
NG785924,105
NG785925,0+105
NG785926,0
NG785927,0
NG785928,0
NG785929,0
NG786920,105
NG786921,105
NG786922,105
NG786923,105
NG786924,0+105
NG786925,0+105
NG786926,0
NG786927,0
NG786928,0
NG786929,0
NG787920,105
NG787921,105
NG787922,105
NG787923,105
NG787924,0+105
NG787925,0
NG787926,0
NG787927,0
NG787928,0
NG787929,0
NG788920,105
NG788921,105
NG788922,105
NG788923,105
NG788924,105
NG788925,0+105
NG788926,0+105
NG788927,0
NG788928,0
NG788929,0
NG789920,105
NG789921,105
NG789922,105
NG789923,105
NG789924,105
NG789925,105
NG789926,105
NG789927,0+105
NG789928,0
NG789929,0
NG7893,0
NG7992,0+105
NG790920,105
NG790921,105
NG790922,105
NG790923,105
NG790924,105
NG790925,105
NG790926,105
NG790927,0+105
NG790928,0+105
NG790929,0+105
NG791920,105
NG791921,105
NG791922,105
NG791923,105
NG791924,105
NG791925,105
NG791926,105
NG791927,0+105
NG791928,0+105
NG791929,0+105
NG792920,105
NG792921,105
NG792922,105
NG792923,105
NG792924,105
NG792925,105
NG792926,105
NG792927,105
NG792928,105
NG792929,0+105
NG793920,105
NG793921,105
NG793922,105
NG793923,105
NG793924,105
NG793925,105
NG793926,105
NG793927,105
NG793928,0+105
NG793929,0+105
NG794920,105
NG794921,105
NG794922,105
NG794923,105
NG794924,105
NG794925,105
NG794926,105
NG794927,105
NG794928,0+105
NG794929,0
NG795920,105
NG795921,105
NG795922,105
NG795923,105
NG795924,105
NG795925,105
NG795926,105
NG795927,0+105
NG795928,0+105
NG795929,0
NG796920,105
NG796921,105
NG796922,105
NG796923,105
NG796924,105
NG796925,105
NG796926,0+105
NG796927,0+105
NG796928,0
NG796929,0
NG797920,105
NG797921,105
NG797922,105
NG797923,105
NG797924,105
NG797925,105
NG797926,0+105
NG797927,0+105
NG797928,0
NG797929,0
NG798920,105
NG798921,105
NG798922,105
NG798923,105
NG798924,105
NG798925,105
NG798926,105
NG798927,0+105
NG798928,0+105
NG798929,0
NG799920,105
NG799921,105
NG799922,105
NG799923,105
NG799924,105
NG799925,105
NG799926,105
NG799927,0+105
NG799928,0
NG799929,0
NG7993,0+105
NG790930,0
NG790931,0
NG790932,0
NG790933,0
NG790934,0
NG790935,0
NG790936,0
NG790937,0
NG790938,0
NG790939,0
NG791930,0+105
NG791931,0
NG791932,0
NG791933,0
NG791934,0
NG791935,0
NG791936,0
NG791937,0
NG791938,0
NG791939,0
NG792930,0+105
NG792931,0
NG792932,0
NG792933,0
NG792934,0
NG792935,0
NG792936,0
NG792937,0
NG792938,0
NG792939,0
NG793930,0+105
NG793931,0
NG793932,0
NG793933,0
NG793934,0
NG793935,0
NG793936,0
NG793937,0
NG793938,0
NG793939,0
NG794930,0
NG794931,0
NG794932,0
NG794933,0
NG794934,0
NG794935,0
NG794936,0
NG794937,0
NG794938,0
NG794939,0
NG795930,0
NG795931,0
NG795932,0+105
NG795933,0
NG795934,0
NG795935,0
NG795936,0
NG795937,0
NG795938,0
NG795939,0
NG796930,0
NG796931,0
NG796932,0+105
NG796933,0+105
NG796934,0+105
NG796935,0
NG796936,0
NG796937,0
NG796938,0
NG796939,0
NG797930,0
NG797931,0+105
NG797932,0+105
NG797933,0+105
NG797934,0
NG797935,0
NG797936,0
NG797937,0
NG797938,0
NG797939,0
NG798930,0
NG798931,0+105
NG798932,105
NG798933,0+105
NG798934,0+105
NG798935,0
NG798936,0
NG798937,0
NG798938,0
NG798939,0
NG799930,0+105
NG799931,0+105
NG799932,105
NG799933,0+105
NG799934,0
NG799935,0
NG799936,0
NG799937,0
NG799938,0
NG799939,0
NG79X,0
NG79Y,0
NG79Z,0
NG80,0+97
NG80SW,97
NG80NW,0+97
NG80SE,0+97
NG80NE,0+97
NG80A,97
NG80B,97
NG80C,97
NG80D,97
NG80E,0+97
NG8008,97
NG8009,0+97
NG800090,97
NG800091,97
NG800092,97
NG800093,97
NG800094,0+97
NG800095,0+97
NG800096,0
NG800097,0
NG800098,0
NG800099,0
NG801090,97
NG801091,97
NG801092,97
NG801093,97
NG801094,0+97
NG801095,0
NG801096,0
NG801097,0
NG801098,0
NG801099,0
NG802090,97
NG802091,97
NG802092,97
NG802093,97
NG802094,0+97
NG802095,0
NG802096,0
NG802097,0
NG802098,0
NG802099,0
NG803090,97
NG803091,97
NG803092,97
NG803093,0+97
NG803094,0+97
NG803095,0
NG803096,0
NG803097,0
NG803098,0
NG803099,0
NG804090,97
NG804091,97
NG804092,97
NG804093,0+97
NG804094,0
NG804095,0
NG804096,0
NG804097,0
NG804098,0
NG804099,0
NG805090,97
NG805091,97
NG805092,97
NG805093,0+97
NG805094,0
NG805095,0
NG805096,0
NG805097,0
NG805098,0
NG805099,0
NG806090,97
NG806091,97
NG806092,97
NG806093,0+97
NG806094,0
NG806095,0
NG806096,0
NG806097,0
NG806098,0
NG806099,0
NG807090,97
NG807091,97
NG807092,0+97
NG807093,0+97
NG807094,0
NG807095,0
NG807096,0
NG807097,0
NG807098,0
NG807099,0
NG808090,97
NG808091,97
NG808092,0+97
NG808093,0
NG808094,0
NG808095,0
NG808096,0
NG808097,0
NG808098,0
NG808099,0
NG809090,97
NG809091,97
NG809092,0+97
NG809093,0
NG809094,0
NG809095,0
NG809096,0
NG809097,0
NG809098,0
NG809099,0
NG8108,0+97
NG810080,97
NG810081,97
NG810082,97
NG810083,97
NG810084,97
NG810085,97
NG810086,97
NG810087,97
NG810088,97
NG810089,97
NG811080,97
NG811081,97
NG811082,97
NG811083,97
NG811084,97
NG811085,97
NG811086,97
NG811087,97
NG811088,97
NG811089,97
NG812080,97
NG812081,97
NG812082,97
NG812083,97
NG812084,97
NG812085,97
NG812086,97
NG812087,97
NG812088,97
NG812089,97
NG813080,97
NG813081,97
NG813082,97
NG813083,97
NG813084,97
NG813085,97
NG813086,97
NG813087,97
NG813088,97
NG813089,97
NG814080,97
NG814081,97
NG814082,97
NG814083,97
NG814084,97
NG814085,97
NG814086,97
NG814087,97
NG814088,97
NG814089,97
NG815080,97
NG815081,97
NG815082,97
NG815083,97
NG815084,97
NG815085,97
NG815086,97
NG815087,97
NG815088,97
NG815089,97
NG816080,97
NG816081,97
NG816082,97
NG816083,97
NG816084,97
NG816085,97
NG816086,97
NG816087,97
NG816088,97
NG816089,97
NG817080,97
NG817081,97
NG817082,97
NG817083,97
NG817084,97
NG817085,97
NG817086,97
NG817087,97
NG817088,97
NG817089,0+97
NG818080,97
NG818081,97
NG818082,97
NG818083,97
NG818084,97
NG818085,97
NG818086,97
NG818087,97
NG818088,97
NG818089,0+97
NG819080,97
NG819081,97
NG819082,97
NG819083,97
NG819084,97
NG819085,97
NG819086,97
NG819087,97
NG819088,97
NG819089,0+97
NG8109,0+97
NG810090,97
NG810091,97
NG810092,0+97
NG810093,0
NG810094,0
NG810095,0
NG810096,0
NG810097,0
NG810098,0
NG810099,0
NG811090,97
NG811091,0+97
NG811092,0+97
NG811093,0
NG811094,0
NG811095,0
NG811096,0
NG811097,0
NG811098,0
NG811099,0
NG812090,97
NG812091,0+97
NG812092,0
NG812093,0
NG812094,0
NG812095,0
NG812096,0
NG812097,0
NG812098,0
NG812099,0
NG813090,0+97
NG813091,0+97
NG813092,0
NG813093,0
NG813094,0
NG813095,0
NG813096,0
NG813097,0
NG813098,0
NG813099,0
NG814090,0+97
NG814091,0
NG814092,0
NG814093,0
NG814094,0
NG814095,0
NG814096,0
NG814097,0
NG814098,0
NG814099,0
NG815090,0+97
NG815091,0
NG815092,0
NG815093,0
NG815094,0
NG815095,0
NG815096,0
NG815097,0
NG815098,0
NG815099,0
NG816090,0+97
NG816091,0
NG816092,0
NG816093,0
NG816094,0
NG816095,0
NG816096,0
NG816097,0
NG816098,0
NG816099,0
NG817090,0+97
NG817091,0
NG817092,0
NG817093,0
NG817094,0
NG817095,0
NG817096,0
NG817097,0
NG817098,0
NG817099,0
NG818090,0
NG818091,0
NG818092,0
NG818093,0
NG818094,0
NG818095,0
NG818096,0
NG818097,0
NG818098,0
NG818099,0
NG819090,0
NG819091,0
NG819092,0
NG819093,0
NG819094,0
NG819095,0
NG819096,0
NG819097,0
NG819098,0
NG819099,0
NG80F,97
NG80G,97
NG80H,97
NG80I,0+97
NG8206,97
NG8207,97
NG8306,0+97
NG830060,97
NG830061,97
NG830062,97
NG830063,97
NG830064,97
NG830065,97
NG830066,97
NG830067,97
NG830068,97
NG830069,97
NG831060,97
NG831061,97
NG831062,97
NG831063,97
NG831064,97
NG831065,97
NG831066,97
NG831067,97
NG831068,97
NG831069,97
NG832060,97
NG832061,97
NG832062,97
NG832063,97
NG832064,97
NG832065,97
NG832066,97
NG832067,97
NG832068,97
NG832069,97
NG833060,97
NG833061,97
NG833062,97
NG833063,97
NG833064,97
NG833065,97
NG833066,97
NG833067,97
NG833068,97
NG833069,97
NG834060,97
NG834061,97
NG834062,97
NG834063,97
NG834064,97
NG834065,97
NG834066,97
NG834067,97
NG834068,97
NG834069,97
NG835060,97
NG835061,97
NG835062,97
NG835063,97
NG835064,97
NG835065,97
NG835066,97
NG835067,97
NG835068,97
NG835069,97
NG836060,97
NG836061,97
NG836062,97
NG836063,97
NG836064,97
NG836065,97
NG836066,97
NG836067,97
NG836068,97
NG836069,97
NG837060,97
NG837061,97
NG837062,97
NG837063,97
NG837064,97
NG837065,97
NG837066,97
NG837067,97
NG837068,97
NG837069,97
NG838060,97
NG838061,97
NG838062,97
NG838063,97
NG838064,0+97
NG838065,0+97
NG838066,0+97
NG838067,0+97
NG838068,0+97
NG838069,0+97
NG839060,97
NG839061,97
NG839062,0+97
NG839063,0+97
NG839064,0+97
NG839065,0
NG839066,0
NG839067,0
NG839068,0
NG839069,0
NG8307,0+97
NG830070,97
NG830071,97
NG830072,97
NG830073,97
NG830074,97
NG830075,97
NG830076,97
NG830077,97
NG830078,97
NG830079,0+97
NG831070,97
NG831071,97
NG831072,97
NG831073,97
NG831074,97
NG831075,97
NG831076,97
NG831077,97
NG831078,0+97
NG831079,0+97
NG832070,97
NG832071,97
NG832072,97
NG832073,97
NG832074,97
NG832075,97
NG832076,97
NG832077,0+97
NG832078,0+97
NG832079,0
NG833070,97
NG833071,97
NG833072,97
NG833073,97
NG833074,97
NG833075,97
NG833076,0+97
NG833077,0+97
NG833078,0
NG833079,0
NG834070,97
NG834071,97
NG834072,97
NG834073,0+97
NG834074,0+97
NG834075,0+97
NG834076,0+97
NG834077,0
NG834078,0
NG834079,0
NG835070,0+97
NG835071,0+97
NG835072,0+97
NG835073,0+97
NG835074,0
NG835075,0
NG835076,0
NG835077,0
NG835078,0
NG835079,0
NG836070,0+97
NG836071,0
NG836072,0
NG836073,0
NG836074,0
NG836075,0
NG836076,0
NG836077,0
NG836078,0
NG836079,0
NG837070,0+97
NG837071,0
NG837072,0
NG837073,0
NG837074,0
NG837075,0
NG837076,0
NG837077,0
NG837078,0
NG837079,0
NG838070,0+97
NG838071,0
NG838072,0
NG838073,0
NG838074,0
NG838075,0
NG838076,0
NG838077,0
NG838078,0
NG838079,0
NG839070,0
NG839071,0
NG839072,0
NG839073,0
NG839074,0
NG839075,0
NG839076,0
NG839077,0
NG839078,0
NG839079,0
NG80J,0+97
NG8208,0+97
NG820080,97
NG820081,97
NG820082,97
NG820083,97
NG820084,97
NG820085,97
NG820086,97
NG820087,97
NG820088,97
NG820089,0+97
NG821080,97
NG821081,97
NG821082,97
NG821083,97
NG821084,97
NG821085,97
NG821086,97
NG821087,97
NG821088,97
NG821089,0+97
NG822080,97
NG822081,97
NG822082,97
NG822083,97
NG822084,97
NG822085,97
NG822086,97
NG822087,97
NG822088,0+97
NG822089,0+97
NG823080,97
NG823081,97
NG823082,97
NG823083,97
NG823084,97
NG823085,97
NG823086,97
NG823087,97
NG823088,0+97
NG823089,0+97
NG824080,97
NG824081,97
NG824082,97
NG824083,97
NG824084,97
NG824085,97
NG824086,97
NG824087,97
NG824088,97
NG824089,0+97
NG825080,97
NG825081,97
NG825082,97
NG825083,97
NG825084,97
NG825085,97
NG825086,97
NG825087,97
NG825088,0+97
NG825089,0+97
NG826080,97
NG826081,97
NG826082,97
NG826083,97
NG826084,97
NG826085,97
NG826086,97
NG826087,0+97
NG826088,0+97
NG826089,0
NG827080,97
NG827081,97
NG827082,97
NG827083,97
NG827084,97
NG827085,0+97
NG827086,0+97
NG827087,0+97
NG827088,0
NG827089,0
NG828080,97
NG828081,97
NG828082,0+97
NG828083,0+97
NG828084,0+97
NG828085,0+97
NG828086,0
NG828087,0
NG828088,0
NG828089,0
NG829080,0+97
NG829081,0+97
NG829082,0+97
NG829083,0
NG829084,0
NG829085,0
NG829086,0
NG829087,0
NG829088,0
NG829089,0
NG8209,0
NG8308,0+97
NG830080,0+97
NG830081,0
NG830082,0
NG830083,0
NG830084,0
NG830085,0
NG830086,0
NG830087,0
NG830088,0
NG830089,0
NG831080,0
NG831081,0
NG831082,0
NG831083,0
NG831084,0
NG831085,0
NG831086,0
NG831087,0
NG831088,0
NG831089,0
NG832080,0
NG832081,0
NG832082,0
NG832083,0
NG832084,0
NG832085,0
NG832086,0
NG832087,0
NG832088,0
NG832089,0
NG833080,0
NG833081,0
NG833082,0
NG833083,0
NG833084,0
NG833085,0
NG833086,0
NG833087,0
NG833088,0
NG833089,0
NG834080,0
NG834081,0
NG834082,0
NG834083,0
NG834084,0
NG834085,0
NG834086,0
NG834087,0
NG834088,0
NG834089,0
NG835080,0
NG835081,0
NG835082,0
NG835083,0
NG835084,0
NG835085,0
NG835086,0
NG835087,0
NG835088,0
NG835089,0
NG836080,0
NG836081,0
NG836082,0
NG836083,0
NG836084,0
NG836085,0
NG836086,0
NG836087,0
NG836088,0
NG836089,0
NG837080,0
NG837081,0
NG837082,0
NG837083,0
NG837084,0
NG837085,0
NG837086,0
NG837087,0
NG837088,0
NG837089,0
NG838080,0
NG838081,0
NG838082,0
NG838083,0
NG838084,0
NG838085,0
NG838086,0
NG838087,0
NG838088,0
NG838089,0
NG839080,0
NG839081,0
NG839082,0
NG839083,0
NG839084,0
NG839085,0
NG839086,0
NG839087,0
NG839088,0
NG839089,0
NG8309,0
NG80K,97
NG80L,97
NG80M,0+97
NG8404,97
NG8405,0+97
NG840050,97
NG840051,97
NG840052,97
NG840053,97
NG840054,97
NG840055,97
NG840056,97
NG840057,97
NG840058,97
NG840059,97
NG841050,97
NG841051,97
NG841052,97
NG841053,97
NG841054,97
NG841055,97
NG841056,97
NG841057,97
NG841058,97
NG841059,97
NG842050,97
NG842051,97
NG842052,97
NG842053,97
NG842054,97
NG842055,97
NG842056,97
NG842057,97
NG842058,97
NG842059,97
NG843050,97
NG843051,97
NG843052,97
NG843053,97
NG843054,97
NG843055,97
NG843056,97
NG843057,97
NG843058,97
NG843059,97
NG844050,97
NG844051,97
NG844052,97
NG844053,97
NG844054,97
NG844055,97
NG844056,97
NG844057,97
NG844058,97
NG844059,97
NG845050,97
NG845051,97
NG845052,97
NG845053,97
NG845054,97
NG845055,97
NG845056,97
NG845057,97
NG845058,97
NG845059,97
NG846050,97
NG846051,97
NG846052,97
NG846053,97
NG846054,97
NG846055,97
NG846056,97
NG846057,97
NG846058,97
NG846059,97
NG847050,97
NG847051,97
NG847052,97
NG847053,97
NG847054,97
NG847055,97
NG847056,97
NG847057,97
NG847058,97
NG847059,0+97
NG848050,97
NG848051,97
NG848052,97
NG848053,97
NG848054,97
NG848055,97
NG848056,97
NG848057,97
NG848058,0+97
NG848059,0+97
NG849050,97
NG849051,97
NG849052,97
NG849053,97
NG849054,97
NG849055,97
NG849056,0+97
NG849057,0+97
NG849058,0+97
NG849059,0
NG8504,97
NG8505,0+97
NG850050,97
NG850051,97
NG850052,97
NG850053,97
NG850054,97
NG850055,97
NG850056,0+97
NG850057,0
NG850058,0
NG850059,0
NG851050,97
NG851051,97
NG851052,97
NG851053,97
NG851054,97
NG851055,97
NG851056,0+97
NG851057,0+97
NG851058,0
NG851059,0
NG852050,97
NG852051,97
NG852052,97
NG852053,97
NG852054,97
NG852055,97
NG852056,0+97
NG852057,0+97
NG852058,0
NG852059,0
NG853050,97
NG853051,97
NG853052,97
NG853053,97
NG853054,0+97
NG853055,0+97
NG853056,0+97
NG853057,0
NG853058,0
NG853059,0
NG854050,97
NG854051,97
NG854052,97
NG854053,97
NG854054,0+97
NG854055,0
NG854056,0
NG854057,0
NG854058,0
NG854059,0
NG855050,97
NG855051,97
NG855052,97
NG855053,97
NG855054,0+97
NG855055,0
NG855056,0
NG855057,0
NG855058,0
NG855059,0
NG856050,97
NG856051,97
NG856052,97
NG856053,0+97
NG856054,0+97
NG856055,0
NG856056,0
NG856057,0
NG856058,0
NG856059,0
NG857050,97
NG857051,97
NG857052,97
NG857053,0+97
NG857054,0
NG857055,0
NG857056,0
NG857057,0
NG857058,0
NG857059,0
NG858050,97
NG858051,97
NG858052,0+97
NG858053,0+97
NG858054,0
NG858055,0
NG858056,0
NG858057,0
NG858058,0
NG858059,0
NG859050,97
NG859051,0+97
NG859052,0
NG859053,0
NG859054,0
NG859055,0
NG859056,0
NG859057,0
NG859058,0
NG859059,0
NG80N,0+97
NG8406,0+97
NG840060,97
NG840061,0+97
NG840062,0+97
NG840063,0
NG840064,0
NG840065,0
NG840066,0
NG840067,0
NG840068,0
NG840069,0
NG841060,97
NG841061,0+97
NG841062,0
NG841063,0
NG841064,0
NG841065,0
NG841066,0
NG841067,0
NG841068,0
NG841069,0
NG842060,97
NG842061,0+97
NG842062,0+97
NG842063,0+97
NG842064,0
NG842065,0
NG842066,0+97
NG842067,0+97
NG842068,0+97
NG842069,0
NG843060,97
NG843061,97
NG843062,97
NG843063,0+97
NG843064,0+97
NG843065,0+97
NG843066,0+97
NG843067,0+97
NG843068,0+97
NG843069,0
NG844060,97
NG844061,97
NG844062,97
NG844063,97
NG844064,97
NG844065,97
NG844066,0+97
NG844067,0+97
NG844068,0
NG844069,0
NG845060,97
NG845061,97
NG845062,97
NG845063,97
NG845064,0+97
NG845065,0+97
NG845066,0+97
NG845067,0
NG845068,0
NG845069,0
NG846060,97
NG846061,0+97
NG846062,0+97
NG846063,0+97
NG846064,0+97
NG846065,0
NG846066,0
NG846067,0
NG846068,0
NG846069,0
NG847060,0+97
NG847061,0+97
NG847062,0+97
NG847063,0+97
NG847064,0
NG847065,0
NG847066,0
NG847067,0
NG847068,0
NG847069,0
NG848060,0
NG848061,0
NG848062,0
NG848063,0
NG848064,0
NG848065,0
NG848066,0
NG848067,0
NG848068,0
NG848069,0
NG849060,0
NG849061,0
NG849062,0
NG849063,0
NG849064,0
NG849065,0
NG849066,0
NG849067,0
NG849068,0
NG849069,0
NG8407,0+97
NG840070,0
NG840071,0
NG840072,0
NG840073,0
NG840074,0
NG840075,0
NG840076,0
NG840077,0
NG840078,0
NG840079,0
NG841070,0
NG841071,0
NG841072,0
NG841073,0
NG841074,0
NG841075,0
NG841076,0
NG841077,0
NG841078,0
NG841079,0
NG842070,0
NG842071,0
NG842072,0
NG842073,0
NG842074,0
NG842075,0
NG842076,0
NG842077,0
NG842078,0
NG842079,0
NG843070,0
NG843071,0
NG843072,0
NG843073,0
NG843074,0
NG843075,0
NG843076,0
NG843077,0
NG843078,0
NG843079,0
NG844070,0
NG844071,0
NG844072,0
NG844073,0
NG844074,0
NG844075,0
NG844076,0
NG844077,0
NG844078,0
NG844079,0
NG845070,0
NG845071,0
NG845072,0
NG845073,0
NG845074,0
NG845075,0
NG845076,0
NG845077,0
NG845078,0
NG845079,0
NG846070,0
NG846071,0
NG846072,0
NG846073,0
NG846074,0
NG846075,0
NG846076,0
NG846077,0
NG846078,0
NG846079,0
NG847070,0
NG847071,0
NG847072,0
NG847073,0
NG847074,0
NG847075,0
NG847076,0
NG847077,0
NG847078,0
NG847079,0
NG848070,0
NG848071,0
NG848072,0
NG848073,0
NG848074,0
NG848075,0
NG848076,0
NG848077,0
NG848078,0
NG848079,0
NG849070,0
NG849071,0
NG849072,0
NG849073,0
NG849074,0
NG849075,0
NG849076,0
NG849077,0
NG849078,0
NG849079,0+97
NG8506,0
NG8507,0+97
NG850070,0
NG850071,0
NG850072,0
NG850073,0
NG850074,0
NG850075,0
NG850076,0
NG850077,0
NG850078,0+97
NG850079,0+97
NG851070,0
NG851071,0
NG851072,0
NG851073,0
NG851074,0
NG851075,0
NG851076,0
NG851077,0
NG851078,0+97
NG851079,97
NG852070,0
NG852071,0
NG852072,0
NG852073,0
NG852074,0
NG852075,0
NG852076,0+97
NG852077,0+97
NG852078,0+97
NG852079,97
NG853070,0
NG853071,0
NG853072,0
NG853073,0
NG853074,0
NG853075,0+97
NG853076,0+97
NG853077,97
NG853078,97
NG853079,97
NG854070,0
NG854071,0
NG854072,0
NG854073,0
NG854074,0+97
