NX,0+70+71+72+73+74+75
NX149332,0
NX149333,0
NX149334,0
NX149335,0
NX149336,0
NX149337,0
NX149338,0
NX149339,0
NX1532,0
NX1533,0
NX13M,0+74
NX1434,0+74
NX140340,74
NX140341,74
NX140342,74
NX140343,74
NX140344,74
NX140345,74
NX140346,74
NX140347,74
NX140348,74
NX140349,74
NX141340,74
NX141341,74
NX141342,74
NX141343,74
NX141344,74
NX141345,74
NX141346,74
NX141347,74
NX141348,74
NX141349,74
NX142340,74
NX142341,74
NX142342,74
NX142343,74
NX142344,74
NX142345,74
NX142346,74
NX142347,74
NX142348,74
NX142349,74
NX143340,74
NX143341,74
NX143342,74
NX143343,74
NX143344,74
NX143345,74
NX143346,74
NX143347,74
NX143348,74
NX143349,74
NX144340,74
NX144341,74
NX144342,74
NX144343,74
NX144344,74
NX144345,74
NX144346,74
NX144347,74
NX144348,74
NX144349,74
NX145340,0+74
NX145341,0+74
NX145342,0+74
NX145343,74
NX145344,74
NX145345,74
NX145346,74
NX145347,74
NX145348,74
NX145349,74
NX146340,0+74
NX146341,0
NX146342,0+74
NX146343,0+74
NX146344,74
NX146345,74
NX146346,74
NX146347,74
NX146348,74
NX146349,74
NX147340,0
NX147341,0
NX147342,0
NX147343,0+74
NX147344,0+74
NX147345,74
NX147346,74
NX147347,74
NX147348,74
NX147349,74
NX148340,0
NX148341,0
NX148342,0
NX148343,0+74
NX148344,0+74
NX148345,0+74
NX148346,74
NX148347,74
NX148348,74
NX148349,74
NX149340,0
NX149341,0
NX149342,0
NX149343,0
NX149344,0
NX149345,0+74
NX149346,0+74
NX149347,0+74
NX149348,0+74
NX149349,0+74
NX1435,74
NX1534,0+74
NX150340,0
NX150341,0
NX150342,0
NX150343,0
NX150344,0
NX150345,0
NX150346,0
NX150347,0
NX150348,0
NX150349,0+74
NX151340,0
NX151341,0
NX151342,0
NX151343,0
NX151344,0
NX151345,0
NX151346,0
NX151347,0
NX151348,0
NX151349,0
NX152340,0
NX152341,0
NX152342,0
NX152343,0
NX152344,0
NX152345,0
NX152346,0
NX152347,0
NX152348,0
NX152349,0
NX153340,0
NX153341,0
NX153342,0
NX153343,0
NX153344,0
NX153345,0
NX153346,0
NX153347,0
NX153348,0
NX153349,0
NX154340,0
NX154341,0
NX154342,0
NX154343,0
NX154344,0
NX154345,0
NX154346,0
NX154347,0
NX154348,0
NX154349,0
NX155340,0
NX155341,0
NX155342,0
NX155343,0
NX155344,0
NX155345,0
NX155346,0
NX155347,0
NX155348,0
NX155349,0
NX156340,0
NX156341,0
NX156342,0
NX156343,0
NX156344,0
NX156345,0
NX156346,0
NX156347,0
NX156348,0
NX156349,0
NX157340,0
NX157341,0
NX157342,0
NX157343,0
NX157344,0
NX157345,0
NX157346,0
NX157347,0
NX157348,0
NX157349,0
NX158340,0
NX158341,0
NX158342,0
NX158343,0
NX158344,0
NX158345,0
NX158346,0
NX158347,0
NX158348,0
NX158349,0
NX159340,0
NX159341,0
NX159342,0
NX159343,0
NX159344,0
NX159345,0
NX159346,0
NX159347,0
NX159348,0
NX159349,0
NX1535,0+74
NX150350,0+74
NX150351,0+74
NX150352,74
NX150353,74
NX150354,74
NX150355,74
NX150356,74
NX150357,74
NX150358,74
NX150359,74
NX151350,0+74
NX151351,0+74
NX151352,0+74
NX151353,74
NX151354,74
NX151355,74
NX151356,74
NX151357,74
NX151358,74
NX151359,74
NX152350,0
NX152351,0
NX152352,0+74
NX152353,0+74
NX152354,74
NX152355,74
NX152356,74
NX152357,74
NX152358,74
NX152359,0+74
NX153350,0
NX153351,0
NX153352,0+74
NX153353,0+74
NX153354,0+74
NX153355,74
NX153356,74
NX153357,74
NX153358,0+74
NX153359,0+74
NX154350,0
NX154351,0
NX154352,0
NX154353,0
NX154354,0+74
NX154355,0+74
NX154356,0+74
NX154357,0+74
NX154358,0+74
NX154359,0
NX155350,0
NX155351,0
NX155352,0
NX155353,0
NX155354,0
NX155355,0
NX155356,0
NX155357,0
NX155358,0
NX155359,0
NX156350,0
NX156351,0
NX156352,0
NX156353,0
NX156354,0
NX156355,0
NX156356,0
NX156357,0
NX156358,0
NX156359,0
NX157350,0
NX157351,0
NX157352,0
NX157353,0
NX157354,0
NX157355,0
NX157356,0
NX157357,0
NX157358,0
NX157359,0
NX158350,0
NX158351,0
NX158352,0
NX158353,0
NX158354,0
NX158355,0
NX158356,0
NX158357,0
NX158358,0
NX158359,0
NX159350,0
NX159351,0
NX159352,0
NX159353,0
NX159354,0
NX159355,0
NX159356,0
NX159357,0
NX159358,0
NX159359,0
NX13N,0+74
NX1436,0+74
NX140360,74
NX140361,74
NX140362,74
NX140363,74
NX140364,74
NX140365,74
NX140366,74
NX140367,74
NX140368,74
NX140369,0+74
NX141360,74
NX141361,74
NX141362,74
NX141363,74
NX141364,74
NX141365,74
NX141366,74
NX141367,74
NX141368,74
NX141369,0+74
NX142360,74
NX142361,74
NX142362,74
NX142363,74
NX142364,74
NX142365,74
NX142366,74
NX142367,74
NX142368,0+74
NX142369,0+74
NX143360,74
NX143361,74
NX143362,74
NX143363,74
NX143364,74
NX143365,0+74
NX143366,0+74
NX143367,0+74
NX143368,0+74
NX143369,0
NX144360,74
NX144361,74
NX144362,74
NX144363,74
NX144364,0+74
NX144365,0+74
NX144366,0
NX144367,0
NX144368,0
NX144369,0
NX145360,74
NX145361,74
NX145362,74
NX145363,74
NX145364,0+74
NX145365,0
NX145366,0
NX145367,0
NX145368,0
NX145369,0
NX146360,74
NX146361,74
NX146362,74
NX146363,74
NX146364,0+74
NX146365,0
NX146366,0
NX146367,0
NX146368,0
NX146369,0
NX147360,74
NX147361,74
NX147362,74
NX147363,0+74
NX147364,0+74
NX147365,0
NX147366,0
NX147367,0
NX147368,0
NX147369,0
NX148360,74
NX148361,74
NX148362,0+74
NX148363,0+74
NX148364,0
NX148365,0
NX148366,0
NX148367,0
NX148368,0
NX148369,0
NX149360,74
NX149361,0+74
NX149362,0+74
NX149363,0
NX149364,0
NX149365,0
NX149366,0
NX149367,0
NX149368,0
NX149369,0
NX1437,0+74
NX140370,0+74
NX140371,0
NX140372,0
NX140373,0
NX140374,0
NX140375,0
NX140376,0
NX140377,0
NX140378,0
NX140379,0
NX141370,0+74
NX141371,0
NX141372,0
NX141373,0
NX141374,0
NX141375,0
NX141376,0
NX141377,0
NX141378,0
NX141379,0
NX142370,0
NX142371,0
NX142372,0
NX142373,0
NX142374,0
NX142375,0
NX142376,0
NX142377,0
NX142378,0
NX142379,0
NX143370,0
NX143371,0
NX143372,0
NX143373,0
NX143374,0
NX143375,0
NX143376,0
NX143377,0
NX143378,0
NX143379,0
NX144370,0
NX144371,0
NX144372,0
NX144373,0
NX144374,0
NX144375,0
NX144376,0
NX144377,0
NX144378,0
NX144379,0
NX145370,0
NX145371,0
NX145372,0
NX145373,0
NX145374,0
NX145375,0
NX145376,0
NX145377,0
NX145378,0
NX145379,0
NX146370,0
NX146371,0
NX146372,0
NX146373,0
NX146374,0
NX146375,0
NX146376,0
NX146377,0
NX146378,0
NX146379,0
NX147370,0
NX147371,0
NX147372,0
NX147373,0
NX147374,0
NX147375,0
NX147376,0
NX147377,0
NX147378,0
NX147379,0
NX148370,0
NX148371,0
NX148372,0
NX148373,0
NX148374,0
NX148375,0
NX148376,0
NX148377,0
NX148378,0
NX148379,0
NX149370,0
NX149371,0
NX149372,0
NX149373,0
NX149374,0
NX149375,0
NX149376,0
NX149377,0
NX149378,0
NX149379,0
NX1536,0+74
NX150360,0+74
NX150361,0+74
NX150362,0
NX150363,0
NX150364,0
NX150365,0
NX150366,0
NX150367,0
NX150368,0
NX150369,0
NX151360,0+74
NX151361,0
NX151362,0
NX151363,0
NX151364,0
NX151365,0
NX151366,0
NX151367,0
NX151368,0
NX151369,0
NX152360,0+74
NX152361,0
NX152362,0
NX152363,0
NX152364,0
NX152365,0
NX152366,0
NX152367,0
NX152368,0
NX152369,0
NX153360,0
NX153361,0
NX153362,0
NX153363,0
NX153364,0
NX153365,0
NX153366,0
NX153367,0
NX153368,0
NX153369,0
NX154360,0
NX154361,0
NX154362,0
NX154363,0
NX154364,0
NX154365,0
NX154366,0
NX154367,0
NX154368,0
NX154369,0
NX155360,0
NX155361,0
NX155362,0
NX155363,0
NX155364,0
NX155365,0
NX155366,0
NX155367,0
NX155368,0
NX155369,0
NX156360,0
NX156361,0
NX156362,0
NX156363,0
NX156364,0
NX156365,0
NX156366,0
NX156367,0
NX156368,0
NX156369,0
NX157360,0
NX157361,0
NX157362,0
NX157363,0
NX157364,0
NX157365,0
NX157366,0
NX157367,0
NX157368,0
NX157369,0
NX158360,0
NX158361,0
NX158362,0
NX158363,0
NX158364,0
NX158365,0
NX158366,0
NX158367,0
NX158368,0
NX158369,0
NX159360,0
NX159361,0
NX159362,0
NX159363,0
NX159364,0
NX159365,0
NX159366,0
NX159367,0
NX159368,0
NX159369,0
NX1537,0
NX13P,0
NX13Q,0
NX13R,0
NX13S,0
NX13T,0
NX13U,0
NX13V,0
NX13W,0
NX13X,0
NX13Y,0
NX13Z,0
NX14,0+74
NX14SW,0+74
NX14NW,0+74
NX14SE,0
NX14NE,0
NX14A,74
NX14B,0+74
NX1042,74
NX1043,74
NX1142,74
NX1143,0+74
NX110430,74
NX110431,74
NX110432,74
NX110433,74
NX110434,74
NX110435,74
NX110436,74
NX110437,74
NX110438,74
NX110439,74
NX111430,74
NX111431,74
NX111432,74
NX111433,74
NX111434,74
NX111435,74
NX111436,74
NX111437,74
NX111438,74
NX111439,74
NX112430,74
NX112431,74
NX112432,74
NX112433,74
NX112434,74
NX112435,74
NX112436,74
NX112437,74
NX112438,74
NX112439,74
NX113430,74
NX113431,74
NX113432,74
NX113433,74
NX113434,74
NX113435,74
NX113436,74
NX113437,74
NX113438,74
NX113439,74
NX114430,74
NX114431,74
NX114432,74
NX114433,74
NX114434,74
NX114435,74
NX114436,74
NX114437,74
NX114438,74
NX114439,74
NX115430,74
NX115431,74
NX115432,74
NX115433,74
NX115434,74
NX115435,74
NX115436,74
NX115437,74
NX115438,74
NX115439,74
NX116430,74
NX116431,74
NX116432,74
NX116433,74
NX116434,74
NX116435,74
NX116436,74
NX116437,74
NX116438,74
NX116439,74
NX117430,74
NX117431,74
NX117432,74
NX117433,74
NX117434,74
NX117435,74
NX117436,74
NX117437,0+74
NX117438,0+74
NX117439,0+74
NX118430,74
NX118431,74
NX118432,74
NX118433,0+74
NX118434,0+74
NX118435,0+74
NX118436,0+74
NX118437,0+74
NX118438,0
NX118439,0
NX119430,74
NX119431,0+74
NX119432,0+74
NX119433,0+74
NX119434,0+74
NX119435,0
NX119436,0
NX119437,0
NX119438,0
NX119439,0
NX14C,0+74
NX1044,74
NX1045,74
NX1144,0+74
NX110440,74
NX110441,74
NX110442,74
NX110443,74
NX110444,74
NX110445,74
NX110446,74
NX110447,74
NX110448,74
NX110449,74
NX111440,74
NX111441,74
NX111442,74
NX111443,74
NX111444,74
NX111445,74
NX111446,74
NX111447,74
NX111448,74
NX111449,74
NX112440,74
NX112441,74
NX112442,74
NX112443,74
NX112444,74
NX112445,74
NX112446,74
NX112447,74
NX112448,0+74
NX112449,0+74
NX113440,74
NX113441,74
NX113442,74
NX113443,74
NX113444,74
NX113445,74
NX113446,74
NX113447,74
NX113448,0+74
NX113449,0
NX114440,74
NX114441,74
NX114442,74
NX114443,74
NX114444,74
NX114445,74
NX114446,74
NX114447,0+74
NX114448,0+74
NX114449,0
NX115440,74
NX115441,74
NX115442,74
NX115443,74
NX115444,74
NX115445,0+74
NX115446,0+74
NX115447,0+74
NX115448,0
NX115449,0
NX116440,74
NX116441,74
NX116442,0+74
NX116443,0+74
NX116444,0+74
NX116445,0+74
NX116446,0
NX116447,0
NX116448,0
NX116449,0
NX117440,0+74
NX117441,0+74
NX117442,0+74
NX117443,0
NX117444,0
NX117445,0
NX117446,0
NX117447,0
NX117448,0
NX117449,0
NX118440,0
NX118441,0+74
NX118442,0
NX118443,0
NX118444,0
NX118445,0
NX118446,0
NX118447,0
NX118448,0
NX118449,0
NX119440,0
NX119441,0
NX119442,0
NX119443,0
NX119444,0
NX119445,0
NX119446,0
NX119447,0
NX119448,0
NX119449,0
NX1145,0+74
NX110450,74
NX110451,74
NX110452,74
NX110453,74
NX110454,74
NX110455,74
NX110456,74
NX110457,74
NX110458,74
NX110459,74
NX111450,74
NX111451,74
NX111452,74
NX111453,74
NX111454,74
NX111455,74
NX111456,74
NX111457,0+74
NX111458,0+74
NX111459,74
NX112450,0+74
NX112451,0+74
NX112452,0+74
NX112453,74
NX112454,74
NX112455,74
NX112456,0+74
NX112457,0+74
NX112458,0+74
NX112459,0+74
NX113450,0
NX113451,0+74
NX113452,0+74
NX113453,0+74
NX113454,0+74
NX113455,0+74
NX113456,0+74
NX113457,0
NX113458,0
NX113459,0
NX114450,0
NX114451,0
NX114452,0
NX114453,0
NX114454,0
NX114455,0
NX114456,0
NX114457,0
NX114458,0
NX114459,0
NX115450,0
NX115451,0
NX115452,0
NX115453,0
NX115454,0
NX115455,0
NX115456,0
NX115457,0
NX115458,0
NX115459,0
NX116450,0
NX116451,0
NX116452,0
NX116453,0
NX116454,0
NX116455,0
NX116456,0
NX116457,0
NX116458,0
NX116459,0
NX117450,0
NX117451,0
NX117452,0
NX117453,0
NX117454,0
NX117455,0
NX117456,0
NX117457,0
NX117458,0
NX117459,0
NX118450,0
NX118451,0
NX118452,0
NX118453,0
NX118454,0
NX118455,0
NX118456,0
NX118457,0
NX118458,0
NX118459,0
NX119450,0
NX119451,0
NX119452,0
NX119453,0
NX119454,0
NX119455,0
NX119456,0
NX119457,0
NX119458,0
NX119459,0
NX14D,0+74
NX1046,74
NX1047,0+74
NX100470,74
NX100471,74
NX100472,74
NX100473,74
NX100474,74
NX100475,74
NX100476,74
NX100477,74
NX100478,74
NX100479,74
NX101470,74
NX101471,74
NX101472,74
NX101473,74
NX101474,74
NX101475,74
NX101476,74
NX101477,74
NX101478,74
NX101479,74
NX102470,74
NX102471,74
NX102472,74
NX102473,74
NX102474,74
NX102475,74
NX102476,74
NX102477,74
NX102478,74
NX102479,74
NX103470,74
NX103471,74
NX103472,74
NX103473,74
NX103474,74
NX103475,74
NX103476,74
NX103477,74
NX103478,74
NX103479,74
NX104470,74
NX104471,74
NX104472,74
NX104473,74
NX104474,74
NX104475,74
NX104476,74
NX104477,74
NX104478,74
NX104479,74
NX105470,74
NX105471,74
NX105472,74
NX105473,74
NX105474,74
NX105475,74
NX105476,74
NX105477,74
NX105478,74
NX105479,74
NX106470,74
NX106471,74
NX106472,74
NX106473,74
NX106474,74
NX106475,74
NX106476,74
NX106477,74
NX106478,74
NX106479,74
NX107470,74
NX107471,74
NX107472,74
NX107473,74
NX107474,74
NX107475,74
NX107476,0+74
NX107477,0+74
NX107478,0+74
NX107479,0+74
NX108470,74
NX108471,0+74
NX108472,74
NX108473,0+74
NX108474,0+74
NX108475,0+74
NX108476,0+74
NX108477,0+74
NX108478,0+74
NX108479,0
NX109470,0+74
NX109471,0+74
NX109472,0+74
NX109473,0+74
NX109474,0
NX109475,0
NX109476,0+74
NX109477,0+74
NX109478,0
NX109479,0
NX1146,0+74
NX110460,74
NX110461,74
NX110462,74
NX110463,74
NX110464,74
NX110465,74
NX110466,74
NX110467,74
NX110468,0+74
NX110469,0+74
NX111460,0+74
NX111461,0+74
NX111462,74
NX111463,74
NX111464,0+74
NX111465,0+74
NX111466,74
NX111467,0+74
NX111468,0+74
NX111469,0
NX112460,0+74
NX112461,0+74
NX112462,0+74
NX112463,0+74
NX112464,0+74
NX112465,0+74
NX112466,0+74
NX112467,0+74
NX112468,0
NX112469,0
NX113460,0
NX113461,0+74
NX113462,0+74
NX113463,0+74
NX113464,0+74
NX113465,0+74
NX113466,0+74
NX113467,0
NX113468,0
NX113469,0
NX114460,0
NX114461,0
NX114462,0
NX114463,0
NX114464,0
NX114465,0
NX114466,0
NX114467,0
NX114468,0
NX114469,0
NX115460,0
NX115461,0
NX115462,0
NX115463,0
NX115464,0
NX115465,0
NX115466,0
NX115467,0
NX115468,0
NX115469,0
NX116460,0
NX116461,0
NX116462,0
NX116463,0
NX116464,0
NX116465,0
NX116466,0
NX116467,0
NX116468,0
NX116469,0
NX117460,0
NX117461,0
NX117462,0
NX117463,0
NX117464,0
NX117465,0
NX117466,0
NX117467,0
NX117468,0
NX117469,0
NX118460,0
NX118461,0
NX118462,0
NX118463,0
NX118464,0
NX118465,0
NX118466,0
NX118467,0
NX118468,0
NX118469,0
NX119460,0
NX119461,0
NX119462,0
NX119463,0
NX119464,0
NX119465,0
NX119466,0
NX119467,0
NX119468,0
NX119469,0
NX1147,0+74
NX110470,0+74
NX110471,0
NX110472,0
NX110473,0
NX110474,0
NX110475,0
NX110476,0
NX110477,0
NX110478,0
NX110479,0
NX111470,0
NX111471,0
NX111472,0
NX111473,0
NX111474,0
NX111475,0
NX111476,0
NX111477,0
NX111478,0
NX111479,0
NX112470,0
NX112471,0
NX112472,0
NX112473,0
NX112474,0
NX112475,0
NX112476,0
NX112477,0
NX112478,0
NX112479,0
NX113470,0
NX113471,0
NX113472,0
NX113473,0
NX113474,0
NX113475,0
NX113476,0
NX113477,0
NX113478,0
NX113479,0
NX114470,0
NX114471,0
NX114472,0
NX114473,0
NX114474,0
NX114475,0
NX114476,0
NX114477,0
NX114478,0
NX114479,0
NX115470,0
NX115471,0
NX115472,0
NX115473,0
NX115474,0
NX115475,0
NX115476,0
NX115477,0
NX115478,0
NX115479,0
NX116470,0
NX116471,0
NX116472,0
NX116473,0
NX116474,0
NX116475,0
NX116476,0
NX116477,0
NX116478,0
NX116479,0
NX117470,0
NX117471,0
NX117472,0
NX117473,0
NX117474,0
NX117475,0
NX117476,0
NX117477,0
NX117478,0
NX117479,0
NX118470,0
NX118471,0
NX118472,0
NX118473,0
NX118474,0
NX118475,0
NX118476,0
NX118477,0
NX118478,0
NX118479,0
NX119470,0
NX119471,0
NX119472,0
NX119473,0
NX119474,0
NX119475,0
NX119476,0
NX119477,0
NX119478,0
NX119479,0
NX14E,0+74
NX1048,0+74
NX100480,74
NX100481,74
NX100482,74
NX100483,74
NX100484,74
NX100485,74
NX100486,74
NX100487,74
NX100488,74
NX100489,74
NX101480,74
NX101481,74
NX101482,74
NX101483,74
NX101484,74
NX101485,74
NX101486,74
NX101487,74
NX101488,74
NX101489,74
NX102480,74
NX102481,74
NX102482,74
NX102483,74
NX102484,74
NX102485,74
NX102486,74
NX102487,74
NX102488,74
NX102489,74
NX103480,74
NX103481,74
NX103482,74
NX103483,74
NX103484,74
NX103485,74
NX103486,74
NX103487,74
NX103488,74
NX103489,74
NX104480,74
NX104481,74
NX104482,74
NX104483,74
NX104484,74
NX104485,74
NX104486,74
NX104487,74
NX104488,74
NX104489,0+74
NX105480,74
NX105481,74
NX105482,74
NX105483,74
NX105484,74
NX105485,74
NX105486,74
NX105487,0+74
NX105488,0+74
NX105489,0+74
NX106480,74
NX106481,74
NX106482,74
NX106483,74
NX106484,74
NX106485,74
NX106486,0+74
NX106487,0+74
NX106488,0+74
NX106489,0
NX107480,0+74
NX107481,0+74
NX107482,0+74
NX107483,0+74
NX107484,0+74
NX107485,0+74
NX107486,0+74
NX107487,0
NX107488,0
NX107489,0
NX108480,0
NX108481,0
NX108482,0
NX108483,0
NX108484,0
NX108485,0
NX108486,0
NX108487,0
NX108488,0
NX108489,0
NX109480,0
NX109481,0
NX109482,0
NX109483,0
NX109484,0
NX109485,0
NX109486,0
NX109487,0
NX109488,0
NX109489,0
NX1049,0+74
NX100490,74
NX100491,74
NX100492,74
NX100493,74
NX100494,74
NX100495,74
NX100496,74
NX100497,74
NX100498,74
NX100499,74
NX101490,74
NX101491,74
NX101492,74
NX101493,74
NX101494,74
NX101495,74
NX101496,74
NX101497,74
NX101498,74
NX101499,74
NX102490,74
NX102491,74
NX102492,74
NX102493,74
NX102494,74
NX102495,74
NX102496,74
NX102497,74
NX102498,74
NX102499,74
NX103490,74
NX103491,0+74
NX103492,74
NX103493,74
NX103494,74
NX103495,74
NX103496,74
NX103497,74
NX103498,74
NX103499,74
NX104490,0+74
NX104491,0+74
NX104492,0+74
NX104493,0+74
NX104494,74
NX104495,74
NX104496,74
NX104497,74
NX104498,74
NX104499,74
NX105490,0
NX105491,0
NX105492,0
NX105493,0+74
NX105494,0+74
NX105495,0+74
NX105496,74
NX105497,74
NX105498,74
NX105499,74
NX106490,0
NX106491,0
NX106492,0
NX106493,0
NX106494,0
NX106495,0+74
NX106496,0+74
NX106497,0+74
NX106498,74
NX106499,74
NX107490,0
NX107491,0
NX107492,0
NX107493,0
NX107494,0
NX107495,0
NX107496,0
NX107497,0+74
NX107498,0+74
NX107499,0+74
NX108490,0
NX108491,0
NX108492,0
NX108493,0
NX108494,0
NX108495,0
NX108496,0
NX108497,0
NX108498,0
NX108499,0+74
NX109490,0
NX109491,0
NX109492,0
NX109493,0
NX109494,0
NX109495,0
NX109496,0
NX109497,0
NX109498,0
NX109499,0
NX1148,0
NX1149,0
NX14F,0+74
NX1240,0+74
NX120400,74
NX120401,74
NX120402,74
NX120403,74
NX120404,74
NX120405,74
NX120406,74
NX120407,74
NX120408,74
NX120409,74
NX121400,74
NX121401,74
NX121402,74
NX121403,74
NX121404,74
NX121405,74
NX121406,74
NX121407,74
NX121408,74
NX121409,74
NX122400,74
NX122401,74
NX122402,74
NX122403,74
NX122404,74
NX122405,74
NX122406,74
NX122407,74
NX122408,74
NX122409,74
NX123400,74
NX123401,74
NX123402,74
NX123403,74
NX123404,74
NX123405,74
NX123406,74
NX123407,74
NX123408,74
NX123409,74
NX124400,74
NX124401,74
NX124402,74
NX124403,74
NX124404,74
NX124405,74
NX124406,74
NX124407,74
NX124408,74
NX124409,0+74
NX125400,74
NX125401,74
NX125402,74
NX125403,74
NX125404,74
NX125405,74
NX125406,74
NX125407,74
NX125408,0+74
NX125409,0+74
NX126400,74
NX126401,74
NX126402,74
NX126403,74
NX126404,74
NX126405,74
NX126406,0+74
NX126407,0+74
NX126408,0+74
NX126409,0
NX127400,0+74
NX127401,0+74
NX127402,0+74
NX127403,0+74
NX127404,0+74
NX127405,0+74
NX127406,0+74
NX127407,0+74
NX127408,0
NX127409,0
NX128400,0
NX128401,0
NX128402,0
NX128403,0
NX128404,0
NX128405,0
NX128406,0
NX128407,0
NX128408,0
NX128409,0
NX129400,0
NX129401,0
NX129402,0
NX129403,0
NX129404,0
NX129405,0
NX129406,0
NX129407,0
NX129408,0
NX129409,0
NX1241,0+74
NX120410,74
NX120411,74
NX120412,74
NX120413,74
NX120414,74
NX120415,74
NX120416,74
NX120417,74
NX120418,74
NX120419,74
NX121410,74
NX121411,74
NX121412,74
NX121413,74
NX121414,74
NX121415,74
NX121416,74
NX121417,74
NX121418,74
NX121419,74
NX122410,74
NX122411,74
NX122412,74
NX122413,74
NX122414,74
NX122415,74
NX122416,74
NX122417,74
NX122418,74
NX122419,74
NX123410,74
NX123411,74
NX123412,74
NX123413,74
NX123414,74
NX123415,74
NX123416,74
NX123417,0+74
NX123418,0+74
NX123419,0+74
NX124410,0+74
NX124411,0+74
NX124412,0+74
NX124413,0+74
NX124414,0+74
NX124415,0+74
NX124416,0+74
NX124417,0+74
NX124418,0
NX124419,0
NX125410,0
NX125411,0
NX125412,0
NX125413,0
NX125414,0
NX125415,0+74
NX125416,0+74
NX125417,0
NX125418,0
NX125419,0
NX126410,0
NX126411,0
NX126412,0
NX126413,0
NX126414,0
NX126415,0
NX126416,0
NX126417,0
NX126418,0
NX126419,0
NX127410,0
NX127411,0
NX127412,0
NX127413,0
NX127414,0
NX127415,0
NX127416,0
NX127417,0
NX127418,0
NX127419,0
NX128410,0
NX128411,0
NX128412,0
NX128413,0
NX128414,0
NX128415,0
NX128416,0
NX128417,0
NX128418,0
NX128419,0
NX129410,0
NX129411,0
NX129412,0
NX129413,0
NX129414,0
NX129415,0
NX129416,0
NX129417,0
NX129418,0
NX129419,0
NX1340,0
NX1341,0
NX14G,0+74
NX1242,0+74
NX120420,74
NX120421,74
NX120422,74
NX120423,74
NX120424,74
NX120425,74
NX120426,74
NX120427,74
NX120428,74
NX120429,74
NX121420,74
NX121421,74
NX121422,74
NX121423,74
NX121424,74
NX121425,74
NX121426,74
NX121427,74
NX121428,74
NX121429,0+74
NX122420,74
NX122421,74
NX122422,74
NX122423,74
NX122424,74
NX122425,74
NX122426,74
NX122427,74
NX122428,0+74
NX122429,0+74
NX123420,0+74
NX123421,0+74
NX123422,0+74
NX123423,74
NX123424,74
NX123425,74
NX123426,74
NX123427,0+74
NX123428,0+74
NX123429,0
NX124420,0
NX124421,0
NX124422,0+74
NX124423,0+74
NX124424,0+74
NX124425,0+74
NX124426,0+74
NX124427,0+74
NX124428,0
NX124429,0
NX125420,0
NX125421,0
NX125422,0
NX125423,0+74
NX125424,0+74
NX125425,0+74
NX125426,0
NX125427,0
NX125428,0
NX125429,0
NX126420,0
NX126421,0
NX126422,0
NX126423,0
NX126424,0
NX126425,0
NX126426,0
NX126427,0
NX126428,0
NX126429,0
NX127420,0
NX127421,0
NX127422,0
NX127423,0
NX127424,0
NX127425,0
NX127426,0
NX127427,0
NX127428,0
NX127429,0
NX128420,0
NX128421,0
NX128422,0
NX128423,0
NX128424,0
NX128425,0
NX128426,0
NX128427,0
NX128428,0
NX128429,0
NX129420,0
NX129421,0
NX129422,0
NX129423,0
NX129424,0
NX129425,0
NX129426,0
NX129427,0
NX129428,0
NX129429,0
NX1243,0+74
NX120430,0+74
NX120431,0+74
NX120432,0+74
NX120433,0
NX120434,0
NX120435,0
NX120436,0
NX120437,0
NX120438,0
NX120439,0
NX121430,0+74
NX121431,0
NX121432,0
NX121433,0
NX121434,0
NX121435,0
NX121436,0
NX121437,0
NX121438,0
NX121439,0
NX122430,0
NX122431,0
NX122432,0
NX122433,0
NX122434,0
NX122435,0
NX122436,0
NX122437,0
NX122438,0
NX122439,0
NX123430,0
NX123431,0
NX123432,0
NX123433,0
NX123434,0
NX123435,0
NX123436,0
NX123437,0
NX123438,0
NX123439,0
NX124430,0
NX124431,0
NX124432,0
NX124433,0
NX124434,0
NX124435,0
NX124436,0
NX124437,0
NX124438,0
NX124439,0
NX125430,0
NX125431,0
NX125432,0
NX125433,0
NX125434,0
NX125435,0
NX125436,0
NX125437,0
NX125438,0
NX125439,0
NX126430,0
NX126431,0
NX126432,0
NX126433,0
NX126434,0
NX126435,0
NX126436,0
NX126437,0
NX126438,0
NX126439,0
NX127430,0
NX127431,0
NX127432,0
NX127433,0
NX127434,0
NX127435,0
NX127436,0
NX127437,0
NX127438,0
NX127439,0
NX128430,0
NX128431,0
NX128432,0
NX128433,0
NX128434,0
NX128435,0
NX128436,0
NX128437,0
NX128438,0
NX128439,0
NX129430,0
NX129431,0
NX129432,0
NX129433,0
NX129434,0
NX129435,0
NX129436,0
NX129437,0
NX129438,0
NX129439,0
NX1342,0
NX1343,0
NX14H,0
NX14I,0
NX14J,0
NX14K,0
NX14L,0
NX14M,0
NX14N,0
NX14P,0
NX14Q,0
NX14R,0
NX14S,0
NX14T,0
NX14U,0
NX14V,0
NX14W,0
NX14X,0
NX14Y,0
NX14Z,0
NX15,0+74
NX15SW,0+74
NX15NW,74
NX15SE,0+74
NX15NE,0+74
NX15A,0+74
NX1050,0+74
NX100500,74
NX100501,74
NX100502,74
NX100503,74
NX100504,74
NX100505,74
NX100506,74
NX100507,74
NX100508,74
NX100509,74
NX101500,74
NX101501,74
NX101502,74
NX101503,74
NX101504,74
NX101505,74
NX101506,74
NX101507,74
NX101508,74
NX101509,74
NX102500,74
NX102501,74
NX102502,74
NX102503,74
NX102504,74
NX102505,74
NX102506,74
NX102507,74
NX102508,74
NX102509,74
NX103500,74
