SC,0+71
SC00,0
SC01,0
SC02,0
SC03,0
SC04,0
SC05,0
SC06,0
SC07,0
SC08,0
SC09,0
SC10,0
SC11,0
SC12,0
SC13,0
SC14,0
SC15,0
SC16,0+71
SC16SW,0
SC16NW,0+71
SC16SE,0+71
SC16NE,0+71
SC16A,0
SC16B,0
SC16C,0
SC16D,0
SC16E,0
SC16F,0
SC16G,0
SC16H,0
SC16I,0
SC16J,0
SC16K,0
SC16L,0
SC16M,0+71
SC1464,0
SC1465,0+71
SC140650,0
SC140651,0
SC140652,0
SC140653,0
SC140654,0
SC140655,0
SC140656,0
SC140657,0
SC140658,0
SC140659,0
SC141650,0
SC141651,0
SC141652,0
SC141653,0
SC141654,0
SC141655,0
SC141656,0
SC141657,0
SC141658,0
SC141659,0
SC142650,0
SC142651,0
SC142652,0
SC142653,0
SC142654,0
SC142655,0
SC142656,0
SC142657,0
SC142658,0
SC142659,0
SC143650,0
SC143651,0
SC143652,0
SC143653,0
SC143654,0
SC143655,0
SC143656,0
SC143657,0
SC143658,0
SC143659,0
SC144650,0
SC144651,0
SC144652,0
SC144653,0
SC144654,0
SC144655,0
SC144656,0
SC144657,0
SC144658,0
SC144659,0
SC145650,0
SC145651,0
SC145652,0
SC145653,0
SC145654,0
SC145655,0
SC145656,0
SC145657,0
SC145658,0
SC145659,0
SC146650,0
SC146651,0
SC146652,0
SC146653,0
SC146654,0
SC146655,0
SC146656,0
SC146657,0
SC146658,0
SC146659,0
SC147650,0
SC147651,0
SC147652,0
SC147653,0
SC147654,0
SC147655,0
SC147656,0
SC147657,0
SC147658,0
SC147659,0
SC148650,0
SC148651,0
SC148652,0
SC148653,0
SC148654,0+71
SC148655,0+71
SC148656,0+71
SC148657,0+71
SC148658,0+71
SC148659,0
SC149650,0
SC149651,0+71
SC149652,0+71
SC149653,0+71
SC149654,0+71
SC149655,71
SC149656,71
SC149657,71
SC149658,0+71
SC149659,0+71
SC1564,0+71
SC150640,0
SC150641,0
SC150642,0
SC150643,0
SC150644,0
SC150645,0
SC150646,0
SC150647,0
SC150648,0
SC150649,0
SC151640,0
SC151641,0
SC151642,0
SC151643,0
SC151644,0
SC151645,0
SC151646,0+71
SC151647,0+71
SC151648,0+71
SC151649,0+71
SC152640,0
SC152641,0
SC152642,0
SC152643,0
SC152644,0
SC152645,0
SC152646,0+71
SC152647,71
SC152648,0+71
SC152649,71
SC153640,0
SC153641,0
SC153642,0
SC153643,0
SC153644,0
SC153645,0
SC153646,0+71
SC153647,0+71
SC153648,71
SC153649,71
SC154640,0
SC154641,0
SC154642,0
SC154643,0
SC154644,0
SC154645,0
SC154646,0
SC154647,0+71
SC154648,0+71
SC154649,0+71
SC155640,0
SC155641,0
SC155642,0
SC155643,0
SC155644,0
SC155645,0
SC155646,0
SC155647,0+71
SC155648,0+71
SC155649,0+71
SC156640,0
SC156641,0
SC156642,0
SC156643,0
SC156644,0
SC156645,0
SC156646,0
SC156647,0+71
SC156648,0+71
SC156649,71
SC157640,0
SC157641,0
SC157642,0
SC157643,0
SC157644,0
SC157645,0
SC157646,0
SC157647,0+71
SC157648,0+71
SC157649,71
SC158640,0
SC158641,0
SC158642,0
SC158643,0
SC158644,0+71
SC158645,0+71
SC158646,0+71
SC158647,0+71
SC158648,71
SC158649,71
SC159640,0
SC159641,0
SC159642,0
SC159643,0
SC159644,0+71
SC159645,0+71
SC159646,0+71
SC159647,71
SC159648,71
SC159649,71
SC1565,0+71
SC150650,0+71
SC150651,0+71
SC150652,71
SC150653,71
SC150654,71
SC150655,71
SC150656,71
SC150657,71
SC150658,71
SC150659,0+71
SC151650,0+71
SC151651,0+71
SC151652,71
SC151653,71
SC151654,71
SC151655,71
SC151656,71
SC151657,71
SC151658,71
SC151659,71
SC152650,71
SC152651,71
SC152652,71
SC152653,71
SC152654,71
SC152655,71
SC152656,71
SC152657,71
SC152658,71
SC152659,71
SC153650,71
SC153651,71
SC153652,71
SC153653,71
SC153654,71
SC153655,71
SC153656,71
SC153657,71
SC153658,71
SC153659,71
SC154650,71
SC154651,71
SC154652,71
SC154653,71
SC154654,71
SC154655,71
SC154656,71
SC154657,71
SC154658,71
SC154659,71
SC155650,71
SC155651,71
SC155652,71
SC155653,71
SC155654,71
SC155655,71
SC155656,71
SC155657,71
SC155658,71
SC155659,71
SC156650,71
SC156651,71
SC156652,71
SC156653,71
SC156654,71
SC156655,71
SC156656,71
SC156657,71
SC156658,71
SC156659,71
SC157650,71
SC157651,71
SC157652,71
SC157653,71
SC157654,71
SC157655,71
SC157656,71
SC157657,71
SC157658,71
SC157659,71
SC158650,71
SC158651,71
SC158652,71
SC158653,71
SC158654,71
SC158655,71
SC158656,71
SC158657,71
SC158658,71
SC158659,71
SC159650,71
SC159651,71
SC159652,71
SC159653,71
SC159654,71
SC159655,71
SC159656,71
SC159657,71
SC159658,71
SC159659,71
SC16N,0+71
SC1466,0
SC1467,0
SC1566,0+71
SC150660,0+71
SC150661,0
SC150662,0
SC150663,0
SC150664,0
SC150665,0
SC150666,0
SC150667,0
SC150668,0
SC150669,0
SC151660,0+71
SC151661,0
SC151662,0
SC151663,0
SC151664,0
SC151665,0
SC151666,0
SC151667,0
SC151668,0
SC151669,0
SC152660,0+71
SC152661,0+71
SC152662,0
SC152663,0
SC152664,0
SC152665,0
SC152666,0
SC152667,0
SC152668,0
SC152669,0
SC153660,71
SC153661,0+71
SC153662,0+71
SC153663,0
SC153664,0
SC153665,0
SC153666,0
SC153667,0
SC153668,0
SC153669,0
SC154660,71
SC154661,0+71
SC154662,0+71
SC154663,0
SC154664,0
SC154665,0
SC154666,0
SC154667,0
SC154668,0
SC154669,0
SC155660,71
SC155661,71
SC155662,0+71
SC155663,0
SC155664,0
SC155665,0
SC155666,0
SC155667,0
SC155668,0
SC155669,0
SC156660,71
SC156661,71
SC156662,0+71
SC156663,0
SC156664,0
SC156665,0
SC156666,0
SC156667,0
SC156668,0
SC156669,0
SC157660,71
SC157661,71
SC157662,0+71
SC157663,0+71
SC157664,0
SC157665,0
SC157666,0
SC157667,0
SC157668,0
SC157669,0
SC158660,71
SC158661,71
SC158662,0+71
SC158663,0+71
SC158664,0
SC158665,0
SC158666,0
SC158667,0
SC158668,0
SC158669,0
SC159660,71
SC159661,71
SC159662,0+71
SC159663,0
SC159664,0
SC159665,0
SC159666,0
SC159667,0
SC159668,0
SC159669,0
SC1567,0
SC16P,0
SC16Q,0
SC16R,0
SC16S,0+71
SC1664,0+71
SC160640,0
SC160641,0
SC160642,0
SC160643,0
SC160644,0
SC160645,0
SC160646,0+71
SC160647,0+71
SC160648,0+71
SC160649,71
SC161640,0
